feature_id,title,package,capability_areas,spec_refs,volumes,stage,lane,milestone,owner,depends_on,status,rows,rows_implemented,rows_partial,rows_missing,delivered,remaining,paperwork_remaining,external_prerequisites,advanced_by,effort_lo,effort_hi,stage_effort_lo,stage_effort_hi,verify_stage,verify_effort_lo,verify_effort_hi,target_date,demo_scenes,evidence
F-P7A-10,"Agent control: pause, cancel, emergency stop, override records",P7-A,agents; identity-policy,"V0 V00-T-110; V5 AI-11-004, AI-62-004, AI-C045; V8 PR-56-001..006, CAP-AG-12, AT-56, OBJ-38, FEX-19..21; V9 OBJ-38; families V08-F014, V05-F002, V05-F014",V0:1 V5:3 V8:11 V9:1,B71,C,implementation,A2,F-P7A-06; F-P7A-07,partial,16,1,14,1,budget stop with recorded reason and escalation to the named human; refusals recorded on the run and in audit (PR-56-005 implemented) | agent registration revoke (/agents/decision/:agentId/revoke) refuses new sessions; revocation epoch (0048),"pause/cancel of a running agent recording reason, checkpoint, in-flight action and residual effects (OBJ-38, FEX-21) | global and scoped emergency stop revoking model and tool resolution and suspending side effects; tested kill switches for workflows/models/connectors | mid-run constrain and challenge of agent outputs; context-incomplete handoff to a human (FEX-19); tool-denied alternatives (FEX-20) | human override record (authority, reason, evidence, intended effect, residual risk, expiry, review) persisted and audited | revocation treatment of active executions, credentials, checkpoints and derived products",,,,1,2,1,2,,0,0,2027-05-03,"During a NORDWERK corridor run M. Dvořák presses stop: no new tool calls start, the in-flight read completes, the run records its checkpoint and residual state and notifies the requester. | S. Okafor overrides the agent's 'hold inventory' recommendation; the override record carries her reason, the evidence and a 30-day review date.","apps/api/src/executive/agents/agents.service.ts (RunOutcome: spent, stopReason, refusals, escalation); apps/api/test/int ; test/int/phase6-scheduled-collection.test.ts 'a REFUSED run: the agent is revoked'); method suspended state (0023) ; apps/api/src/policy/pdp.service.ts: agent.revoke; test/int/phase6-scheduled-collection.test.ts (a REFUSED run: the agent"
F-P7A-11,"Agent Operations workspace: catalog, plan review, run trace",P7-A,agents; ux,"V8 WS-17, HX-07, JRN-21; V9 UX-49-001..006, UX-50-001..006, UX-51-001..006, CMP-081..086, PAT-21, PAT-33, PAT-34, VIZ-32, HX-07, WS-17, JRN-21, CAP-TG-05; families V09-F011",V8:3 V9:32,B72,C,implementation,A3,F-P7A-03; F-P7A-06; F-P7A-10,partial,35,0,5,30,"server-side agent API and run outcomes (spent, stopReason, refusals); gateway page shows model calls incl. abstention (apps/web/app/intelligence/gateway)","Agent Operations workspace (no apps/web agents page exists): agent identity cards, catalog, compare, enable/constrain/suspend/retire | plan graph and plan review/approve/launch/pause/resume/cancel surface (PAT-33, CMP-082) | run header, trace events, tool-call inspector, checkpoints and residual state; agent trace visualization with accessible alternative (VIZ-32) | pause/resume with drift disclosure (PAT-21); JRN-21 delegate-work journey end to end",UX conformance packages per chapter (UX-49..51-006) — evidence records after the surfaces exist,,,2,3,2,3,,0,0,2027-07-02,"L. Brandt delegates 'brief me on Bab el-Mandeb exposure' from the Agent Operations workspace, reviews the plan graph, launches it and watches the trace: tasks, tool calls, checkpoints, one refusal.","apps/api/src/executive/agents/agents.service.ts (RegisterAgentIntake: owner, escalation principal, budgets, stop conditi ; apps/api/src/executive/agents/agent-session.service.ts (server-side run sessions, branch-only) ; apps/api/src/executive/executive.controller.ts (/agents/decision/* API only)"
F-P7A-12,"Supervision, escalation, recommendation and override surfaces with notifications",P7-A,agents; ux,"V8 HX-19; V9 UX-52-001..006, UX-53-001..006, UX-54-001..006, CMP-087, CMP-088, PAT-35, PAT-36, HX-08, HX-19, NOT-17..19, CAP-TG-04; families V09-F011",V8:1 V9:28,B72,C,implementation,A3,F-P7A-04; F-P7A-10; F-P7A-11,partial,29,0,1,28,"gateway abstention outcome visible on the gateway page (UX-53-002 partial); B22 attention queue with routing/ack/escalation exists (0083, branch-only) as a reusable delivery path","multi-agent supervision view: workflow state, handoffs, gates; reassign/gate/pause/retry/substitute/close | recommendation/explanation/abstention surface with citations, alternatives, challenge and request-revision (HX-08, PAT-36) | escalation card, effect preview, stop control and override record UI (CMP-087/088, HX-19) | agent escalation / side-effect request / agent stopped notification classes (NOT-17..19) routed through the attention queue",UX conformance packages UX-52..54-006,,,1.5,2.5,1.5,2.5,,0,0,2027-07-02,"The supply-chain agent requests a supplier notice; S. Okafor receives an 'agent side-effect request' item, sees the exact digest and effect preview, narrows the recipient list and approves. | The reasoning agent abstains on 'will the corridor reopen in Q4' and the surface shows the missing evidence and the safe next step instead of a generic failure.","apps/web/app/intelligence/gateway/page.tsx (model calls incl. abstention outcome); apps/web/app/intelligence/methods/pag ; apps/api/src/executive/agents/agents.service.ts (budget hit stops the run and escalates, server-side)"
F-P7A-13,"Observation, crawler and search agent family",P7-A,agents,"V8 PR-50-001..006, CAP-AG-03..05, AT-50; V9 CAP-AG-03..05 bindings; families V08-F013",V8:9 V9:3,B73,C,implementation,A2,F-P7A-07; F-P7A-08,partial,12,0,7,5,"collection agents with registry, RunBudgets, revocation and scheduled collection under source contracts (0022; observation/agents; phase6-scheduled-collection)","crawler/collection agents acquiring content through isolated controlled tools (connectors run in-process today) | search agent retrieving evidence under exact scope, time, policy and citation | coverage-plan monitoring agent; continuity for robots/legal constraints, source manipulation, loops, coverage ambiguity | AT-50 fixtures: rights, crawl-boundary, budget/loop, tool-denial",,,,1.5,2.5,1.5,2.5,,0,0,2027-06-11,A search agent answers 'port-call delays at Jeddah since 1 Sept' for NORDWERK with cited evidence only from sources in the domain's collection contract; a robots-disallowed page is skipped and recorded.,"apps/api/src/observation/agents/agents.service.ts (RunBudgets); apps/api/src/observation/observation.controller.ts (/age ; apps/api/migrations/0006_objects.sql (identity, owner, times, status, provenance, policy on every canonical object); app ; apps/api/src/policy/pdp.service.ts; apps/api/test/unit/pdp.test.ts; apps/api/test/int/gate22-authority-matrix.test.ts: n"
F-P7A-14,"Cleaning, classification, NER and relationship agent family",P7-A,agents,"V8 PR-51-001..006, CAP-AG-06..07, AT-51; V9 CAP-AG-06..07 bindings; families V08-F013",V8:8 V9:2,B73,C,implementation,A2,F-P7A-01; F-P7A-07; F-P7B-03,partial,10,0,8,2,"governed extraction pipeline with methods, gateway calls, abstention and human review (intelligence/extraction, review; 0023)","normalization/cleaning and classification agents with golden and adversarial sets | NER/relationship agents proposing identities, merges and splits with calibration and rollback; auto-admission only under an approved low-consequence rule | continuity for meaning corruption, provenance loss, wrong merges and drift; AT-51 evidence",,,,1.5,2.5,1.5,2.5,,0,0,2027-06-11,"A relationship agent proposes that 'NW Antriebstechnik' and 'NORDWERK ANTRIEBSTECHNIK GmbH' are one entity; K. Müller reviews the proposal with its evidence and rejects a second, unsupported merge.","apps/api/src/intelligence/extraction/extraction.service.ts; apps/api/src/intelligence/gateway/model-gateway.service.ts ( ; apps/api/migrations/0006_objects.sql (identity, owner, times, status, provenance, policy on every canonical object); app ; apps/api/src/policy/pdp.service.ts; apps/api/test/unit/pdp.test.ts; apps/api/test/int/gate22-authority-matrix.test.ts: n"
F-P7A-15,"Graph, memory, reasoning and dissent agent family",P7-A,agents; intelligence; memory-graph,"V5 AI-46-004, AG-015, AG-018; V8 PR-52-001..006, CAP-AG-08, AT-52; V9 CAP-AG-08 binding; families V08-F013, V05-F007, V05-F009",V5:3 V8:7 V9:1,B73,C,implementation,A2,F-P7A-03; F-P7A-06; F-P7A-07,missing,11,0,0,11,,"reasoning agents retrieving across evidence, graph and memory with citation closure, circularity and contradiction checks, abstention | persisted reasoning task, context manifest, graph revision and memory snapshot | Memory Agent proposing memory commits (never silent persistence); Dissent Agent with independent retrieval/model diversity | boundary: advise/propose only, never declare derived claims as fact or mutate canonical graph/memory; AT-52",,,,2,3,2,3,,0,0,2027-06-11,"The reasoning agent explains why the Regensburg line depends on the corridor, citing graph edges; the Dissent Agent argues the Cape route absorbs the delay and both appear side by side for L. Brandt.",
F-P7A-16,"Forecast, scenario and simulation agents for decision preparation",P7-A,agents,"V8 PR-53-001..006, CAP-AG-09, AT-53; families V08-F014",V8:7,B73,C,implementation,A2,F-P7A-03; F-P7A-07,partial,7,0,7,0,"decision agent drafts option cards into a DRAFT version, never proposes (0046; phase6-agents.test.ts); forecast_agent role runs forecast jobs (0029)","forecast, scenario and simulation agents preparing and comparing products bound to the case's runs (not the first control) | multi-agent replay, version pinning and uncertainty propagation across chains; continuity for divergence and gate-bypass attempts | AT-53 evidence",,,,1,2,1,2,,0,0,2027-06-11,"A scenario agent drafts three corridor-closure branches for NORDWERK from fit forecasts only, runs the twin simulations within the envelope and hands a comparison to the decision agent; nothing becomes decision-active without T. Nakamura's and L. Brandt's acts.","apps/api/src/executive/agents/agents.service.ts (decision agent); apps/api/test/int/phase6-agents.test.ts: drafts option ; apps/api/migrations/0006_objects.sql (identity, owner, times, status, provenance, policy on every canonical object); app ; apps/api/src/policy/pdp.service.ts; apps/api/test/unit/pdp.test.ts; apps/api/test/int/gate22-authority-matrix.test.ts: n"
F-P7A-17,Domain intelligence agents and the specialist portfolio,P7-A,agents,"V0 V00-T-071; V1 V01-T-023; V2 V02-T-133; V5 AI-53-001..005, AI-54-001..005, AI-55-001..005, AG-025, AG-027..030; V8 PR-54-001..006, CAP-AG-10, AT-54; families V00-F028, V01-F009, V05-F011, V08-F014",V0:1 V1:1 V2:1 V5:19 V8:7,B78,C,implementation,A3,F-P7A-03; F-P7A-07; F-P7C-07,partial,29,0,3,26,truth-state separation of evidence classes in contracts and twins (phase5-twins E2); 5 of 29 canonical agents exist,"competitor and supply-chain agents over graph/twin state with evidence-class separation and antitrust/confidentiality controls | geopolitical and technology agents (competing perspectives, maturity decomposition, export-control policy) | cyber and financial agents with no offensive/trade/payment effect path and visible data latency | domain agent state (package, ontology, method, source set) and domain benchmark suites (AT-54); remaining canonical agents (risk, opportunity, summarization)",,domain expert reviewers for benchmark acceptance (recommended); a licensed market-data feed if the financial agent is to run on real data (synthetic fixtures suffice for the demo),,3,5,3,5,,0,0,2027-05-31,"The supply-chain agent links a new sanctions listing on a Red Sea shipping operator to NORDWERK's castings supplier, the corridor twin and the open decision package, marking what is observed vs inferred. | The geopolitical agent presents two actor perspectives on the Bab el-Mandeb escalation with source-incentive notes; the cyber agent is refused a scan request.","decision, briefing, reporting agents (0046); forecast_agent role runs jobs (0029) ; apps/api/migrations/0022 (collection_agent registry, budgets, revocation); apps/api/migrations/0023 (extraction_agent);  ; packages/contracts truth states; test/int/phase5-twins.test.ts: E2"
F-P7B-01,"Lesson proposals, feedback as evidence and governed change proposals",P7-B,learning-evaluation; governance-docs; data-platform; infrastructure; memory-graph; identity-policy,"V0 C-031, C-044, V00-T-012, V00-T-075, V00-T-093..094, V00-T-096; V1 V01-T-006, V01-T-038; V2 V02-T-012, V02-T-015, V02-T-119, V02-T-147..149; V3 LES, ADR-0020, V03-T-016, V03-T-019, V03-T-058, V03-T-237, V03-T-241, V03-T-244, V03-T-374, V03-T-378..379; V4 ADR-0020, ES-05-005, ES-48-004; V5 AI-14-003, AI-69-001/002/004, AI-C054, AI-25-004, V05-T-008, AI-ADR-017, AR-027; V8 ADR-024",V0:7 V1:2 V2:6 V3:11 V4:3 V5:9 V8:1,B76,C,implementation,A3,F-P7B-03; F-P7B-09,partial,39,3,8,28,"nothing self-modifies: no training path, runtime feedback enters governed evidence only (V00-T-096, V03-T-237, AI-14-003 implemented) | closure records lessons as text (0045:221); review decisions and dissent recorded with actor (0023, 0041)","Lesson Proposal object (LES): evidence, affected artifact, error source class (process/evidence/model/forecast/…), owner, validity, expiry | feedback objects with source, role, context, rights and adjudication feeding proposals | change proposals as versioned artifacts for prompts, models, thresholds, ontologies, workflows, policies, agents — never direct mutation | creation of proposals from outcomes, incidents, drift signals, challenges and evaluation results | learning datasets with lineage and cutoffs; experience memory only as a lesson-derived released artifact","explanatory prohibition rows (C-031, ES-05-005, V05-T-008) close only with the pipeline's negative tests",,,1.5,2.5,1.5,2.5,,0,0,2027-06-10,"After the NORDWERK rerouting decision closes, L. Brandt turns 'we underestimated port congestion' into a lesson proposal citing the outcome and the forecast family; it proposes raising the congestion threshold, which stays a proposal.","migrations/0045:221 (close_package lessons text) ; migrations/0045:221 (close_package lessons text); apps/api/src/prediction/forecasting/forecasting.service.ts:276,457 (ba ; migrations/0023 methods_current lifecycle (draft/approved/active/suspended/retired), prompt_version/prompt_digest pinned"
F-P7B-02,Outcome attribution and the replay-and-learn workspace,P7-B,decision; learning-evaluation; ux,"V1 V01-T-026; V2 V02-T-173..174; V3 V03-T-373, V03-T-377, V03-T-380; V5 AI-69-005; V8 PR-40-001..006, CAP-DS-12, AT-40, JRN-18, HX-20; V9 JRN-18, HX-20, PAT-47; families V08-F010, V03-F014, V02-F005",V1:1 V2:2 V3:3 V5:1 V8:9 V9:3,B76,C,implementation,A3,F-P7B-01,partial,19,1,16,2,"five-layer decision replay with digests and as-of cut-offs (0043, 0049 replay_contributors; phase6-replay.test.ts); PR-40-005 implemented | outcomes recorded per criterion with reconciliation; demo REPLAY act (e2e/phase6-decisions.demo.spec.ts)","intended-vs-observed comparison with leading/lagging measures, side effects and counterfactual limits | attribution hypothesis separating decision quality from luck and forecast/simulation/process/execution contributions; causal vs correlational | process-quality assessment of the replay (calibration at decision time, scenario coverage, information timing) | HX-20 / PAT-47 surface separating outcome, attribution, lesson, proposed change and approval (JRN-18 end to end)",,,,1.5,2.5,1.5,2.5,,0,0,2027-06-10,"Replaying the NORDWERK rerouting decision: the outcome missed its cost criterion; the attribution view shows the forecast was calibrated but the Suez reopening was unforeseeable (luck), while the process missed a supplier signal (quality).","apps/api/src/decision/replay/replay.service.ts; apps/api/migrations/0043_decision_replay.sql; 0045_decision_monitoring_a ; test/int/phase6-replay.test.ts); lessons as text (0045) ; apps/api/migrations/0047 (assumption verification_at_known_at, branch state_as_of, twin verification_at_decided_at, appr"
F-P7B-03,"Evaluation registry, profiles and fitness decisions for AI artifacts",P7-B,learning-evaluation; intelligence; identity-policy; agents; prediction,"V0 C-045, V00-T-007, V00-T-095; V2 V02-T-022, V02-T-108, V02-T-141, V02-T-146, V02-T-216; V3 V03-T-035, V03-T-238..240, V03-T-242..243; V4 ES-45-002, ES-46-001..005, TS-011; V5 AI-09-005, AI-14-001/002/005, AI-47-002, AI-57-005, AI-66-001/002/003/005, AI-C033..C035; families V04-F013, V05-F002, V05-F015, V03-F014",V0:3 V2:5 V3:6 V4:7 V5:13,B74,C,implementation,A2,F-P7B-04,partial,34,0,24,10,"method (model+prompt version) evaluation with measures from gateway calls/review yield and fit|unfit|indeterminate — an unfit method admits no claims and is not activated (0066 §6) | forecast backtests vs baseline, outcome ledger, calibration (0029/0030); forecast/twin fitness with calibration/drift classes and simulation challenge→re-run (0081, B21)","evaluation registry: immutable profiles per task/consequence class binding artifacts, datasets, code, environment, reviewers, confidence, expiry | evaluation orchestrator for extraction, resolution, agents, workflows and recommendations (not only forecasts/methods) | fitness decisions approve | constrain | shadow | suspend | withdraw for models, prompts and agents; critical-slice failures block release | benchmark and as-of replay sets; outcomes, overrides, incidents and warning outcomes triggering governed re-evaluation for models/agents | per-agent evaluation suites and model-version resolution only under current task-specific evaluation",,,,2,3,2,3,,0,0,2027-03-12,"The NORDWERK extraction method v3 is evaluated on the corridor benchmark: aggregate precision passes but the Arabic-language slice fails, so the fitness decision is 'constrain' and v3 is not activated for that slice.","migrations/0045:221 (close_package lessons text); apps/api/src/prediction/forecasting/forecasting.service.ts:276,457 (ba ; apps/api/src/observation/connectors/sdk.ts:244-261 (connector schema drift only) ; apps/api/src/prediction/forecasting/forecasting.service.ts:276,457; migrations/0029:161,203; apps/api/src/observation/co"
F-P7B-04,"AI dataset service: evaluation, feedback and benchmark datasets",P7-B,learning-evaluation; data-platform; identity-policy,"V5 AR-022; V6 IA-45-001..003, IA-45-005; V7 DP-45-001..003/005/006, DAT-SV-06, DZ-12, TT-18, DPD-16, DPD-17, DQM-030, DQM-031; families V07-F012, V07-F013, V06-F009",V5:1 V6:4 V7:12,B74,C,implementation,A2,,partial,17,1,9,7,"pipelines produce candidates only; admission is human (IA-45-003 implemented); replay fixtures marked recorded_from=fixture | backtests use as-of cut-offs with no future observations (phase4-acceptance D2); synthetic data labelled (0022, 0032)","dataset registry: identity, purpose, population, snapshot, splits, labels, rights, approval, expiry, dataset cards | feature/AI-dataset tier with purpose isolation; leakage and point-in-time contamination metrics (DQM-030/031) | evaluation-set versioning with holdout control and access evidence; revocation stopping dependent evaluation/promotion | evaluation/feature pipelines as governed runs with drift/quality gates, quarantine and rerun-from-boundary",,,,1.5,2.5,1.5,2.5,,0,0,2027-03-12,A 'Red Sea corridor events 2025-26' evaluation set is registered with a temporal cutoff; an attempt to evaluate a forecast method whose training window overlaps the holdout is refused as contaminated.,"apps/api/migrations/0029 §4-§5 backtests, outcome_ledger, calibration; apps/api/migrations/0023 §3 recorded_responses (r ; test/int/phase4-acceptance.test.ts: D2/D3 (as-of backtests) ; apps/api/src/intelligence/extraction/orchestrator.service.ts (extraction pipeline with method pins and claim lineage); a"
F-P7B-05,Evaluation metric catalogue and end-to-end quality measures,P7-B,learning-evaluation; intelligence; identity-policy; observation; prediction,"V2 V02-T-201, V02-T-202, V02-T-209, V02-T-210, V02-T-212; V5 EM-001..031 (25 metrics), AI-04-005, AI-C037, AR-001, AR-005; V10 IR-14-003, IR-22-003, R-06; families V05-F015, V02-F010",V10:3 V2:5 V5:29,B74,C,implementation,A2,F-P7B-03; F-P7B-04,partial,37,0,16,21,forecast coverage/pinball/skill and T1 calibration band; gateway latency_ms; commit digest equality (side-effect integrity) and byte-identical replay (consistency) | citation span inside evidence enforced by the gateway; agent run outcomes finished/stopped/refused/faulted,"computed metrics over populations: correctness, evidence faithfulness, citation precision/coverage, grounding, abstention quality, robustness, OOD, fairness by slice | agent metrics: task success vs admitted objective, trajectory validity, tool-call accuracy, safety violation and injection resistance | decision-contextual metrics joining model quality to the decisions and outcomes it informed; human override quality; cost efficiency | measured identity-resolution quality, event-extraction precision and unsupported-claim rate with audit sampling",,,,2,3,2,3,,0,0,2027-03-12,"The quality page for NORDWERK shows citation precision, unsupported-claim rate and abstention quality for the extraction method by language slice, and which decisions relied on the weak slice.","apps/api/migrations/0024 (resolutions score/rule/state); apps/api/src/intelligence/review/review.service.ts; apps/api/te ; apps/api/migrations/0029 (backtests); apps/api/migrations/0033 (reproductions, sensitivity); apps/api/test/int/phase4-ac ; apps/api/migrations/0029 (backtests); apps/api/migrations/0033 (reproductions); apps/api/src/observation/coverage (sourc"
F-P7B-06,"Evaluator models and governance, evaluation, learning, red-team agents",P7-B,learning-evaluation; intelligence; agents; governance-docs; identity-policy,"V5 AI-ADR-015, AI-ADR-016, AI-66-004, MC-017, MC-018, AI-C036, AG-038, AG-039, AG-042, AG-043, AI-47-001, AI-47-003..005, AR-021; families V05-F009, V05-F007",V5:15,B75,C,implementation,A2,F-P7A-01; F-P7A-07; F-P7B-03,missing,15,0,0,15,,"judge/evaluator model service: versioned, calibrated, bias-assessed, anchored to human raters, never sole approver | Governance Agent surfacing missing/expired/conflicting registry state; Evaluation Agent executing registered metrics | Learning Agent assembling lesson proposals without modifying artifacts; Red Team Agent probing approved sandboxes only | independence and separation of duties for evaluating agents; human-AI system evaluation",MC-017 (policy/control model) — only a declaration that none is approved unless a bounded adaptive method is added,,,1.5,3,1.5,3,,0,0,2027-05-18,"The Learning Agent drafts a lesson proposal from three NORDWERK warning outcomes; the Evaluation Agent runs the registered metrics; K. Müller, not the agent, decides.",
F-P7B-07,"AI red teaming, injection suites and safety cases",P7-B,learning-evaluation; identity-policy; agents,"V5 AI-60-005, AI-62-005, AI-67-001..005, AI-C039, AI-C040; families V05-F013, V05-F014, V05-F015",V5:9,B75,C,implementation,A2,F-P7A-07; F-P7B-10,partial,9,0,4,5,"adversarial and hostile-input suites (adversarial.test.ts, gate21-adversarial, phase1-hostile-input); review findings kept as regression tests","red-team plans derived from the task risk model and agent capability graph | AI-specific suites: prompt injection, indirect instruction, exfiltration, poisoning, hallucinated evidence, tool abuse, coordination failure | durable release blockers / restricted-use controls from findings; findings as versioned regression assets for successor artifacts | safety case repository for C3/C4 tasks binding hazards, controls, evidence, monitors and residual risk",safety cases are evidence documents but must be bound to runtime monitors,independent adversarial reviewers for C3/C4 releases (AI-67-003 requires review independent of the builders),,1.5,2.5,1.25,2,H3,0.25,0.5,2027-05-18,An injection suite plants 'approve the package' inside a NORDWERK supplier PDF; the release of the new extraction prompt is blocked until the finding is fixed and becomes a regression asset.,test/int/adversarial.test.ts; test/int/gate21-adversarial.test.ts; test/int/phase1-hostile-input.test.ts ; .github/workflows/ci.yml; docs/SCANNER_DISPOSITIONS.md ; test/int/phase6-review-corrections.test.ts; test/int/phase4-corrections.test.ts (review findings reproduced then correct
F-P7B-08,"Runtime AI monitoring, drift detection and fitness restriction",P7-B,infrastructure; identity-policy; learning-evaluation; governance-docs,"V5 AI-68-001..005, AI-C044, AI-C051, AI-C052, AR-006, AR-023, AI-ADR-019, AI-02-005; families V05-F015, V05-F002, V05-F014",V5:12,B75,C,implementation,A2,F-P7B-03; F-P7B-05,partial,12,0,10,2,"monitoring breaches recorded once and routed to owner (phase6-monitoring); review queue for below-threshold/abstained outputs | forecast drift/calibration_failure classes set unfit and refuse decision-active use (0081); fitness/coherence signals routed with ack deadlines (0083, branch-only)","monitors and thresholds bound to each task's evaluation claims for models, prompts and agents (not only forecasts) | consequence-proportionate output sampling for faithfulness/calibration/safety; privacy-preserving slices | drift detector across input/concept/behaviour/calibration classes; OOD/operating-envelope detection for models and agents | fitness breach → durable restriction of the artifact (suspend/constrain) with an owned workflow; blind spots as explicit inputs",,,,1.5,2.5,1.5,2.5,,0,0,2027-05-18,The extraction method's confidence calibration drifts on new Houthi-statement sources; the monitor restricts the method to 'constrain' and routes an attention item to K. Müller with a deadline.,apps/api/src/decision/monitoring/monitoring.service.ts; apps/web/app/prediction/calibration/page.tsx; apps/api/src/obser ; test/int/phase6-scheduled-collection.test.ts (a REFUSED run: the agent is revoked); apps/api/src/intelligence/methods/me ; apps/api/src/intelligence/review/review.service.ts (below-threshold and abstentions queued)
F-P7B-09,"AI release manifests, promotion, canary, rollback and retirement",P7-B,infrastructure; intelligence; learning-evaluation; governance-docs; data-platform,"V3 V03-T-375; V4 ES-48-005; V5 AI-01-005, AI-05-005, AI-06-005, AI-14-004, AI-17-005, AI-18-005, AI-69-003, AI-70-001..005, AI-C049, AI-C057, AI-ADR-018, AR-024, V05-T-014; V6 IA-45-004, IA-45-006; V8 FEX-22; families V05-F016, V05-F002",V3:1 V4:1 V5:17 V6:2 V8:1,B75,C,implementation,A2,F-P7B-03; F-P7B-07,partial,22,0,11,11,"method lifecycle draft→approved→active→suspended→retired with lock_active_method (0023); a changed prompt is a new method version | revocation kills minted capabilities (G21-10/11); CI supply-chain/licence gates block releases (ci.yml, c17-finalize)","signed AI release manifest closing all behavioural dependencies (model, prompt, tools, thresholds, policies) — no model-only promotion | progressive exposure: shadow, canary with predeclared stop criteria; rollback to a known compatible configuration reconciling in-flight runs | retirement and emergency revocation propagating to gateway, agent registry, schedulers, tool grants and caches | replacement rehearsal suites (conformance, replay, safety, cost) before adapter/prompt/provider change; approved fallback per method (FEX-22) | learning releases through the same gates with impact analysis and historical resolution",,"deployment-parity / progressive exposure across SaaS, private-cloud and on-prem needs real deployment sites (IA-45-004, IA-45-006) — local canary is demonstrable",,2,3,2,3,,0,0,2027-05-18,"The congestion-threshold change from the NORDWERK lesson ships as release manifest r12 in shadow, then canary on the corridor forecasts; a pinball regression trips the stop criterion and the release rolls back with the in-flight forecasts reconciled.",.github/workflows/ci.yml; .github/workflows/c17-finalize.yml; scripts/gate ; .github/workflows/ci.yml; .github/workflows/c17-finalize.yml; test/gate/c17-workflow-contract.test.ts; docs/SCANNER_DISP ; apps/api/migrations; packages/contracts; test/gate/c17-evidence-package.test.ts
F-P7B-10,"AI inventory, risk register and conformance registry",P7-B,governance-docs; identity-policy; learning-evaluation,"V5 AI-01-001, AI-02-003, AI-02-004, V05-T-011, AI-58-001..005, AI-C041; V10 IR-58-003, V10-T-009, DR-11; families V05-F001, V05-F013, V10-F014, V10-F015",V10:3 V5:10,B74,C,implementation,A2,F-P7B-03,partial,13,0,7,6,consequence classes C0–C4 on the contract and PDP maxConsequence per rule; scanner dispositions with expiry (docs/SCANNER_DISPOSITIONS.md),"AI capability inventory mapping each capability to layer, component, task contract, consequence class, owner and evaluation profile | AI risk register: risk statement, misuse cases, effective class across data/tool/reachable effect, reclassification triggers, risk acceptance with expiry | conformance registry per AI artifact: controlling specs, versions, conditional conformance scope, expiry and re-evaluation triggers | impact assessments, limitations register and board-escalation records for models/agents","V10 diligence/data-room rows (IR-58-003, V10-T-009, DR-11) are evidence packs generated from the registries",charter/impact-assessment sign-off by a named model-risk authority and counsel for the data-room claims,,1,2,1,2,,0,0,2027-03-12,The risk register shows the NORDWERK supply-chain agent at C3 because its reachable side effect (supplier notice) is higher than its task class; widening its tool reach triggers reclassification.,packages/contracts (consequence_class C0-C4); apps/api/src/policy/pdp.service.ts (maxConsequence); test/int/phase6-appro ; apps/api/src/policy/pdp.service.ts (maxConsequence per rule); test/int/phase6-approvals.test.ts (the ROUTE pins C3 whate ; docs/SCANNER_DISPOSITIONS.md; test/gate/c15-scanner-provenance.test.ts
F-P7B-11,"Model, agent and data governance console",P7-B,learning-evaluation; ux; identity-policy,"V8 PR-61-001..006, CAP-TR-07, AT-61, WS-18, PER-14; V9 UX-60-001..006, PER-14; families V08-F016, V09-F013",V8:9 V9:7,B76,C,implementation,A3,F-P7B-03; F-P7B-09; F-P7B-10,partial,16,0,12,4,"methods register/approve/transition and pages (apps/web/app/intelligence/methods, gateway); builders cannot approve their own registration in e2e phase1","one governance console across models, agents, datasets, prompts, tools, ontologies and packages: inventory, lineage, evaluation, drift, rollback, expiry | register/evaluate/compare/approve/promote/constrain/roll back/suspend/retire commands (inspect-only today) | model risk authority persona (PER-14) with builder self-approval refused for high-consequence artifacts | degraded journeys when inventory, lineage or evaluation is stale",UX-60-006 conformance package,,,1.5,2.5,1.5,2.5,,0,0,2027-06-10,"The model risk authority opens the governance console, sees the extraction method's evaluation expired yesterday, and suspends it; the builder's attempt to re-approve it is refused.","apps/web/app/intelligence/gateway/page.tsx (calls, model/prompt versions); apps/web/app/intelligence/methods/page.tsx (m ; apps/api/src/intelligence/methods/methods.service.ts (/methods/register, approve, transition); apps/web/app/intelligence ; apps/api/migrations/0006_objects.sql (identity, owner, times, status, provenance, policy on every canonical object); app"
F-P7B-12,"Agent incident, containment and replay workspace",P7-B,agents; ux,"V9 UX-56-001..006, PAT-47 (via F-P7B-02); families V09-F012",V9:6,B76,C,implementation,A3,F-P7A-10; F-P7A-06; F-P7B-01,missing,6,0,0,6,,"agent incident object: scope, trace, effects, containment, evidence custody, recovery, reconciliation | declare/scope/contain/suspend/investigate/recover/replay/close commands; governed change proposal from the incident | degraded journeys when containment fails or effects persist",UX-56-006 conformance package,,,1,1.5,1,1.5,,0,0,2027-06-10,"An agent sent a supplier notice built on a withdrawn source; M. Dvořák declares an incident, suspends the agent, reconciles the effect with a correction notice and files a change proposal.",
