unit_id,statement,condition,source_rows,primary_source,capability_area,mandatory,profiles,evidence_class,status,package,evidence,remaining_work,notes
AU-AGT-0002,"Every agent publishes an agent card / manifest (App. F, 40 fields) defining purpose, owner, model dependencies, tools, input and output schemas, data and tenant scope, permissions, budgets, timeouts, allowed autonomy, escalation rules, prohibited actions and objectives, operating envelope, evaluation suites, known failure modes, logging, rollback, supervision policy, side-effect classes, network destinations, context sources, instruction bundle, approval state, release manifest and effective/expiry times; a role label without these fields is not a deployable agent.",all agent kinds; every material artifact the agent creates carries its identity and version,V0:C-028; V0:V00-T-072; V8:PR-49-002; V2:V02-T-005; V2:V02-T-139; V3:V03-T-211; V3:ADR-0009; V5:AI-11-002; V5:AI-30-002; V5:AI-62-002; V5:V05-T-019; V5:V05-T-007; V1:V01-T-019,V0:C-028,agents,yes,all,harness,open,P7-A,"migrations/0044/0046 executive.agents (agent_kind, version, code_digest, owner, escalation, budgets, stop_conditions, status)","Manifest schema per App. F persisted with the registration (signature, purpose/consequence scope, authority boundary, I/O contracts, model resolution policy, instruction bundle, tool/sandbox/uncertainty/explanation/evaluation/risk/monitoring/checkpoint/failure profiles, approval state, release manifest, effective/expiry); registration refuses incomplete manifests; one common contract across families.",
AU-AGT-0003,"Agent identity and version appear in every material artifact the agent creates or changes (agent-produced marks on option cards, briefings, reports).",agent outputs,V0:V00-T-072; V2:V02-T-141,V0:V00-T-072,agents,yes,all,harness,verified:local,R0,"migrations/0046 (agent identity on outputs); test/int/phase6-agents.test.ts: 'drafts option cards into a DRAFT version, marked agent-produced', 'renders a report marked agent-produced with SYNTHETIC marks and truth states'",Merge the branch behind C15/C16/C17; re-run the named suite on the merged head; cross-profile demonstration is carried by the parity unit.,
AU-AGT-0004,"Every agent executes from a signed registered package whose immutable digest binds all behaviour-defining artifacts and dependencies, under a run-specific capability grant narrower than or equal to its approved role profile, and packages contain no ambient credentials, hidden production configuration, unregistered remote code, undeclared data sources or self-modifying instruction paths.",agent packages,V2:V02-T-152; V5:AI-11-001; V5:AI-30-001; V5:AI-30-003,V2:V02-T-152,agents,yes,all,harness,open,P7-A,"migrations/0044: executive.agents (code_digest, version); test/int/phase6-agents.test.ts",Package signature verified against the code digest at registration and at run start; run grant derived from and bounded by the role profile; static checks for ambient credentials/remote code; harness cases.,
AU-AGT-0005,"An agent version change includes instruction, dependency, model policy, tool, context, evaluation, safety, compatibility, deployment, migration and rollback evidence, and agent retirement preserves historical package resolution, active-run disposition, product impact, customer export, marketplace removal and Decision Replay.",agent lifecycle,V5:AI-30-004; V5:AI-30-005,V5:AI-30-004,agents,yes,all,harness,open,P7-A,migrations/0044 (a new version is a new registration),Version-change record with the evidence set; retirement transition with active-run disposition and replay preservation.,
AU-AGT-0006,"The agent registry and execution history remain historically resolvable for explanation, incident analysis, impact assessment, audit and Decision Replay.",append-only runs,V5:AI-11-005,V5:AI-11-005,agents,yes,all,harness,open,R0,"migrations/0046: executive.agent_runs (append-only, immutable once closed); test/int/phase6-agents.test.ts",Merge the branch behind C15/C16/C17; re-run the named suite on the merged head; cross-profile demonstration is carried by the parity unit.,repair 2026-09-10: local evidence not bound to a case
AU-AGT-0007,"Agent execution is admitted for an exact package, task, consequence class, user, deployment and policy scope before it starts.",AI-C012,V5:AI-C012,V5:AI-C012,agents,yes,all,harness,open,P7-A,apps/api/src/executive/agents/agents.service.ts: validateRegisterAgent; apps/api/src/policy/pdp.service.ts: agent.register,Admission decision object per run scope; harness: run outside admitted consequence/deployment scope refused.,
AU-AGT-0008,"Per agent an evaluation suite, quality monitoring over time and rollback/retirement of an agent version exist, and agents accumulate no undeclared authority through convenience or repeated use.",agent evidence and authority accumulation,V0:V00-T-019; V2:V02-T-141; V3:V03-T-212,V0:V00-T-019,agents,yes,all,harness,open,P7-B,apps/api/src/policy/pdp.service.ts (default deny; agents hold only granted actions); migrations/0046 (agent_runs append-only with spent/refusals/outputs); test/int/phase6-agents.test.ts,"Per-agent evaluation suite in the evaluation registry, agent quality monitors, version rollback; authority-accumulation control (grants expire per run, no widening by use) verified by harness.",V00-T-019 is P7-A by row; kept here because the enforcing evidence is evaluation/monitoring.
AU-AGT-0009,"Budgets (time, reads, gateway calls, items) are checked before each unit of work; a budget breach stops the run before anything is admitted, records the reason and escalates to the named human; a revoked agent's run is refused and not retried; execution terminates or suspends when purpose, authority, policy, capability, evaluation, budget, deadline, supervisor or safety conditions no longer hold.",all agent runs,V2:V02-T-140; V3:V03-T-217; V5:AI-C022; V5:AI-31-004; V5:AI-37-002,V2:V02-T-140,agents,yes,all,harness,verified:local,R0,"apps/api/src/executive/agents/agents.service.ts: Meter (budget checked BEFORE the unit of work); test/int/phase6-agents.test.ts: 'a budget of three reads: the run stops before anything is admitted, records the reason and escalates to the named human'; test/int/phase1-acceptance.test.ts: 'a BUDGET BREACH stops the run and records it as budget_exceeded'; test/int/phase2-acceptance.test.ts: 'a run that exceeds its call budget stops and says so' (B4); test/int/phase6-scheduled-collection.test.ts: 'a REFUSED run: the agent is revoked'",Merge the branch behind C15/C16/C17; re-run the named suite on the merged head; cross-profile demonstration is carried by the parity unit. Evaluation/supervisor/safety conditions need the supervisor runtime.,"Conflict recorded: V3 auditor (V03-T-217, ADR-0009, AGX) states budgets are metered but not enforced; the Phase 6 harness evidence (0046 Meter, phase6-agents) shows a hard stop with escalation. The later branch evidence is taken; re-verify on merge."
AU-AGT-0010,"Every agent execution receives a unique identity and persists its admitted manifest (purpose, initiating actor, data scope, agent versions, model policy, tools, budgets, deadlines, side-effect class, human gates, stop conditions) before model, context, tool or downstream agent work begins.",run start,V3:AGX; V4:ES-43-001; V5:AI-31-001,V3:AGX,agents,yes,all,harness,verified:local,R0,"migrations/0046_executive_agents_and_runs.sql:16,47 (budget persisted on the run row before the task; close_once); test/int/phase6-agents.test.ts:52-224 ('the run stops before anything is admitted')","Merge the branch behind C15/C16/C17; re-run the named suite on the merged head; cross-profile demonstration is carried by the parity unit. Plan, tool list, data scope, model policy and side-effect class fields on the run (ES-43-001/AGX REM) are open in the manifest and planner units.",
AU-AGT-0011,"Each run state transition is authorized, idempotent, durably recorded, causally linked, deadline-aware and observable before acknowledgement, and completion requires product validation, side-effect reconciliation, human-gate closure, audit acceptance, resource release and declared retention or deletion of execution memory.",run lifecycle,V5:AI-31-002; V5:AI-31-005,V5:AI-31-002,agents,yes,all,harness,open,P7-A,"migrations/0046: executive.agent_runs (budget, spent, outcome, stop_reason, escalated_to, refusals); test/int/phase6-agents.test.ts",Transition log with idempotency and deadlines; completion reconciliation step; retention policy on run memory.,
AU-AGT-0012,"The Planner produces a typed, versioned plan whose every step maps to an approved agent role, workflow task, model task, tool contract, human gate or owning-component command, declaring required evidence, input versions, output schemas, dependencies, parallelism, loops, budgets, deadlines, failure handling, compensation, review and terminal conditions, and exposing unresolved assumptions, unknown dependencies, low-confidence decomposition and tasks requiring human or domain-expert intervention.",planner runtime,V0:C-029; V2:V02-T-135; V5:AI-32-001; V5:AI-32-002; V5:AI-32-005; V5:AG-035; V5:AI-C013,V0:C-029,agents,yes,all,harness,open,P7-A,test/int/phase6-agents.test.ts: 'the planner: the room's cadence becomes a briefing job on its own queue' (cadence-to-job scheduling only),Planner runtime building typed task graphs from an admitted objective with the declared fields; persisted plan versions; harness: plan with an unmapped step refused.,
AU-AGT-0013,"The Planner never issues capability grants, selects unauthorized data, bypasses required human gates, approves irreversible effects or modifies policy and evaluation thresholds, and material plan revisions are versioned and re-evaluated for purpose, authority, policy, capability, budget, deadline, side effects and supervisor acceptance.",planner prohibitions and revision,V0:V00-T-073; V5:AI-32-003; V5:AI-32-004,V0:V00-T-073,agents,yes,all,harness,open,P7-A,,PDP denial of grant/policy actions for the planner principal; plan revision versions with re-evaluation record.,
AU-AGT-0014,"Every multi-agent execution has exactly one accountable Supervisor identity and policy profile at any instant; the Supervisor validates plan, agent, model, context, tool, capability, budget, human-gate, quality and safety closure before dispatch, monitors progress, evidence quality, uncertainty, disagreement, tool effects, policy, budget, deadlines, loops, anomalies, plan divergence, repeated failure, context contamination and product fitness throughout execution, admits, constrains, suspends, recovers and terminates agents, and cannot waive policy, human gates or erase failures.",supervisor runtime,V0:V00-T-073; V0:C-029; V2:V02-T-136; V5:AI-33-001; V5:AI-33-002; V5:AI-33-003; V5:AI-62-003; V5:AG-036; V5:AI-C014,V0:V00-T-073,agents,yes,all,harness,open,P7-A,migrations/0046 (run close: stopped/refused/faulted escalate to the named human); 0022 (collection run retries under budget),"Supervisor runtime with a single accountable supervisor per execution, pre-dispatch validation, runtime monitors (loops, divergence, anomalies), routing of competing results/dissent and constrain/suspend/terminate actions; PDP prohibits gate waiver.",
AU-AGT-0015,"The Supervisor is independently authorized from worker agents and never relies on worker self-report alone for capability, side-effect, safety or completion state; terminal approval requires resolved tasks, validated products, reconciled effects, closed gates, complete audit and explicit residual-state disposition.",supervision independence and terminal approval,V5:AI-33-004; V5:AI-33-005,V5:AI-33-004,agents,yes,all,harness,open,P7-A,apps/api/src/policy/pdp.service.ts; test/int/gate21-adversarial.test.ts (worker self-report never authorises: the database refuses),Supervisor entity with its own principal and terminal-approval checklist; independence of authorization is verified locally at the database.,
AU-AGT-0016,"Consequential multi-agent work is represented in the durable workflow runtime before execution produces institutional effects; the Workflow Agent issues only registered workflow commands and never mutates workflow persistence, timers, assignments or audit records directly; agent or model completion never advances institutional workflow state until output, side-effect, policy and evidence preconditions validate; no timeout or model output is inferred as approval.",workflow agent,V0:V00-T-073; V2:V02-T-137; V5:AI-34-001; V5:AI-34-002; V5:AI-34-004; V5:AG-037,V0:V00-T-073,agents,yes,all,harness,open,P7-A,"apps/api/src/observation/scheduling/scheduler.service.ts; test/int/phase6-scheduled-collection.test.ts (persisted entry reconciled after restart); test/int/phase6-agents.test.ts (agent draft advances nothing; a human proposes, approves, commits); migrations/0042 (approval gates); test/int/phase2-acceptance.test.ts (idempotent identity)",Workflow agent issuing registered commands on the durable runtime; precondition validation inside the runtime; containment/rollback of agent side effects.,'Completion advances nothing' and idempotency are verified locally for the existing agents.
AU-AGT-0017,"The Planner decomposes, the Workflow service persists and constrains state, the Supervisor evaluates progress/policy/quality/budget, specialized agents execute bounded tasks and human gates authorize consequential promotion; planner and supervisor responsibilities remain distinguishable and no agent can create, approve, extend or conceal its own capability grant, task purpose, human authority, evaluation status, lifecycle state, expanded authority, governing prompt, tools, policy, model, evaluation or release state, nor create, widen, delegate, persist or exchange grants outside the supervisor- and policy-controlled grant service.",no self-authorization,V0:V00-T-019; V0:V00-T-073; V3:V03-T-213; V4:ES-43-002; V5:AI-11-003; V5:AI-59-005; V6:IA-42-003,V0:V00-T-019,agents,yes,all,harness,verified:local,R0,"test/int/gate21-adversarial.test.ts: G21-8; test/int/adversarial.test.ts §2/§5 (no principal can mint or widen its own authority); test/int/phase6-agents.test.ts (attempt to propose refused at the PDP and recorded); apps/api/src/policy/pdp.service.ts (human_gate obligation: agents cannot commit); test/int/phase6-review-corrections.test.ts:620-698; apps/api/src/shared/capabilities.ts (agent reads through fixed capability, no raw SQL)",Merge the branch behind C15/C16/C17; re-run the named suite on the merged head; cross-profile demonstration is carried by the parity unit. Planner/supervisor roles themselves do not exist (orchestration units); external infrastructure enforcement (IA-42-003) is the sandbox unit.,The no-self-approval property holds because agents hold no commit or grant capability at all; must be re-verified when planner/supervisor principals exist.
AU-AGT-0018,"Inter-agent communication uses versioned registered message schemas and canonical envelopes authenticating sender, receiver, agent package, execution, task, purpose, authority, correlation, causation, deadline, policy and integrity; result messages distinguish evidence, inference, assessment, assumption, proposal, synthetic content, uncertainty, partial state and abstention; the runtime supports idempotent delivery, ordering, deduplication, cancellation, replay, poison-message quarantine and schema evolution; no capability, credential, tenant context, human approval or higher authority transfers through message content.",no inter-agent communication exists today; AI-35-004 holds vacuously,V4:ES-43-003; V5:AI-35-001; V5:AI-35-002; V5:AI-35-003; V5:AI-35-004; V5:AI-35-005; V5:AI-C016,V4:ES-43-003,agents,yes,all,harness,open,P7-A,,"Typed inter-agent task/result contracts on the canonical envelope, message router with delivery semantics and poison quarantine; negative test that message content cannot carry grants.",
AU-AGT-0019,"The runtime checkpoints plans, context manifests, messages, tool requests and receipts, model invocations, intermediate products, claims and evidence links, reviews, challenges, budgets, stop decisions and terminal reasons, binding exact agent, model, prompt, context, tool, policy, configuration, workflow, message, budget and external-effect state, sufficient for a supervisor to challenge, resume or reproduce the work and for audit and replay.",checkpoint and replay store,V3:V03-T-216; V4:ES-43-004; V5:AI-31-003; V5:AI-38-002; V5:AI-C021,V3:V03-T-216,agents,yes,all,harness,open,P7-A,"migrations/0046:16 (agent_runs outputs), :47 (close_once); migrations/0043; test/int/phase6-agents.test.ts:52-224 (provenance on outputs, redactRun, terminal reasons)",Mid-run checkpoint records binding the listed state; resumable intermediate state; today only run outputs and terminal reasons are stored.,
AU-AGT-0020,"Only validated canonical products enter shared memory, graph, twin, forecast, scenario, simulation, decision or executive state: agent outputs enter packages only through the governed derivation port as proposals, canonical admission remains with the owning layer, and consequential choice and irreversible effect remain with an authorized human.",agent outputs,V4:ES-43-005; V5:V05-T-017; V5:TC-08; V5:TC-09,V4:ES-43-005,agents,yes,all,harness,verified:local,R0,migrations/0049:18 (decision.derive_option); test/int/phase6-agents.test.ts:52-224; test/int/phase3-acceptance.test.ts: C2 (proposals); owning-component SECURITY DEFINER ports; test/int/gate21-adversarial.test.ts,Merge the branch behind C15/C16/C17; re-run the named suite on the merged head; cross-profile demonstration is carried by the parity unit.,
AU-AGT-0021,"Agent runtimes externalize all material execution state required for recovery, audit, explanation and replay before acknowledging progress; run memory is tenant-isolated, purpose-bound, retention-controlled, minimised, encrypted, revocable and never reused across runs undeclared; resume revalidates identity, authority, policy, capability, artifact fitness, context validity, deadlines, budgets and unresolved effects before new work; replay preserves nondeterminism, sampling, external results, human acts and uncertainty and identifies what can and cannot be reproduced exactly.",checkpointing and replay of agent runs,V5:AI-38-001; V5:AI-38-003; V5:AI-38-004; V5:AI-38-005,V5:AI-38-001,agents,yes,all,harness,open,P7-A,migrations/0046; test/int/phase6-scheduled-collection.test.ts: RESTART RECOVERY; apps/api/src/executive/agents/agent-session.service.ts (registration re-read by the port on a cold process); test/int/phase5-simulations.test.ts: E4 (UNREPRODUCIBLE verdict); apps/api/src/intelligence/gateway/model-gateway.service.ts (model_identity: not_observed_replay),"Encrypted, retention-controlled run memory; resume revalidation of policy/fitness/context/unresolved effects; replay reports distinguishing exact/tolerance/external/non-reproducible elements for agent runs.",Restart recovery and registration re-read on resume are verified locally.
AU-AGT-0022,"The execution envelope preserves identity, authority, causation, artifact resolution (release manifest, model/prompt digests), context manifest, plan/step ids, budgets, capability grants, human-gate state, effects (tool digests and receipts), products, explanation reference, integrity digest and terminal state across model, agent, workflow and tool boundaries (App. H fields execution_id ... retention_and_deletion).","every agent, model, workflow and tool invocation",V5:V05-T-021,V5:V05-T-021,agents,yes,all,harness,open,P7-A,"packages/contracts Envelope (message_id, tenant, domain, principal, purpose, action, side_effect_class, consequence_class, correlation); migrations/0046 (budget, spent, outcome, escalated_to)","Extend the canonical envelope with plan/step ids, context manifest id, release manifest id, capability grants, human_gate_state, checkpoint_ref, tool digests/receipts, explanation_ref and integrity digest; conformance fixture.",Identity/authority/causation/budget fields exist and are verified locally through the pipeline envelope tests.
AU-AGT-0023,"Every consequential multi-step operation executes through a versioned durable workflow that persists each committed transition before acknowledging it, hosting durable versioned state machines, timers, tasks, compensations, human gates and terminal outcomes across failures and upgrades, with roles, evidence, approval, retry and audit.",durable workflow runtime,V0:C-029; V3:ADR-0008; V4:ES-41-001; V5:AI-C015; V6:IA-41-001; V6:IA-19-001,V0:C-029,agents,yes,all,harness,open,P7-A,"migrations/0041 (package state machine), 0042 (approvals), 0046:178 (executive.workflow_of read-only projection); BullMQ queues (agent-worker.service.ts, collection-worker.service.ts); test/int/gate22-outbox-hardening.test.ts:49-114; test/int/phase6-scheduled-collection.test.ts; apps/api/src/health/degraded-reconciliation.service.ts","Generic workflow runtime (instances, timers, retries, compensation, human-gate binding, crash-resume) replacing per-aggregate DB state machines for consequential chains; checkpointed, supervised, resource-bounded runtime units.","Human-gated state machines live in database functions and BullMQ jobs today (verified locally for decisions, collection and briefings)."
AU-AGT-0024,"Workflow definitions are versioned release artifacts identifying owners, authorized transitions, exact agent roles, task schemas, capabilities, timers, retry limits, compensation, human gates, cancellation semantics, deadlines and evidence required for closure; a running instance stays bound to its admitted definition version, and in-flight instances retain or deliberately migrate their semantics through a versioned, tested, reversible migration workflow that preserves prior state and authority.",workflow definitions and migration,V3:V03-T-234; V4:ES-41-002; V4:ES-41-004; V5:AI-34-003; V5:AI-34-005,V3:V03-T-234,agents,yes,all,harness,open,P7-A,"migrations/0015_outbox_hardening.sql:35,52-56; apps/api/src/objects/outbox.publisher.ts:74-96; test/int/gate22-outbox-hardening.test.ts:49,63,88,114; test/int/gate22-degraded-recovery.test.ts:93,123",Workflow definition objects (versioned) with the listed fields; instance->definition binding; migration workflow for active instances.,
AU-AGT-0025,"Task handlers are idempotent or expose an idempotency record and compensating action sufficient to prevent duplicate institutional effects; when workers duplicate, timers drift, leases expire, engine state partitions, a definition changes during execution or a worker, supervisor, queue, checkpoint or capability service fails, the platform resumes from committed transitions, suppresses duplicate effects, pins versions, preserves causation and escalates irreconcilable or unresolved terminal state, never inferring healthy, complete, current, authorized or recovered state.",workflow and runtime failure handling,V4:ES-41-003; V6:IA-41-005; V6:IA-19-005,V4:ES-41-003,agents,yes,all,harness,open,P7-A,"migrations/0042 (approvals bound to the version digest); apps/api/src/observation/scheduling/scheduler.service.ts (scope-prefixed queues, payload carries no authority, attempts 3 exponential backoff); migrations/0038/0040; test/int/phase6-scheduled-collection.test.ts; test/int/phase6-scheduled-corrections.test.ts (faulted attempts retried by BullMQ; refusals never retried; migration 0040 invariant); test/int/gate22-outbox-hardening.test.ts","Lease/timer-drift handling, duplicate-effect suppression beyond job ids, reassignment from checkpoint, escalation of irreconcilable instances; fault tests.",Retry from committed state for collection/briefing jobs is verified locally.
AU-AGT-0026,Operational intervention on workflows uses authenticated workflow commands and never mutates runtime persistence directly.,operations,V4:ES-41-005,V4:ES-41-005,agents,yes,all,harness,verified:local,P7-D,"migrations/0009,0011,0019 (application role has no direct DML; capability-bound SECURITY DEFINER ports); test/int/gate22-authority-matrix.test.ts:213; test/int/gate22-degraded-recovery.test.ts:48-123",Cross-profile demonstration; workflow commands as such will exist with the runtime.,Merged on main; direct mutation is impossible for the application role.
AU-AGT-0027,"Every production instance declares and continuously reconciles workflow definition and instance, task lease, transition log, timer, checkpoint, compensation, gate, terminal state, agent package, execution envelope, sandbox identity, runtime image, capability grants, mounts, network policy, resource budget, tool bridge, queue state, terminal disposition and destruction receipt through versioned desired state, observed state, ownership and audit evidence.",infrastructure manifest (Vol 6 App H),V6:IA-41-002; V6:IA-19-002; V6:IA-42-002,V6:IA-41-002,agents,yes,all,deployment,open,P7-D,,"Infrastructure manifest for workflow, agent runtime and sandbox components, observed-state inventory and reconciliation audit.",IA-41-002 assigned P6 by its auditor; reconciled to P7-D with the other infrastructure declarations.
AU-AGT-0028,"Production admission and continued operation require engine restart, duplicate task/delivery, timer and deadline, version migration, compensation, human-gate, worker-loss, checkpoint-restore, capability-denial, history replay, sandbox escape and injection, secret and network isolation, resource exhaustion, cleanup and forensic reconstruction tests bound to the exact artifacts, configuration, topology, customer scope, deployment profile and period.",production admission gate,V6:IA-41-006; V6:IA-19-006; V6:IA-42-006,V6:IA-41-006,agents,yes,all,ci-gate,open,P7-D,,Admission gate binding these tests to artefact/config/topology/scope/profile/period (CI binds to commit SHA and run attempt only).,IA-41-006 assigned P6 by its auditor; reconciled to P7-D.
AU-AGT-0029,"Agent and workflow runtime and sandbox semantics (authority, state, isolation, failure, recovery, evidence, replay, human decision) are identical on SaaS, Private Cloud and On-Premise.",parity,V6:IA-19-004; V6:IA-42-004,V6:IA-19-004,agents,yes,all,deployment,open,P7-D,docker-compose.yml (local-dev profile per EXC-P0-004); apps/api/src/policy/pdp.service.ts (environment.deployment hard-coded local-dev),Deliver the profiles and run the agent/workflow fixtures on each.,
AU-AGT-0030,"A capability grant service issues short-lived least-privilege grants for tools, objects, resources and side effects; every side-effecting operation passes through a registered capability adapter that denies unlisted tools, operations, resources, parameters, identities, destinations and network paths; safety-critical controls execute outside the model or agent they constrain and fail closed.",internal actions (every action runs through a per-action capability minted by the PDP/PEP),V3:V03-T-215; V5:AI-C017; V5:AI-59-001; V5:AI-62-001; V5:AI-36-001; V5:AI-36-002,V3:V03-T-215,agents,yes,all,harness,verified:local,P7-D,migrations/0019_capability_binding_enforcement.sql; apps/api/src/policy/pdp.service.ts (deny by default; per-action capability); test/int/gate21-adversarial.test.ts: G21-8/9/10/11; test/int/adversarial.test.ts,Cross-profile demonstration; external tools are the next unit.,"Merged on main; verified locally for internal capabilities only - no external tools or tool broker exist (AI-36-001/002, V03-T-215 partial)."
AU-AGT-0031,"An agent invokes external or privileged capability only through a registered tool contract and enforcement gateway (capability-scoped tool broker) with a valid run- and task-specific grant; tool inputs are schema-validated, policy-filtered, classified, minimized, size-bounded, instruction-safe and bound to tenant, purpose, deadline and idempotency context; no ambient credentials or unrestricted network access are exposed; models are accessed through governed interfaces exposing provider, version, configuration, data handling, cost, latency and evaluation status.",external tools and model interfaces,V0:V00-T-074; V2:V02-T-139; V3:V03-T-215; V4:ES-44-001; V4:ES-44-002; V5:AI-C018; V5:AI-36-001; V5:AI-36-002,V0:V00-T-074,agents,yes,all,harness,open,P7-A,"migrations/0049:487 (register_agent); apps/api/src/executive/agents/agents.service.ts:76 (Meter); apps/api/src/intelligence/gateway/model-gateway.service.ts (version, latency, outcome recorded)","Tool registry and enforcement gateway, per-agent tool/model allow-list, input validation profile, isolated credentials; gateway exposes provider/cost/data-handling/evaluation status (P2 adapters); agents never call tools or the LLM gateway today.",
AU-AGT-0032,"Tool and retrieved-content outputs are treated as untrusted observations (data, not authority) until integrity, schema, provenance, classification, policy and admissibility checks complete.",tool outputs; retrieved content and external instructions,V3:V03-T-214; V4:ES-44-003; V5:AI-36-003,V3:V03-T-214,agents,yes,all,harness,open,P7-D,apps/api/src/observation/quarantine/quarantine.service.ts; test/int/phase1-hostile-input.test.ts; apps/api/src/intelligence/gateway/model-gateway.service.ts (output refused until it matches the contract; schema-bound outputs),Extend to an agent tool loop once it exists (retrieved instructions cannot expand authority - explicit control); cross-profile demonstration.,Merged on main; verified for connector content and gateway outputs; no agent tool loop exists (ES-44-003 partial). | repair 2026-09-10: local evidence not bound to a case
AU-AGT-0033,"Approval-required and irreversible effects proposed by an agent require a human gate after the exact proposed effect is known and before dispatch, dispatch only the approved digest before expiry, and the commit boundary revalidates target state, authorization, separation of duties, limits, approval freshness, request digest and stop conditions immediately before dispatch; unknown external effects return a reconciliation-required state and clients do not retry until the effect boundary is resolved; retries use idempotency and reconciliation semantics and never infer success from timeout, partial response or workflow completion.",agent-proposed and external side effects (no external effects exist today; the gate governs internal commitments),V4:ES-44-004; V4:V04-T-010; V5:AI-36-004; V5:AI-59-002; V5:AI-59-003; V5:AI-59-004; V5:TC-13; V9:NOT-18,V4:ES-44-004,agents,yes,all,harness,open,P7-A,test/int/phase6-approvals.test.ts: F2/F3 (approval signs the digest; wrong digest refused; expiry; C3 commit revalidates); test/int/gate21-adversarial.test.ts: G21-4 (outbox CAS; lease holder completes exactly once); test/int/phase2-acceptance.test.ts: B5 (idempotent extraction),"Bind the human gate to agent-proposed effects (side-effect request object with effect digest, NOT-18), external side-effect adapters with receipts and reconciliation, EYE-EXT-001/RCV-001 reconciliation-required state, external send (TC-13) with named approval and receipt.",The internal C3 gate/digest/revalidation is verified locally (AU-DEC digest unit); the agent/external condition is unmet.
AU-AGT-0034,"Capability, sandbox and agent revocation stops new calls immediately and defines treatment of in-flight operations, credentials, cached results, sessions, files, checkpoints, products, derived decisions and residual effects; anomalous executions are quarantined and dependent outputs invalidated when a model, package, source or agent version is withdrawn.",revocation,V3:V03-T-218; V4:ES-44-005; V5:AI-36-005; V5:AI-11-004,V3:V03-T-218,agents,yes,all,harness,open,P7-A,test/int/gate21-adversarial.test.ts: G21-10/11 (revocation kills an already-minted capability); apps/api/src/policy/pdp.service.ts: agent.revoke; test/int/phase6-scheduled-collection.test.ts (a REFUSED run: the agent is revoked; not retried); migrations/0048 (revocation epoch),"In-flight treatment on revocation (cancel run, invalidate cached results/sessions, dispose checkpoints), quarantine of anomalous executions and invalidation walk of dependent outputs on withdrawal.",Immediate stop of new calls is verified locally.
AU-AGT-0035,"Agents execute in a sandbox that isolates code, tools, content, networks, files, secrets, processes, resources and side effects per consequence class, with network, file, secret, tool, budget, deadline and side-effect boundaries enforced by infrastructure and external policy rather than by the agent's own runtime; bounded compute runs under sandbox and resource limits.",execution sandbox,V5:AI-C019; V5:TC-06; V6:IA-42-001; V6:IA-42-003; V6:IA-19-003,V5:AI-C019,agents,yes,all,harness,open,P7-A,"apps/api/src/observation/connectors/xml-worker.js (resource isolation, explicitly not a sandbox); apps/api/src/twin/simulations/reproduce-worker.ts (separate process, no network); apps/api/src/shared/capabilities.ts","Per-run sandbox (process/container) with network policy, secret isolation, mounts, resource budget and tool bridge; agents run in the API process today.",
AU-AGT-0036,"When sandbox escape, policy bypass, untrusted content execution, secret exposure or cleanup failure is suspected, the environment is terminated and quarantined, grants revoked, forensic state preserved, reachable effects assessed and the package blocked, never inferring healthy or recovered state.",sandbox breach,V6:IA-42-005,V6:IA-42-005,agents,yes,all,harness,open,P7-A,migrations/0048 (revocation epoch); agents.service.ts (budget hit stops the run and escalates),"Termination/quarantine of environments, forensic preservation, reachable-effect assessment and package blocking; fault exercise.",
AU-AGT-0037,"Tool capability classes of App. I are enforced per class: observe-only reads (task admission), restricted reads (purpose + object policy), evidence retrieval (custody + content isolation), graph query (graph policy + budget), twin query (snapshot + branch validation), model inference (model resolver + output admission), proposal writes (proposal namespace + watermark), canonical state proposals (owning-component validation), internal consequential writes (human or steward gate), and prohibited autonomous effects, financial/contractual actions, operational control actions and security actions have no grant and are denied by default.","TC-00..05, 07..09, 11, 14..17",V5:TC-00; V5:TC-01; V5:TC-03; V5:TC-04; V5:TC-05; V5:TC-07; V5:TC-08; V5:TC-09; V5:TC-11; V5:TC-14; V5:TC-15; V5:TC-16; V5:TC-17,V5:TC-00,agents,yes,all,harness,verified:local,R0,"packages/contracts side_effect_class; apps/api/src/policy/pdp.service.ts (purpose_id required for protected reads; deny by default; no financial/operational/security action exists); test/int/phase2-acceptance.test.ts: B1, B4; apps/api/src/observation/vault + quarantine.service.ts; test/int/phase1-hostile-input.test.ts; test/int/phase3-acceptance.test.ts: C2, C4/C5; test/int/phase5-twins.test.ts; test/int/phase6-approvals.test.ts (human gate for approve/commit; non-human refused at C3); test/int/gate21-adversarial.test.ts",Merge the branch behind C15/C16/C17; re-run the named suite on the merged head; cross-profile demonstration is carried by the parity unit. Any future financial/operational/security action path requires non-delegable human authority and a registered tool (TC-14/15/16 hold by absence of a grant).,"TC-14/15/16 verif not-applicable in the rows: no grant exists; the deny-by-default test (G21-8, TC-17) is the control."
