id,volume,chapter,page,clause,family_seed,capability_area,impl_status,verif_status,release_status,phase_origin,package,evidence,remaining_work,notes
V10-T-027,V10,Appendix G Unit Economics and Customer Value Model,148,"Resilience: Scenario baseline, intervention, incident and recovery Low-frequency outcome challenge",V10-F011,commercial,missing,not-applicable,none,not-applicable,P7-F,,"Business/issuer validation (finance, legal, board, customers); no product behaviour to build",business assumption to validate; never an achieved outcome; tracking id assigned; customer-approved measurement method
V10-T-028,V10,Appendix G Unit Economics and Customer Value Model,148,"Institutional memory: Reuse event, time saved and decision improvement Qualitative acceptance may be required",V10-F011,commercial,missing,not-applicable,none,not-applicable,P7-F,,"Business/issuer validation (finance, legal, board, customers); no product behaviour to build",business assumption to validate; never an achieved outcome; tracking id assigned; customer-approved measurement method
V10-T-029,V10,Appendix G Unit Economics and Customer Value Model,148,Target planning ranges: Net price realization 85%–100% of approved band Executed contract and invoice Discount and scope reconciliation Gross margin payback 18–30 months CAC and cohort gross margin Finance-approved definitions Implementation mix Majority reusable package Time and artifact records Code/configuration boundary Net revenue retention >120% target after cohort maturity Entitlement coho…,V10-F011,commercial,missing,not-applicable,none,not-applicable,P7-F,,"Business/issuer validation (finance, legal, board, customers); no product behaviour to build",business assumption to validate; never an achieved outcome; tracking id assigned; seven target metrics
V10-T-030,V10,Appendix P Data Room and Release Checklist,163,"Baseline closure — Architecture: Frozen system remains coherent with Volumes 0–9 and all diagrams, claims and terms",V10-F015,governance-docs,missing,not-applicable,none,not-applicable,P7-F,,"Claim register, evidence room and release approvals are maintained outside the product; the repository holds no claim register","claim-control obligation on the investor package, not product behaviour; tracking id assigned; the architecture-coherence condition is what this atomic audit (Volumes 0–10) tests against the code"
V10-T-031,V10,Appendix P Data Room and Release Checklist,163,Baseline closure — Evidence: Every material external or company statement resolves to current admissible evidence,V10-F015,governance-docs,missing,not-applicable,none,not-applicable,P7-F,,"Claim register, evidence room and release approvals are maintained outside the product; the repository holds no claim register","claim-control obligation on the investor package, not product behaviour; tracking id assigned"
V10-T-032,V10,Appendix P Data Room and Release Checklist,163,"Baseline closure — Planning: All scenarios preserve assumptions, sensitivity, limitation and non-guidance status",V10-F015,governance-docs,missing,not-applicable,none,not-applicable,P7-F,,"Claim register, evidence room and release approvals are maintained outside the product; the repository holds no claim register","claim-control obligation on the investor package, not product behaviour; tracking id assigned"
V10-T-033,V10,Appendix P Data Room and Release Checklist,163,"Baseline closure — Authority: Issuer executive, finance, legal, technical, security and communications approve the exact digest",V10-F015,governance-docs,missing,not-applicable,none,not-applicable,P7-F,,"Claim register, evidence room and release approvals are maintained outside the product; the repository holds no claim register","claim-control obligation on the investor package, not product behaviour; tracking id assigned"
V10-T-034,V10,Appendix P Data Room and Release Checklist,163,"Baseline closure — Correction: Distribution list, withdrawal, replacement, notification and receipt process are active",V10-F015,governance-docs,missing,not-applicable,none,not-applicable,P7-F,,"Claim register, evidence room and release approvals are maintained outside the product; the repository holds no claim register","claim-control obligation on the investor package, not product behaviour; tracking id assigned"
V10-T-035,V10,Investor Use and Release Notice,3,"Release control: Every material claim has exact wording, class, source, scope, date, limitation, owner, approval and correction route.",V10-F015,governance-docs,missing,not-applicable,none,not-applicable,P7-F,,"Claim register, evidence room and release approvals are maintained outside the product; the repository holds no claim register","claim-control obligation on the investor package, not product behaviour; tracking id assigned"
V10-T-036,V10,Investor Use and Release Notice,3,"Release control: A plan is never promoted to operating fact because it appears in a polished document, model, diagram or table.",V10-F015,governance-docs,missing,not-applicable,none,not-applicable,P7-F,,"Claim register, evidence room and release approvals are maintained outside the product; the repository holds no claim register","claim-control obligation on the investor package, not product behaviour; tracking id assigned"
V10-T-037,V10,Investor Use and Release Notice,3,"Release control: External market and regulatory facts establish only the scoped fact; they do not prove product, customer or company status.",V10-F015,governance-docs,missing,not-applicable,none,not-applicable,P7-F,,"Claim register, evidence room and release approvals are maintained outside the product; the repository holds no claim register","claim-control obligation on the investor package, not product behaviour; tracking id assigned"
V10-T-038,V10,Investor Use and Release Notice,3,"Release control: Financing amount, instrument, valuation, cap table, rights and investor commitments require governing corporate evidence.",V10-F015,governance-docs,missing,not-applicable,none,not-applicable,P7-F,,"Claim register, evidence room and release approvals are maintained outside the product; the repository holds no claim register","claim-control obligation on the investor package, not product behaviour; tracking id assigned"
V10-T-039,V10,Investor Use and Release Notice,3,"Release control: Any released copy preserves the claims register, source register, file digest, recipient record and correction process.",V10-F015,governance-docs,missing,not-applicable,none,not-applicable,P7-F,,"Claim register, evidence room and release approvals are maintained outside the product; the repository holds no claim register","claim-control obligation on the investor package, not product behaviour; tracking id assigned"
V10-T-040,V10,Appendix L Enterprise Risk and Mitigation Register,154,"Board escalation threshold — Trust / safety: Critical security, privacy, rights, model, agent or human-authority failure Stop affected use; preserve evidence; independent review; board notification",V10-F014,identity-policy,partial,passed:harness,merged,phase7,P7-D,"test/int/audit-chain.test.ts (tamper response: atomic freeze + incident, no re-seal);apps/api/migrations/0014_evidence_deauthorization.sql;apps/api/src/observation/quarantine/quarantine.service.ts;apps/api/migrations/0020_governed_degraded_recovery.sql","""Stop affected use"" exists as audit freeze, evidence deauthorization and quarantine; no product-wide kill switch per model/agent/source, no independent-review or board-notification workflow (P7-D)",tracking id assigned; independent review and board notification are corporate
V10-T-041,V10,Appendix L Enterprise Risk and Mitigation Register,154,"Board escalation threshold — Capital: Runway or committed evidence falls below board floor Downside plan, hiring brake, financing decision and scope reset",V10-F014,commercial,missing,not-applicable,none,not-applicable,P7-F,,"Business/issuer validation (finance, legal, board, customers); no product behaviour to build",business assumption to validate; never an achieved outcome; tracking id assigned
V10-T-042,V10,Appendix L Enterprise Risk and Mitigation Register,154,"Board escalation threshold — Customer: value cannot be causally supported Baselines, decision records, agreed measurement Customer Success / Finance R-25 Ethical or human-rights harm Medium Critical Use conflicts with rights or institutional policy Use restrictions, impact review, refusal Responsible AI / Board R-26 Reputational overclaim Medium Critical Aspirations presented as traction or proof…",V10-F014,commercial,missing,not-applicable,none,not-applicable,P7-F,,"Business/issuer validation (finance, legal, board, customers); no product behaviour to build",business assumption to validate; never an achieved outcome; tracking id assigned
V10-T-043,V10,Appendix L Enterprise Risk and Mitigation Register,154,"Board escalation threshold — Product: / Strategy R-24 Outcome attribution High High Customer value cannot be causally supported Baselines, decision records, agreed measurement Customer Success / Finance R-25 Ethical or human-rights harm Medium Critical Use conflicts with rights or institutional policy Use restrictions, impact review, refusal Responsible AI / Board R-26 Reputational overclaim Medi…",V10-F014,governance-docs,missing,not-applicable,none,not-applicable,P7-F,,"Claim register, evidence room and release approvals are maintained outside the product; the repository holds no claim register","claim-control obligation on the investor package, not product behaviour; tracking id assigned; parity exceptions would be recorded in EXCEPTIONS.md (none for profiles today because one profile exists)"
V10-T-044,V10,Appendix L Enterprise Risk and Mitigation Register,154,"Board escalation threshold — Claims: External statement lacks current evidence or approval Withdraw, correct, notify recipients and retain receipt",V10-F014,commercial,missing,not-applicable,none,not-applicable,P7-F,,"Business/issuer validation (finance, legal, board, customers); no product behaviour to build",business assumption to validate; never an achieved outcome; tracking id assigned
V10-T-045,V10,Appendix L Enterprise Risk and Mitigation Register,154,"Risk governance contract: Board Risk appetite, capital thresholds, reserved matters and independent control authority Executive Own outcomes, resources, remediation and accurate external representation Risk / legal / security Define policy, challenge evidence, stop unsafe release and escalate unresolved exposure Product / engineering Implement controls, preserve evidence, disclose limitations and…",V10-F014,governance-docs,missing,not-applicable,none,not-applicable,P7-F,,"Claim register, evidence room and release approvals are maintained outside the product; the repository holds no claim register","claim-control obligation on the investor package, not product behaviour; tracking id assigned; four authorities"
V10-T-046,V10,Appendix L Enterprise Risk and Mitigation Register,154,"Commercial urgency does not override trust, human authority, evidence quality or the board's stop conditions.",V10-F014,governance-docs,missing,not-applicable,none,not-applicable,P7-F,,"Claim register, evidence room and release approvals are maintained outside the product; the repository holds no claim register","claim-control obligation on the investor package, not product behaviour; tracking id assigned; cross-volume V0 C-004/C-036"
V10-T-047,V10,Appendix I Competitive Evidence Matrix,150,"CONTROL REQUIREMENT Freshness Re-check public sources immediately before external release Scope Do not infer absence, weakness, customer value or roadmap from marketing pages Primary diligence Supplement positioning with product, security, pricing, customer and technical evidence Language Use adjacency and diligence boundary; avoid unsupported best, only, first or superior claims",V10-F010,commercial,missing,not-applicable,none,not-applicable,P7-F,,"Business/issuer validation (finance, legal, board, customers); no product behaviour to build",business assumption to validate; never an achieved outcome; tracking id assigned; four competitive evidence controls; S-10…S-22
V10-T-048,V10,Appendix M External Source Register,155,"External evidence establishes only the fact stated in the permitted-use field; it does not prove The Eye's execution, demand, superiority or company status. Regulatory and standards sources are checked again immediately before release because dates, guidance and applicability can change. Vendor pages are public positioning, not exhaustive technical diligence or independent validation. SEC filings…",V10-F015,governance-docs,missing,not-applicable,none,not-applicable,P7-F,,"Claim register, evidence room and release approvals are maintained outside the product; the repository holds no claim register","claim-control obligation on the investor package, not product behaviour; tracking id assigned; four source-use controls; see S-01…S-22"
V10-T-049,V10,Appendix O Investor Q&A,161,QUESTION CLASS PERMITTED RESPONSE PROHIBITED RESPONSE Architecture Frozen system contract and limitation Implementation implication Company facts Unasserted pending primary evidence Estimate or inference Financial Illustrative controlled planning case Guidance or valuation promise Compliance Control foundation and exact source Certification or legal sufficiency EXECUTIVE STANDARD A disciplined 'n…,V10-F015,governance-docs,missing,not-applicable,none,not-applicable,P7-F,,"Claim register, evidence room and release approvals are maintained outside the product; the repository holds no claim register","claim-control obligation on the investor package, not product behaviour; tracking id assigned; answer discipline table; Q04 states the baseline makes no implementation claim"
V10-T-050,V10,Appendix D Market Opportunity Assumption Model,144,"ASSUMPTION REQUIRED VALIDATION CONTROL Eligible account count Named-account universe, jurisdiction, size, authority and deduplication Quarterly refresh Contract value Willingness-to-pay, procurement, comparable scope and margin Approved evidence band Accessible market Product readiness, sales capacity, partner capacity and deployment eligibility Bottom-up reconciliation Penetration Cohort convers…",V10-F002,commercial,missing,not-applicable,none,not-applicable,P7-F,,"Business/issuer validation (finance, legal, board, customers); no product behaviour to build",business assumption to validate; never an achieved outcome; tracking id assigned; $12.2B/$25.4B/$51.8B envelope and five assumption controls
V10-T-051,V10,Appendix F Five-Year Planning Scenario,147,DRIVER DOWNSIDE REFERENCE UPSIDE Enterprise cycle 18–30 months 12–18 months 9–15 months Production conversion Lower; funded proof slips Gated cohort progression Higher via references and partners Gross margin Sovereign and services burden persists Productization improves mix High reuse and efficient routing Retention / expansion Long value proof; concentration Multi-domain expansion Strong cohort…,V10-F011,commercial,missing,not-applicable,none,not-applicable,P7-F,,"Business/issuer validation (finance, legal, board, customers); no product behaviour to build","business assumption to validate; never an achieved outcome; tracking id assigned; reference case 4→165 customers, $2.4M→$175M ARR, 36→220 FTE"
V10-T-052,V10,Appendix H Workforce and Use-of-Funds Plan,149,"GATE ILLUSTRATIVE RANGE MATERIAL EVIDENCE Gate 1 $18M–$24M Controlled build, team and IP verification, lighthouse commitments, trust foundation Gate 2 $35M–$50M Paid production proof, repeatable packages, deployment parity, accepted customer value Gate 3 $30M–$60M Cohort retention and expansion, margin progress, institutional scale, ecosystem control CAPITAL CONTROL Capital ranges are planning in…",V10-F012,commercial,missing,not-applicable,none,not-applicable,P7-F,,"Business/issuer validation (finance, legal, board, customers); no product behaviour to build",business assumption to validate; never an achieved outcome; tracking id assigned; $22M/24-month envelope and three capital gates
V10-T-053,V10,Appendix A Investor Fact Sheet,141,"No current product implementation, customers, revenue, team, IP ownership, certification, legal entity, cap table or financing terms are represented.",V10-F001,governance-docs,missing,not-applicable,none,not-applicable,P7-F,,"Claim register, evidence room and release approvals are maintained outside the product; the repository holds no claim register","claim-control obligation on the investor package, not product behaviour; tracking id assigned; the fact sheet represents no current implementation"
V10-T-054,V10,Appendix B Category Lexicon,142,"The Eye is not a chatbot, dashboard, BI platform, copilot or reporting tool. Those may be interaction modes or adjacent products, not the category definition.",V10-F001,governance-docs,missing,not-applicable,none,not-applicable,P7-F,,"Claim register, evidence room and release approvals are maintained outside the product; the repository holds no claim register","claim-control obligation on the investor package, not product behaviour; tracking id assigned; FROZEN definitions inherit Volume 0 (C-001, C-008, C-020)"
V10-T-055,V10,Appendix C Customer and Decision Archetype Matrix,143,"A lighthouse begins only when the decision owner, baseline, alternatives, evidence standard, outcome method and replay horizon are explicit.",V10-F002,decision,partial,passed:harness,branch-only,phase6,P6,"apps/api/migrations/0041_decision_packages.sql (objectives, options, consequences, approvers, monitoring conditions, outcome criteria);test/int/phase6-decisions.test.ts",No explicit baseline or replay-horizon fields on a package and no evidence-standard declaration; the lighthouse programme itself is a business decision (P6),tracking id assigned; main ends at migration 0027 (Phase 3); Phases 4–6 and scheduled collection are unmerged branches behind the C15 image finding
V10-T-056,V10,Appendix N Investor Claim Register and Status,159,"CLASS UNAVAILABLE REPRESENTATION REQUIRED BASIS UNASSERTED Legal entity, ownership, capitalization and financing terms Governing corporate evidence UNASSERTED Founders, executives, employees, advisers and compensation Verified people records UNASSERTED Code, data, models, marks, assignments and IP ownership Chain-of-title evidence UNASSERTED Product implementation, customers, contracts, revenue a…",V10-F015,governance-docs,missing,not-applicable,none,not-applicable,P7-F,,"Claim register, evidence room and release approvals are maintained outside the product; the repository holds no claim register","claim-control obligation on the investor package, not product behaviour; tracking id assigned; five UNASSERTED classes; the ""Product implementation"" class is what FULL_PRODUCT_DELIVERY_REGISTER.md and this audit evidence"
V10-T-057,V10,Document Control,2,"Document The Eye — Volume 10: Investor Package Version 1.0 / Controlled Investor Baseline Status Architecture and planning baseline; external use requires exact release approval Release date 2 August 2026 Owner Issuer executive authority / Investor relations Review authorities Finance, legal, technical, security, product, communications Architecture Frozen through Volumes 0-9; this volume does no…",V10-F015,governance-docs,missing,not-applicable,none,not-applicable,P7-F,,"Claim register, evidence room and release approvals are maintained outside the product; the repository holds no claim register","claim-control obligation on the investor package, not product behaviour; tracking id assigned; release date 2 August 2026; correction and distribution controls"
V10-T-058,V10,Figure Index and Visual Disclosure,10,"Figures are not evidence of product operation, customer use, revenue, market share, certification, team strength or financing. Those facts require primary company evidence.",V10-F001,governance-docs,missing,not-applicable,none,not-applicable,P7-F,,"Claim register, evidence room and release approvals are maintained outside the product; the repository holds no claim register","claim-control obligation on the investor package, not product behaviour; tracking id assigned; figures are not evidence"
V10-T-059,V10,Executive Investment Memorandum,5,"What remains to be proven: A working production system that completes the closed strategic loop under the declared trust, security, reliability and deployment contracts. | A founding and operating team with verified authority, capability, employment, assignments and institutional independence. | Paid customers, measurable decision outcomes, repeatable deployments, renewal and expansion with recon…",V10-F001,governance-docs,partial,passed:harness+browser,branch-only,phase6,R0,apps/api/migrations/0041_decision_packages.sql;apps/api/migrations/0042_decision_approvals_and_commitment.sql;apps/api/migrations/0043_decision_replay.sql;apps/api/migrations/0045_decision_monitoring_and_outcomes.sql;test/int/phase6-decisions.test.ts;test/int/phase6-approvals.test.ts;test/int/phase6-replay.test.ts: known / believed / tested hold only what was recorded under the cut-offs;test/int/phase6-monitoring.test.ts: the chosen run's exact output becomes a SIMULATED element; the outcomes upload becomes an OBSERVED element;e2e/phase6-decisions.demo.spec.ts: DECISIONS / REPLAY / BRIEFINGS;evidence/demo-virgin-transcript.txt,"The first bullet (a working production system completing the closed loop under trust, security, reliability and deployment contracts) is the product obligation — see V10-T-001…006; team, customers, assurance and legal entity are corporate",tracking id assigned; five proof requirements; main ends at migration 0027 (Phase 3); Phases 4–6 and scheduled collection are unmerged branches behind the C15 image finding
DA-01,V10,Appendix C Customer and Decision Archetype Matrix,143,Geopolitical posture Executive committee 180 days Growth Baseline / alternatives / evidence / authority / outcome,V10-F002,decision,partial,passed:harness,branch-only,phase7,P7-C,"apps/api/migrations/0041_decision_packages.sql (options/alternatives, consequences cite SIM runs, required approvers, outcome criteria);apps/api/migrations/0042_decision_approvals_and_commitment.sql (named authority);apps/api/migrations/0045_decision_monitoring_and_outcomes.sql (outcome);apps/api/migrations/0029_prediction_forecasts_scenarios_warnings_outcomes.sql (horizon_code);test/int/phase6-decisions.test.ts","The generic decision record (alternatives / evidence / authority / outcome) exists; no archetype template binding this decision, its primary authority role and horizon as a governed package (grep archetype = 0) and no explicit baseline field — P7-C domain packages, P6 baseline field",lighthouse selection is business assumption to validate; never an achieved outcome; main ends at migration 0027 (Phase 3); Phases 4–6 and scheduled collection are unmerged branches behind the C15 image finding
DA-02,V10,Appendix C Customer and Decision Archetype Matrix,143,Supply-chain disruption Mission command 1 year Risk Baseline / alternatives / evidence / authority / outcome,V10-F002,decision,partial,passed:harness,branch-only,phase7,P7-C,"apps/api/migrations/0041_decision_packages.sql (options/alternatives, consequences cite SIM runs, required approvers, outcome criteria);apps/api/migrations/0042_decision_approvals_and_commitment.sql (named authority);apps/api/migrations/0045_decision_monitoring_and_outcomes.sql (outcome);apps/api/migrations/0029_prediction_forecasts_scenarios_warnings_outcomes.sql (horizon_code);test/int/phase6-decisions.test.ts","The generic decision record (alternatives / evidence / authority / outcome) exists; no archetype template binding this decision, its primary authority role and horizon as a governed package (grep archetype = 0) and no explicit baseline field — P7-C domain packages, P6 baseline field",lighthouse selection is business assumption to validate; never an achieved outcome; main ends at migration 0027 (Phase 3); Phases 4–6 and scheduled collection are unmerged branches behind the C15 image finding
DA-03,V10,Appendix C Customer and Decision Archetype Matrix,143,Regulatory adaptation Risk committee 3–5 years Capability Baseline / alternatives / evidence / authority / outcome,V10-F002,decision,partial,passed:harness,branch-only,phase7,P7-C,"apps/api/migrations/0041_decision_packages.sql (options/alternatives, consequences cite SIM runs, required approvers, outcome criteria);apps/api/migrations/0042_decision_approvals_and_commitment.sql (named authority);apps/api/migrations/0045_decision_monitoring_and_outcomes.sql (outcome);apps/api/migrations/0029_prediction_forecasts_scenarios_warnings_outcomes.sql (horizon_code);test/int/phase6-decisions.test.ts","The generic decision record (alternatives / evidence / authority / outcome) exists; no archetype template binding this decision, its primary authority role and horizon as a governed package (grep archetype = 0) and no explicit baseline field — P7-C domain packages, P6 baseline field",lighthouse selection is business assumption to validate; never an achieved outcome; main ends at migration 0027 (Phase 3); Phases 4–6 and scheduled collection are unmerged branches behind the C15 image finding
DA-04,V10,Appendix C Customer and Decision Archetype Matrix,143,Market entry Board 30–90 days Resilience Baseline / alternatives / evidence / authority / outcome,V10-F002,decision,partial,passed:harness,branch-only,phase7,P7-C,"apps/api/migrations/0041_decision_packages.sql (options/alternatives, consequences cite SIM runs, required approvers, outcome criteria);apps/api/migrations/0042_decision_approvals_and_commitment.sql (named authority);apps/api/migrations/0045_decision_monitoring_and_outcomes.sql (outcome);apps/api/migrations/0029_prediction_forecasts_scenarios_warnings_outcomes.sql (horizon_code);test/int/phase6-decisions.test.ts","The generic decision record (alternatives / evidence / authority / outcome) exists; no archetype template binding this decision, its primary authority role and horizon as a governed package (grep archetype = 0) and no explicit baseline field — P7-C domain packages, P6 baseline field",lighthouse selection is business assumption to validate; never an achieved outcome; main ends at migration 0027 (Phase 3); Phases 4–6 and scheduled collection are unmerged branches behind the C15 image finding
DA-05,V10,Appendix C Customer and Decision Archetype Matrix,143,Capital allocation Executive committee 180 days Growth Baseline / alternatives / evidence / authority / outcome,V10-F002,decision,partial,passed:harness,branch-only,phase7,P7-C,"apps/api/migrations/0041_decision_packages.sql (options/alternatives, consequences cite SIM runs, required approvers, outcome criteria);apps/api/migrations/0042_decision_approvals_and_commitment.sql (named authority);apps/api/migrations/0045_decision_monitoring_and_outcomes.sql (outcome);apps/api/migrations/0029_prediction_forecasts_scenarios_warnings_outcomes.sql (horizon_code);test/int/phase6-decisions.test.ts","The generic decision record (alternatives / evidence / authority / outcome) exists; no archetype template binding this decision, its primary authority role and horizon as a governed package (grep archetype = 0) and no explicit baseline field — P7-C domain packages, P6 baseline field",lighthouse selection is business assumption to validate; never an achieved outcome; main ends at migration 0027 (Phase 3); Phases 4–6 and scheduled collection are unmerged branches behind the C15 image finding
DA-06,V10,Appendix C Customer and Decision Archetype Matrix,143,Competitor response Mission command 1 year Risk Baseline / alternatives / evidence / authority / outcome,V10-F002,decision,partial,passed:harness,branch-only,phase7,P7-C,"apps/api/migrations/0041_decision_packages.sql (options/alternatives, consequences cite SIM runs, required approvers, outcome criteria);apps/api/migrations/0042_decision_approvals_and_commitment.sql (named authority);apps/api/migrations/0045_decision_monitoring_and_outcomes.sql (outcome);apps/api/migrations/0029_prediction_forecasts_scenarios_warnings_outcomes.sql (horizon_code);test/int/phase6-decisions.test.ts","The generic decision record (alternatives / evidence / authority / outcome) exists; no archetype template binding this decision, its primary authority role and horizon as a governed package (grep archetype = 0) and no explicit baseline field — P7-C domain packages, P6 baseline field",lighthouse selection is business assumption to validate; never an achieved outcome; main ends at migration 0027 (Phase 3); Phases 4–6 and scheduled collection are unmerged branches behind the C15 image finding
DA-07,V10,Appendix C Customer and Decision Archetype Matrix,143,Technology portfolio Risk committee 3–5 years Capability Baseline / alternatives / evidence / authority / outcome,V10-F002,decision,partial,passed:harness,branch-only,phase7,P7-C,"apps/api/migrations/0041_decision_packages.sql (options/alternatives, consequences cite SIM runs, required approvers, outcome criteria);apps/api/migrations/0042_decision_approvals_and_commitment.sql (named authority);apps/api/migrations/0045_decision_monitoring_and_outcomes.sql (outcome);apps/api/migrations/0029_prediction_forecasts_scenarios_warnings_outcomes.sql (horizon_code);test/int/phase6-decisions.test.ts","The generic decision record (alternatives / evidence / authority / outcome) exists; no archetype template binding this decision, its primary authority role and horizon as a governed package (grep archetype = 0) and no explicit baseline field — P7-C domain packages, P6 baseline field",lighthouse selection is business assumption to validate; never an achieved outcome; main ends at migration 0027 (Phase 3); Phases 4–6 and scheduled collection are unmerged branches behind the C15 image finding
DA-08,V10,Appendix C Customer and Decision Archetype Matrix,143,Cyber resilience Board 30–90 days Resilience Baseline / alternatives / evidence / authority / outcome,V10-F002,decision,partial,passed:harness,branch-only,phase7,P7-C,"apps/api/migrations/0041_decision_packages.sql (options/alternatives, consequences cite SIM runs, required approvers, outcome criteria);apps/api/migrations/0042_decision_approvals_and_commitment.sql (named authority);apps/api/migrations/0045_decision_monitoring_and_outcomes.sql (outcome);apps/api/migrations/0029_prediction_forecasts_scenarios_warnings_outcomes.sql (horizon_code);test/int/phase6-decisions.test.ts","The generic decision record (alternatives / evidence / authority / outcome) exists; no archetype template binding this decision, its primary authority role and horizon as a governed package (grep archetype = 0) and no explicit baseline field — P7-C domain packages, P6 baseline field",lighthouse selection is business assumption to validate; never an achieved outcome; main ends at migration 0027 (Phase 3); Phases 4–6 and scheduled collection are unmerged branches behind the C15 image finding
DA-09,V10,Appendix C Customer and Decision Archetype Matrix,143,Infrastructure continuity Executive committee 180 days Growth Baseline / alternatives / evidence / authority / outcome,V10-F002,decision,partial,passed:harness,branch-only,phase7,P7-C,"apps/api/migrations/0041_decision_packages.sql (options/alternatives, consequences cite SIM runs, required approvers, outcome criteria);apps/api/migrations/0042_decision_approvals_and_commitment.sql (named authority);apps/api/migrations/0045_decision_monitoring_and_outcomes.sql (outcome);apps/api/migrations/0029_prediction_forecasts_scenarios_warnings_outcomes.sql (horizon_code);test/int/phase6-decisions.test.ts","The generic decision record (alternatives / evidence / authority / outcome) exists; no archetype template binding this decision, its primary authority role and horizon as a governed package (grep archetype = 0) and no explicit baseline field — P7-C domain packages, P6 baseline field",lighthouse selection is business assumption to validate; never an achieved outcome; main ends at migration 0027 (Phase 3); Phases 4–6 and scheduled collection are unmerged branches behind the C15 image finding
DA-10,V10,Appendix C Customer and Decision Archetype Matrix,143,Energy security Mission command 1 year Risk Baseline / alternatives / evidence / authority / outcome,V10-F002,decision,partial,passed:harness,branch-only,phase7,P7-C,"apps/api/migrations/0041_decision_packages.sql (options/alternatives, consequences cite SIM runs, required approvers, outcome criteria);apps/api/migrations/0042_decision_approvals_and_commitment.sql (named authority);apps/api/migrations/0045_decision_monitoring_and_outcomes.sql (outcome);apps/api/migrations/0029_prediction_forecasts_scenarios_warnings_outcomes.sql (horizon_code);test/int/phase6-decisions.test.ts","The generic decision record (alternatives / evidence / authority / outcome) exists; no archetype template binding this decision, its primary authority role and horizon as a governed package (grep archetype = 0) and no explicit baseline field — P7-C domain packages, P6 baseline field",lighthouse selection is business assumption to validate; never an achieved outcome; main ends at migration 0027 (Phase 3); Phases 4–6 and scheduled collection are unmerged branches behind the C15 image finding
DA-11,V10,Appendix C Customer and Decision Archetype Matrix,143,Product portfolio Risk committee 3–5 years Capability Baseline / alternatives / evidence / authority / outcome,V10-F002,decision,partial,passed:harness,branch-only,phase7,P7-C,"apps/api/migrations/0041_decision_packages.sql (options/alternatives, consequences cite SIM runs, required approvers, outcome criteria);apps/api/migrations/0042_decision_approvals_and_commitment.sql (named authority);apps/api/migrations/0045_decision_monitoring_and_outcomes.sql (outcome);apps/api/migrations/0029_prediction_forecasts_scenarios_warnings_outcomes.sql (horizon_code);test/int/phase6-decisions.test.ts","The generic decision record (alternatives / evidence / authority / outcome) exists; no archetype template binding this decision, its primary authority role and horizon as a governed package (grep archetype = 0) and no explicit baseline field — P7-C domain packages, P6 baseline field",lighthouse selection is business assumption to validate; never an achieved outcome; main ends at migration 0027 (Phase 3); Phases 4–6 and scheduled collection are unmerged branches behind the C15 image finding
DA-12,V10,Appendix C Customer and Decision Archetype Matrix,143,Procurement strategy Board 30–90 days Resilience Baseline / alternatives / evidence / authority / outcome,V10-F002,decision,partial,passed:harness,branch-only,phase7,P7-C,"apps/api/migrations/0041_decision_packages.sql (options/alternatives, consequences cite SIM runs, required approvers, outcome criteria);apps/api/migrations/0042_decision_approvals_and_commitment.sql (named authority);apps/api/migrations/0045_decision_monitoring_and_outcomes.sql (outcome);apps/api/migrations/0029_prediction_forecasts_scenarios_warnings_outcomes.sql (horizon_code);test/int/phase6-decisions.test.ts","The generic decision record (alternatives / evidence / authority / outcome) exists; no archetype template binding this decision, its primary authority role and horizon as a governed package (grep archetype = 0) and no explicit baseline field — P7-C domain packages, P6 baseline field",lighthouse selection is business assumption to validate; never an achieved outcome; main ends at migration 0027 (Phase 3); Phases 4–6 and scheduled collection are unmerged branches behind the C15 image finding
DA-13,V10,Appendix C Customer and Decision Archetype Matrix,143,Workforce capability Executive committee 180 days Growth Baseline / alternatives / evidence / authority / outcome,V10-F002,decision,partial,passed:harness,branch-only,phase7,P7-C,"apps/api/migrations/0041_decision_packages.sql (options/alternatives, consequences cite SIM runs, required approvers, outcome criteria);apps/api/migrations/0042_decision_approvals_and_commitment.sql (named authority);apps/api/migrations/0045_decision_monitoring_and_outcomes.sql (outcome);apps/api/migrations/0029_prediction_forecasts_scenarios_warnings_outcomes.sql (horizon_code);test/int/phase6-decisions.test.ts","The generic decision record (alternatives / evidence / authority / outcome) exists; no archetype template binding this decision, its primary authority role and horizon as a governed package (grep archetype = 0) and no explicit baseline field — P7-C domain packages, P6 baseline field",lighthouse selection is business assumption to validate; never an achieved outcome; main ends at migration 0027 (Phase 3); Phases 4–6 and scheduled collection are unmerged branches behind the C15 image finding
