id,volume,chapter,page,clause,family_seed,capability_area,impl_status,verif_status,release_status,phase_origin,package,evidence,remaining_work,notes,source_ref,evidence_scope
V00-T-029,V0,6 Re-entry and iteration,PARA 151–200,The workflow model must support controlled iteration while preserving every prior state and reason for change.,V00-F002,decision,implemented,passed:harness,branch-only,phase6,R0,"append-only versions everywhere; migrations/0041 (a new package version supersedes, never carries the choice); test/int/phase6-decisions.test.ts: 'a new version carries the terms and options forward but NEVER the choice'; migrations/0034/0035 invalidation walk",Merge (R0).,No identifier in the source; tracking id assigned by this audit.,v00.txt:para 101:L186-L190:page-mismatch,branch+test
V00-T-030,V0,7 Layer contracts,PARA 151–200,"Every layer shall publish stable contracts for objects, events, provenance, time, identity, policy, quality, confidence, versioning, and failure.",V00-F008,data-platform,partial,unverified,branch-only,phase0,P3,"packages/contracts (envelope, header, error catalog, truth states, JCS); objects.schema_registry (0006); per-layer object schemas registered in migrations (e.g. 0033 run schema, 0024 strategy schema); objects.object_outbox events",Published event contracts for consumers; quality/failure contracts per layer; L3 memory contract (C-008).,No identifier in the source; tracking id assigned by this audit. | passed:harness lacked a resolved test/CI pointer → unverified | release_status merged → branch-only from the evidence at 59a2459,v00.txt:para 151:L209-L266:page-mismatch,branch+main
V00-T-031,V0,7 Cross-cutting planes,PARA 151–200,"Trust and provenance, security and policy, identity and authorization, data governance, agent orchestration, workflow, observability, evaluation, and deployment management operate across all ten layers. They are constitutional planes, not replacement layers.",V00-F008,governance-docs,partial,not-applicable,merged,phase0,P7-D,"apps/api/src/policy, identity, audit, pipeline, tenancy (planes); conformance.manifest.json CP-* namespace (ADR-P0-03)","Agent orchestration, observability, evaluation and deployment-management planes (Phase 7).",No identifier in the source; tracking id assigned by this audit.,v00.txt:para 151:L207-L266:page-mismatch,main
V00-T-032,V0,8 Source universe — support definition,PARA 151–200,"Support means more than connection: it includes discovery, authorization, acquisition, change detection, schema understanding, rights enforcement, source health, backfill, replay, and retirement.",V00-F013,observation,partial,passed:harness,branch-only,phase1,P1,"migrations/0022 (authorization, rights_state, lifecycle retire, health events, schema drift tolerance); apps/api/src/observation/connectors/rest.connector.ts (closed-range backfill, checkpoints); test/int/phase4-acceptance.test.ts: 'a re-walk over an overlapping range admits identical windows as audited no-ops and a changed window as a REVISION'",Discovery of sources; change detection beyond RSS republish/REST digest comparison; schema understanding for documents/media.,No identifier in the source; tracking id assigned by this audit. | UNRESOLVED pointer(s) at 2e83945: replay.ts | release_status merged → branch-only from the evidence at 2e83945,v00.txt:para 151:L218-L266:page-mismatch,branch+main+test
V00-T-033,V0,8 Observation object,PARA 151–200,"Every collected object shall preserve source identity, source type, acquisition method, event time where available, collection time, publication time, effective time, content hash, original payload reference, parser and connector version, licensing or usage restrictions, geographic scope, language, classification, sensitivity, tenant, and quality indicators.",V00-F012,observation,partial,passed:browser,merged,phase1,P1,"migrations/0022 (evidence header: connector, connector_version, method_ref, content_digest, classification, tenant; four times; blob_manifests); e2e/phase1-observation.spec.ts: '7. evidence custody, the four times, and a safe attachment-only download'","Geographic scope, language and sensitivity are not evidence fields; licensing appears on the contract, not the object.",No identifier in the source; tracking id assigned by this audit.,v00.txt:para 151:L220-L266:page-mismatch,main+test
V00-T-034,V0,8 Coverage intelligence,PARA 151–200,The layer shall model its own field of view. Downstream systems must be able to distinguish 'no event occurred' from 'the platform could not observe whether an event occurred.',V00-F013,observation,partial,passed:browser,branch-only,phase1,P1,"migrations/0022 coverage_measurements (expected vs actual coverage, freshness, completeness, latency); apps/api/src/observation/coverage/facts.service.ts; migrations/0040 scheduled attempt faults; e2e/phase1-observation.spec.ts '5. coverage reports the planted gap'","Field-of-view model across sources (regional blind spots, licensing exclusions, sampling bias) consumed downstream by forecasts/twins.",No identifier in the source; tracking id assigned by this audit. | release_status merged → branch-only from the evidence at 2e83945,v00.txt:para 151:L221-L266:page-mismatch,branch+main+test
V00-T-035,V0,8 Adversarial environment,PARA 151–200,"Observation workflows shall support source reputation, corroboration, anomaly detection, content authenticity signals, malicious payload isolation, prompt-injection resistance, and escalation to human review.",V00-F013,observation,partial,passed:harness,merged,phase1,P1,"apps/api/src/observation/connectors/content-controls.ts, http-client.ts (SSRF refusal), redaction.ts; migrations/0022 quarantine; test/int/phase1-hostile-input.test.ts; apps/api/src/observation/connectors/xml-worker.js (isolated parsing)","Source reputation, corroboration, anomaly detection, authenticity signals, anti-malware sandbox for documents.",No identifier in the source; tracking id assigned by this audit.,v00.txt:para 151:L224-L266:page-mismatch,main+test
V00-T-036,V0,9 Core transformations,PARA 151–200,"The layer coordinates collection, cleaning, normalization, language processing, classification, summarization, named-entity recognition, entity resolution, event extraction, relationship extraction, claim extraction, topic and theme analysis, geospatial and temporal alignment, contradiction detection, source comparison, weak-signal detection, and analytical assessment.",V00-F010,intelligence,partial,unverified,merged,phase2,P2,"migrations/0023 (claim extraction, methods); migrations/0024 (entity resolution on identifiers, relationship edges); apps/api/src/intelligence/extraction","Language processing, classification, summarization, NER beyond identifiers, event extraction, topic analysis, geospatial alignment, contradiction detection, weak-signal detection, assessments (P2).",No identifier in the source; tracking id assigned by this audit. | passed:harness lacked a resolved test/CI pointer → unverified,v00.txt:para 151:L231-L266:page-mismatch,main
V00-T-037,V0,9 Conflict and uncertainty,PARA 151–200,"Conflicting claims shall not be flattened into one convenient answer. The layer shall retain disagreement, identify source dependence, estimate confidence, surface missing evidence, and allow multiple assessments to coexist. Human analysts must be able to endorse, challenge, amend, or supersede an assessment without deleting the historical record.",V00-F010,intelligence,partial,unverified,merged,phase2,P2,"migrations/0023 claims with confidence, review approve/correct/reject as new versions; apps/api/src/intelligence/review/review.service.ts","Contradiction detection (contradiction_refs always empty), source-dependence analysis, assessment objects with endorse/challenge/amend/supersede.",No identifier in the source; tracking id assigned by this audit. | passed:harness lacked a resolved test/CI pointer → unverified,v00.txt:para 151:L239-L266:page-mismatch,main
V00-T-038,V0,9 Time and revision,PARA 151–200,"Each object shall declare when it was valid, when it was known, when it was revised, and what evidence caused the revision.",V00-F011,data-platform,implemented,passed:harness,merged,phase0,done,"migrations/0006 (valid_from/valid_to, recorded_at, correction_of/evidence_refs); test/int/phase3-corrections.test.ts: 'an EVIDENCE correction reaches the claims derived from it'",,No identifier in the source; tracking id assigned by this audit.,v00.txt:para 151:L241-L266:page-mismatch,main+test
V00-T-039,V0,10 Enterprise Memory,PARA 151–200,"Enterprise Memory … preserves access policy, provenance, time, version, classification, and tenant boundaries. Retrieval must be contextual and permission-aware rather than merely lexical.",V00-F016,memory-graph,partial,passed:harness,merged,omission,P3,apps/api/src/graph/search/search.service.ts; test/int/domain-isolation.test.ts,Contextual/semantic retrieval (C-016); memory over messages/telemetry/workflows.,No identifier in the source; tracking id assigned by this audit.,,main+test
V00-T-040,V0,10 Strategic Memory,PARA 151–200,"Strategic Memory … preserves objectives, hypotheses, assumptions, scenarios, forecasts, simulation configurations, recommendations, dissent, approvals, commitments, outcomes, post-decision reviews, and lessons.",V00-F015,memory-graph,partial,unverified,merged,phase6,P6,"migrations/0024 (OBJ, ASU), 0029 (scenarios, forecasts), 0033 (run contracts), 0041–0045 (dissent, approvals, commitments, outcomes, lessons), 0043 replays","Hypotheses, recommendations as objects, post-decision reviews and lessons as governed objects.",No identifier in the source; tracking id assigned by this audit. | release_status branch-only → merged from the evidence at 2e83945 | passed:harness lacked a resolved test/CI pointer → unverified,,main
V00-T-041,V0,10 Memory writes,PARA 151–200,"Model output shall not become accepted institutional memory merely because it was generated. Writes shall carry truth state, provenance, confidence, author, review status, expiry, and correction history. Retrieval systems must communicate whether content is observed, inferred, disputed, superseded, simulated, or approved.",V00-F016,memory-graph,partial,unverified,merged,phase2,P3,migrations/0023 (claims 'extracted' with review_current; abstention); migrations/0006 truth_state,Expiry on writes; governed acceptance of high-impact assessments; 'approved' as a retrievable state.,No identifier in the source; tracking id assigned by this audit. | UNRESOLVED pointer(s) at 2e83945: search hits carry kind and truth state (search.service.ts) | passed:harness lacked a resolved test/CI pointer → unverified,v00.txt:para 151:L252-L266:page-mismatch,main
V00-T-042,V0,10 Durability and forgetting,PARA 151–200,"The platform shall support legal holds, retention schedules, archival tiers, correction, redaction, and verifiable deletion while preserving permitted audit facts about the operation performed.",V00-F015,memory-graph,partial,unverified,merged,omission,P3,migrations/0014 evidence deauthorization; blob_tombstones (0022),"Legal holds, retention schedules, archival tiers, redaction, verifiable deletion with audit facts.","No identifier in the source; tracking id assigned by this audit. | UNRESOLVED pointer(s) at 2e83945: correction (0023/0030 corrections, 0026 supersession) | passed:harness lacked a resolved test/CI pointer → unverified",v00.txt:para 151:L254-L266:page-mismatch,main
V00-T-043,V0,11 Knowledge Graph scope,PARA 151–200,"Nodes and relationships are typed, versioned, time-aware, source-linked, confidence-bearing, policy-scoped, and globally identifiable within the appropriate tenant or federation boundary.",V00-F009,memory-graph,implemented,passed:harness,merged,phase3,P3,"migrations/0024 entities/edges (types, versions, valid intervals, evidence links, confidence, RLS scope, identifier systems); test/int/phase3-acceptance.test.ts",Federation boundaries beyond tenant/domain.,No identifier in the source; tracking id assigned by this audit.,v00.txt:para 151:L261-L266:page-mismatch,main+test
V00-T-044,V0,11 Graph truth model,PARA 201–250,"The graph shall preserve this state, the supporting and contradicting evidence, derivation method, confidence, validity interval, and reviewer status. Identity resolution decisions shall be reversible and merge history shall remain auditable.",V00-F009,memory-graph,implemented,passed:harness,merged,phase3,done,"migrations/0024 resolutions (proposed/accepted/rejected/superseded, model_confidence, split_entity); test/int/phase3-acceptance.test.ts: 'splits a merged entity without deleting anything', 'a known-at query BEFORE the split still reproduces the merged view'","Contradicting evidence on edges is not populated (contradiction detection absent, V00-T-037).",No identifier in the source; tracking id assigned by this audit.,v00.txt:para 151:L263-L266:page-mismatch,main+test
V00-T-045,V0,11 Strategy Graph — traceability,PARA 201–250,"A change in a supplier, regulation, market, technology, or geopolitical condition can be traced to the objectives and decisions it may affect.",V00-F017,memory-graph,partial,passed:harness,branch-only,phase3,P3,migrations/0025/0034 record_impact and the invalidation walk; test/int/phase5-propagation.test.ts; test/int/phase6-monitoring.test.ts,Continuous propagation (walk is operator-initiated); more strategy node types (C-017).,No identifier in the source; tracking id assigned by this audit.,v00.txt:para 151:L265-L266:page-mismatch,branch+test
V00-T-046,V0,11 Ontology governance,PARA 201–250,"Ontologies shall be modular, versioned, namespaced, reviewable, and backward-compatible where practical. Changes require impact analysis across data mappings, agents, models, twins, policies, simulations, APIs, and user experiences.",V00-F009,memory-graph,missing,unverified,none,omission,P3,"objects.schema_registry with compatibility mode (0006) is schema versioning, not ontology governance","Ontology objects, namespaces, review workflow and impact analysis do not exist.",No identifier in the source; tracking id assigned by this audit.,v00.txt:para 201:L268-L341:page-mismatch,main
V00-T-047,V0,12 Canonical twin portfolio,PARA 201–250,"Every customer may maintain Digital Twins for the company or institution, competitors, supply chain, products, markets, regulations, infrastructure, business processes, and organization. Twins may be composed … while preserving ownership and update boundaries.",V00-F018,twin-simulation,partial,unverified,branch-only,phase5,P5,"migrations/0032 twin_kind_schemas (generic kinds), twin boundary entities",Twin families with domain behaviour; composition of twins referencing other twins with ownership boundaries.,No identifier in the source; tracking id assigned by this audit. | release_status merged → branch-only from the evidence at 2e83945 | passed:harness lacked a resolved test/CI pointer → unverified,v00.txt:para 201:L275-L341:page-mismatch,branch
V00-T-048,V0,12 Twin anatomy,PARA 201–250,"Identity and scope … State … Behavior … Evidence … Interfaces … Validation: calibration history, known limitations, operating envelope, drift status, and approved uses.",V00-F018,twin-simulation,partial,unverified,branch-only,phase5,P5,"migrations/0032 (boundary, limitations, behaviour_models), 0035 (state elements with citations, verification), 0033 (validation_status on runs)","Interfaces/composition contracts; calibration history, operating envelope, drift status, approved uses.",No identifier in the source; tracking id assigned by this audit. | release_status merged → branch-only from the evidence at 2e83945 | passed:harness lacked a resolved test/CI pointer → unverified,,branch
V00-T-049,V0,12 Actual and simulated state,PARA 201–250,"A twin shall distinguish actual observed state, estimated current state, predicted state, and simulated state. Scenario branches must not overwrite the baseline. Users shall be able to compare branches, inspect their assumptions, reconcile them against later observation, and reproduce the model state used in a past decision.",V00-F019,twin-simulation,implemented,unverified,branch-only,phase5,P5,migrations/0032/0035 element kinds observed/estimated/predicted/simulated; apps/api/src/twin/twins/twin.service.ts compare/asOf; migrations/0034 reconciliations; migrations/0043 replay 'tested' layer,"verification evidence of the required class (harness, browser, CI or deployment) for the released artefact",No identifier in the source; tracking id assigned by this audit. | release_status merged → branch-only from the evidence at 2e83945 | passed:harness lacked a resolved test/CI pointer → unverified,v00.txt:para 201:L284-L341:page-mismatch,branch
V00-T-050,V0,12 Twin confidence,PARA 201–250,"Completeness and confidence shall be computed at component level. The interface must expose blind spots, staleness, model validity, and sensitivity alongside outputs.",V00-F014,twin-simulation,partial,unverified,branch-only,phase5,P5,"migrations/0035 (required keys, incomplete versions marked; apps/web/app/twins/page.tsx","Staleness by age, model validity and sensitivity on the twin surface; component-level confidence aggregation.",No identifier in the source; tracking id assigned by this audit. | UNRESOLVED pointer(s) at 2e83945: unusable_inputs/unavailable_inputs 0036) | release_status merged → branch-only from the evidence at 2e83945 | passed:harness lacked a resolved test/CI pointer → unverified,v00.txt:para 201:L285-L341:page-mismatch,branch
V00-T-051,V0,13 Prediction Engine — horizon treatment table,PARA 251–300,"30 days … High-frequency indicators, near-term events, intervention windows, and explicit data freshness. … 5 years … Structural uncertainty, alternative regimes, path dependence, option value, and resilience rather than point estimates.",V00-F020,prediction,partial,unverified,branch-only,phase4,P4,migrations/0029 horizon codes; migrations/0031 publication calendar (issuance vs response timing),"Horizon-specific treatment (regimes, option value at 5y; intervention windows at 30d) is not modelled.",No identifier in the source; tracking id assigned by this audit. | release_status merged → branch-only from the evidence at 2e83945 | passed:harness lacked a resolved test/CI pointer → unverified,,branch
V00-T-052,V0,13 Forecast package,PARA 251–300,"A material forecast shall include the target variable or event, horizon, as-of time, data window, method, model and feature versions, base rate, probability distribution or interval, confidence, calibration history, important drivers, causal assumptions where claimed, scenario dependencies, sensitivity, out-of-distribution warnings, expiry, and conditions that would cause revision.",V00-F021,prediction,partial,unverified,branch-only,phase4,P4,"migrations/0029 forecasts_current (series, horizon, origin_at, known_at, method/method_version, baseline_method, quantiles, drivers, assumptions, evidence_refs, refresh_cadence, validation_state, skill)","Base rate, feature versions, scenario dependencies, sensitivity, OOD warnings, explicit revision conditions.",No identifier in the source; tracking id assigned by this audit. | release_status merged → branch-only from the evidence at 2e83945 | passed:harness lacked a resolved test/CI pointer → unverified,v00.txt:para 201:L302-L341:page-mismatch,branch
V00-T-053,V0,13 Model ensembles and disagreement,PARA 251–300,The system shall show when different credible methods imply different futures and identify which assumptions drive the divergence.,V00-F021,prediction,missing,unverified,none,omission,P4,,Ensembles and disagreement analysis across methods.,No identifier in the source; tracking id assigned by this audit. | UNRESOLVED pointer(s) at 2e83945: one learned model vs seasonal-naive baseline (apps/api/src/prediction/models/models.ts),v00.txt:para 201:L304-L341:page-mismatch,
V00-T-054,V0,13 Evaluation,PARA 251–300,"Forecasts shall be scored after outcomes become observable using horizon-appropriate metrics, calibration curves, baseline comparisons, and segmented error analysis. Evaluation shall prevent hindsight leakage by reconstructing only the information available at forecast time. Performance shall be visible by domain, geography, regime, model, and confidence band.",V00-F045,prediction,partial,passed:harness,branch-only,phase4,P4,"migrations/0030 backtests (coverage_80, pinball, skill vs baseline) and outcome scoring under known_at; test/int/phase4-acceptance.test.ts D2–D4; apps/web/app/prediction/calibration",Segmented error analysis by geography/regime/confidence band; calibration curves.,No identifier in the source; tracking id assigned by this audit. | release_status merged → branch-only from the evidence at 2e83945,v00.txt:para 201:L306-L341:page-mismatch,branch+test
V00-T-055,V0,14 Scenario anatomy,PARA 251–300,"A scenario shall identify its purpose, scope, horizon, initial conditions, driving forces, critical uncertainties, actors, assumptions, causal logic, events, indicators, branch points, constraints, expected impacts, probability treatment where appropriate, and signals that strengthen or weaken it.",V00-F022,prediction,partial,unverified,branch-only,phase4,P4,"migrations/0029 scenarios_current/branches_current (assumptions, indicators, branch points, owners, response window); migrations/0036 scenario_version_as_of","Driving forces, actors, causal logic, expected impacts, probability treatment, strengthening/weakening signals.",No identifier in the source; tracking id assigned by this audit. | release_status merged → branch-only from the evidence at 2e83945 | passed:harness lacked a resolved test/CI pointer → unverified,v00.txt:para 201:L313-L341:page-mismatch,branch
V00-T-056,V0,14 Scenario portfolio,PARA 251–300,"The system shall support baseline, upside, downside, disruption, stress, adversarial, counterfactual, and user-defined scenarios.",V00-F022,prediction,partial,unverified,branch-only,omission,P4,"migrations/0029 kind IN ('baseline','upside','downside')","Disruption, stress, adversarial, counterfactual, user-defined kinds.",No identifier in the source; tracking id assigned by this audit. | release_status merged → branch-only from the evidence at 2e83945 | passed:harness lacked a resolved test/CI pointer → unverified,v00.txt:para 201:L315-L341:page-mismatch,branch
V00-T-057,V0,14 Living scenarios,PARA 251–300,"Scenarios shall remain linked to leading indicators and observed events. As the world changes, the platform updates scenario relevance, notifies owners when assumptions are invalidated, records transitions between branches, and preserves the original edition used for a decision.",V00-F022,prediction,partial,unverified,branch-only,phase4,P4,migrations/0037 branch flip with receipt under both clocks; migrations/0036 scenario version as-of bound to runs; migrations/0025 invalidations reach scenarios,Owner notification on invalidated assumptions; scenario relevance scoring.,No identifier in the source; tracking id assigned by this audit. | release_status merged → branch-only from the evidence at 2e83945 | passed:harness lacked a resolved test/CI pointer → unverified,v00.txt:para 201:L317-L341:page-mismatch,branch+main
V00-T-058,V0,14 Scenario Marketplace,PARA 251–300,"Governed scenario packages may be published, licensed, adapted, and evaluated across customers without exposing private data. Customer instantiation creates a separate governed copy linked to the publisher and version.",V00-F046,marketplace,missing,unverified,none,omission,P7-C,,See C-046.,No identifier in the source; tracking id assigned by this audit.,v00.txt:para 201:L319-L341:page-mismatch,
V00-T-059,V0,15 Simulation classes,PARA 251–300,"The engine shall support deterministic and stochastic simulations, discrete-event and system-dynamics models, agent-based models, Monte Carlo analysis, network propagation, optimization, stress testing, war-gaming, counterfactual analysis, and domain-specific methods.",V00-F023,twin-simulation,partial,unverified,branch-only,phase5,P5,migrations/0033 stochastic_mode deterministic/seeded; apps/api/src/twin/models (the shipped propagation model),"Discrete-event, system dynamics, agent-based, Monte Carlo beyond seeded sampling, optimisation, war-gaming, counterfactual methods.",No identifier in the source; tracking id assigned by this audit. | release_status merged → branch-only from the evidence at 2e83945 | passed:harness lacked a resolved test/CI pointer → unverified,v00.txt:para 201:L326-L341:page-mismatch,branch
V00-T-060,V0,15 Experiment contract,PARA 251–300,"Every run shall identify the twin and scenario versions, initial state, intervention, control case, constraints, policy boundaries, assumptions, model versions, parameters, random seeds, execution environment, outputs, uncertainty, sensitivity, and responsible operator. Runs shall be immutable once completed; corrections produce a new version linked to the original.",V00-F023,twin-simulation,implemented,passed:harness,branch-only,phase5,done,"migrations/0033 (control_run_id, corrects_run_id, immutability trigger); test/int/phase5-simulations.test.ts: 'a completed run is immutable'",,No identifier in the source; tracking id assigned by this audit. | release_status merged → branch-only from the evidence at 2e83945,v00.txt:para 201:L328-L341:page-mismatch,branch+test
V00-T-061,V0,15 Causal discipline,PARA 251–300,"The interface shall distinguish mechanistic assumptions, empirically estimated causal effects, correlations, expert judgments, and speculative relationships. When the model crosses its validated operating envelope, results must be marked accordingly and approval thresholds increased.",V00-F023,twin-simulation,partial,unverified,branch-only,phase5,P5,migrations/0033 validation_status (twin version UNVERIFIED appended when a cited input was corrected),Assumption-type taxonomy on runs; operating-envelope detection with raised approval thresholds.,No identifier in the source; tracking id assigned by this audit. | release_status merged → branch-only from the evidence at 2e83945 | passed:harness lacked a resolved test/CI pointer → unverified,v00.txt:para 201:L330-L341:page-mismatch,branch
V00-T-062,V0,15 Human challenge,PARA 251–300,"Decision-makers and domain experts shall be able to inspect assumptions, modify interventions, compare runs, challenge model structure, and request sensitivity analysis. Simulation results shall never be summarized into a recommendation without retaining access to the experiment and its limitations.",V00-F023,twin-simulation,partial,unverified,branch-only,phase5,P5,"migrations/0033 (intervention runs against a control, comparisons); options bind run version and digest (0041); apps/web/app/twins/simulations",Sensitivity on request; model-structure challenge workflow; run comparison UI.,No identifier in the source; tracking id assigned by this audit. | passed:harness lacked a resolved test/CI pointer → unverified,v00.txt:para 201:L332-L341:page-mismatch,branch
V00-T-063,V0,16 Decision object,PARA 251–300,"A strategic decision shall be a first-class, versioned object containing question, scope, owner, deadline, objectives, constraints, stakeholders, options, evidence, assumptions, forecasts, scenarios, simulations, risks, opportunities, trade-offs, confidence, dissent, recommendation, approval, conditions, actions, review triggers, and outcome measures.",V00-F024,decision,partial,unverified,branch-only,phase6,P6,"migrations/0041/0042/0045 (question/title, owner, deadline, objectives, constraints, options citing runs/forecasts, risks, opportunities, trade-offs, dissent, approvals with conditions, monitoring conditions, outcome_criteria)","Stakeholders, actions and a distinct recommendation object are absent.",No identifier in the source; tracking id assigned by this audit. | passed:harness lacked a resolved test/CI pointer → unverified,v00.txt:para 201:L339-L341:page-mismatch,branch
V00-T-064,V0,16 Option architecture,PARA 251–300,"The system shall identify viable alternatives, including defer, stage, pilot, acquire information, hedge, partner, exit, and maintain status quo where relevant. Options shall be assessed against explicit objectives and constraints; scoring models must expose weights and sensitivity.",V00-F024,decision,partial,unverified,branch-only,phase6,P6,no scoring model,Option generation (defer/stage/pilot/hedge/exit/status quo); scoring with exposed weights and sensitivity.,No identifier in the source; tracking id assigned by this audit. | UNRESOLVED pointer(s) at 2e83945: options are declared by the owner or drafted by the decision agent from control runs (test/int/phase6-agents.test.ts) | passed:harness lacked a resolved test/CI pointer → unverified,v00.txt:para 201:L341-L341:page-mismatch,
V00-T-065,V0,16 Recommendation contract,PARA 251–300,"A recommendation shall state what is proposed, for whom, by when, under which assumptions, why it is preferred, which alternatives were considered, what could make it wrong, what evidence is missing, which consequences are material, how reversible it is, and what monitoring or decision triggers follow approval. Confidence shall not exceed confidence in its evidence and assumptions.",V00-F026,decision,partial,unverified,branch-only,phase6,P6,"migrations/0041 choice (option_key, rationale, decision_deadline, accepted_trade_offs, action_owner, outcome_criteria), reversibility, monitoring_conditions; migrations/0048 option uncertainty derived from cited records (confidence cannot exceed inputs)","'What could make it wrong' and 'missing evidence' statements; the recommendation is the owner's choice, not a system recommendation.",No identifier in the source; tracking id assigned by this audit. | passed:harness lacked a resolved test/CI pointer → unverified,v00.txt:para 251:L344-L387:page-mismatch,branch
V00-T-066,V0,16 Decision Replay,PARA 251–300,"Decision Replay reconstructs the exact knowledge state available at decision time: source versions, claims, graph, twin state, forecasts, scenarios, simulations, recommendation, dissent, policy, and approvals. Later outcomes are then overlaid without altering the original.",V00-F025,decision,implemented,unverified,branch-only,phase6,R0,see C-025,Merge (R0).,No identifier in the source; tracking id assigned by this audit. | passed:browser lacked a resolved test/CI pointer → unverified,v00.txt:para 251:L346-L387:page-mismatch,
V00-T-067,V0,17 Executive workspaces,PARA 301–350,"The executive surface shall organize strategic objectives, external change, weak signals, early warnings, health, risks, opportunities, scenarios, decision queues, simulations, commitments, owners, review cadences, and outcomes. It shall support decision rooms where participants examine the same evidence and assumptions, record dissent, approve actions, and establish monitoring triggers.",V00-F027,executive-os,partial,unverified,branch-only,phase6,P6,migrations/0044 rooms/members/cadence; monitoring conditions (0045); apps/web/app/decisions,"Objectives, weak signals, health, risks/opportunities and simulations on the executive surface; decision queue.",No identifier in the source; tracking id assigned by this audit. | UNRESOLVED pointer(s) at 2e83945: dissent and approvals (0041/0042) | passed:browser lacked a resolved test/CI pointer → unverified,v00.txt:para 251:L353-L387:page-mismatch,branch
V00-T-068,V0,17 Briefing as a product,PARA 301–350,"Executive briefings shall be generated from live intelligence objects, not copied into isolated documents. Every statement must be traceable to evidence and current as-of time. Changes since the prior briefing, disputed assessments, stale dependencies, emerging scenario indicators, and required decisions shall be explicit.",V00-F027,executive-os,partial,passed:browser,branch-only,phase6,P6,"apps/api/src/executive/briefings/briefing.service.ts; test/int/phase6-briefings.test.ts: 'recomposition under the same watermark and known_at yields the same content digest'; migrations/0049 (historical contract state, approver eligibility at the cut-off); e2e BRIEFINGS",Disputed assessments and emerging scenario indicators as briefing items; distribution under approval policy (reporting agent renders only).,No identifier in the source; tracking id assigned by this audit.,v00.txt:para 251:L355-L387:page-mismatch,branch+test
V00-T-069,V0,17 Attention governance,PARA 301–350,"Priority shall combine materiality, urgency, confidence, novelty, strategic relevance, reversibility, and required action. Users must be able to understand why an item is elevated, tune policy, suppress duplicates, delegate review, and see what was deprioritized.",V00-F027,executive-os,missing,unverified,none,omission,P6,,"Priority model, explanation of elevation, policy tuning, duplicate suppression, delegation, deprioritised view.",No identifier in the source; tracking id assigned by this audit. | UNRESOLVED pointer(s) at 2e83945: briefing items ordered by time left only (briefing.service.ts),v00.txt:para 251:L357-L387:page-mismatch,
V00-T-070,V0,"17 Multiple interfaces, one truth",PARA 301–350,"They shall access the same governed intelligence objects. Conversation is an interface, not the architecture, and must not bypass provenance, permissions, or decision controls.",V00-F003,ux,implemented,unverified,branch-only,phase6,P7-E,apps/web reads only the governed API; no conversational interface exists; PDP at the API boundary,"verification evidence of the required class (harness, browser, CI or deployment) for the released artefact",No identifier in the source; tracking id assigned by this audit. | passed:browser lacked a resolved test/CI pointer → unverified,v00.txt:para 251:L359-L387:page-mismatch,branch
V00-T-071,V0,18 Agent families,PARA 351–400,"Observation, Crawler, Search, Collection; Cleaning, Classification, Summarization; NER, Relationship, Knowledge Graph; Reasoning, Prediction, Scenario, Simulation, Decision; Risk, Opportunity, Competitor, Supply Chain; Geopolitical, Technology, Cyber, Financial; Executive Briefing, Reporting; Governance, Learning; Planner, Supervisor, Workflow.",V00-F028,agents,partial,unverified,branch-only,phase7,P7-A,"decision, briefing, reporting agents (0046); forecast_agent role runs jobs (0029)","24 of the 29 canonical agents absent (crawler, search, cleaning, classification, summarization, NER, relationship, KG, reasoning, scenario, simulation, risk, opportunity, competitor, supply chain, four domain agents, governance, learning, supervisor, full planner/workflow).",No identifier in the source; tracking id assigned by this audit. | UNRESOLVED pointer(s) at 2e83945: collection agent (migrations/0038/0039) | passed:harness lacked a resolved test/CI pointer → unverified,v00.txt:para 251:L366-L387:page-mismatch,branch
V00-T-072,V0,18 Agent contract (agent card),PARA 351–400,"Every agent shall publish an agent card defining purpose, owner, model dependencies, tools, input and output schemas, data and tenant scope, permissions, budgets, timeouts, allowed autonomy, escalation rules, prohibited actions, evaluation suites, known failure modes, logging, and rollback. Agent identity and version shall appear in every material artifact it creates or changes.",V00-F028,agents,partial,unverified,branch-only,phase7,P7-A,see C-028,See C-028.,No identifier in the source; tracking id assigned by this audit. | UNRESOLVED pointer(s) at 2e83945: agent-produced marks with identity on outputs (test/int/phase6-agents.test.ts) | passed:harness lacked a resolved test/CI pointer → unverified,v00.txt:para 251:L378-L387:page-mismatch,
V00-T-073,V0,18 Orchestration and separation of duties,PARA 351–400,"A Planner may decompose work but may not grant itself permissions. A Supervisor may evaluate and route work but may not erase failures. Workflow policy shall define which steps are automatic, which require review, and which require decision authority. Agents shall not approve their own policy exceptions.",V00-F029,agents,partial,unverified,branch-only,phase7,P7-A,see C-029; PDP consequence classes define human gates,See C-029.,No identifier in the source; tracking id assigned by this audit. | passed:harness lacked a resolved test/CI pointer → unverified,v00.txt:para 251:L380-L387:page-mismatch,
