id,volume,chapter,page,clause,family_seed,capability_area,impl_status,verif_status,release_status,phase_origin,package,evidence,remaining_work,notes,source_ref,evidence_scope
CAP-EO-04,V8,Appendix A Capability Catalog,166,Executive Operating System and Collaboration Command view service Present role- and moment-specific operating state with safe actions Executive Operating Officer Authority and degraded-state evidence,,executive-os,missing,unverified,none,phase6,P6,,No command view service,Realizes chapter 42; PR-42-001,v08.txt:page 5:L162-L168:page-mismatch,
CAP-EO-05,V8,Appendix A Capability Catalog,166,"Executive Operating System and Collaboration Strategic Health Score Decompose strategic health by objective, capability, risk, and execution Executive Operating Officer Formula, lineage, sensitivity, and coverage proof",,executive-os,missing,unverified,none,omission,P6,,"Build the decomposable Strategic Health Score by objective, capability, risk and execution with formula, lineage, sensitivity, coverage and missing-data disclosure (CAP-EO-05, ADR-018)",Realizes chapter 43; PR-43-001,v08.txt:page 5:L162-L168:page-mismatch,
CAP-EO-06,V8,Appendix A Capability Catalog,166,"Executive Operating System and Collaboration Proactive priority queue Rank warnings, reviews, decisions, opportunities, and commitments Executive Operating Officer Precision, recall, fairness, and overload tests",,executive-os,partial,passed:harness,branch-only,phase6,P6,apps/api/src/executive/briefings/briefing.service.ts (windows ordered by time left); apps/api/src/executive/agents/agent-worker.service.ts (cadence-driven briefing job); apps/api/test/int/phase6-agents.test.ts: the planner: the room's cadence becomes a briefing job on its own queue; apps/api/test/int/phase6-monitoring.test.ts: a review falling due without a review event is recorded as overdue once,"No proactive priority queue ranking warnings, reviews, decisions, opportunities and commitments with explainable ranking, precision/recall/fairness/overload tests (CAP-EO-06, ADR-017); no notification delivery",Realizes chapter 44; PR-44-001,v08.txt:page 5:L162-L168:page-mismatch,branch+test
CAP-EO-07,V8,Appendix A Capability Catalog,166,"Executive Operating System and Collaboration Strategic planning workspace Govern initiatives, resources, dependencies, milestones, and measures Executive Operating Officer Alignment, budget, and change replay",,executive-os,missing,unverified,none,omission,P6,,"Build strategic planning workspace: initiatives, resources, dependencies, milestones, measures, baselines and change replay (CAP-EO-07); no initiative object exists",Realizes chapter 45; PR-45-001,v08.txt:page 5:L162-L168:page-mismatch,
CAP-EO-08,V8,Appendix A Capability Catalog,166,"Executive Operating System and Collaboration Commitment tracker Track owners, deadlines, conditions, evidence, exceptions, and completion Executive Operating Officer Ownership, escalation, and closure evidence",,executive-os,partial,passed:harness,branch-only,phase6,P6,"apps/web/app/decisions/page.tsx; apps/web/app/decisions/briefings/page.tsx; apps/api/src/executive/rooms/room.service.ts; apps/api/migrations/0044_executive_rooms_and_briefings.sql (review_every_days, next_review_at); apps/api/test/int/phase6-briefings.test.ts: a room is opened by the package owner only; review overdue is a fact of the clock; e2e/phase6-decisions.demo.spec.ts: BRIEFINGS","Commitment object with conditions and breaches (decision.commitments, condition_breaches); no cross-package tracker with deadlines/exceptions",Realizes chapter 41; PR-41-001,v08.txt:page 5:L162-L168:page-mismatch,branch+test
CAP-EO-09,V8,Appendix A Capability Catalog,166,"Executive Operating System and Collaboration Collaboration workspace Coordinate purpose-bound discussions, artifacts, tasks, and reviews Executive Operating Officer External-sharing and accessibility tests",,executive-os,partial,passed:harness,branch-only,phase6,P6,apps/api/src/executive/executive.controller.ts (/workflow/:packageId; apps/api/test/int/phase6-agents.test.ts: the workflow contract reads every step of a decision from its governed events; apps/api/migrations/0038_scheduled_collection.sql (BullMQ durable jobs),"No collaboration workspace (discussions, artifacts, tasks, reviews, external sharing with audience/expiry), no durable human task service with retries/compensation beyond BullMQ jobs (CAP-EO-09/10)",Realizes chapter 46; PR-46-001 | UNRESOLVED pointer(s) at 2e83945: /rooms/:roomId/membership),v08.txt:page 5:L162-L168:page-mismatch,branch+test
CAP-EO-10,V8,Appendix A Capability Catalog,166,"Executive Operating System and Collaboration Durable task and workflow service Preserve human and machine work through retries and interruption Executive Operating Officer Crash, duplicate, and compensation tests",,executive-os,partial,passed:harness,branch-only,phase6,P6,apps/api/src/executive/executive.controller.ts (/workflow/:packageId; apps/api/test/int/phase6-agents.test.ts: the workflow contract reads every step of a decision from its governed events; apps/api/migrations/0038_scheduled_collection.sql (BullMQ durable jobs),BullMQ durable jobs for collection and briefings with restart recovery; no human task service with compensation,Realizes chapter 46; PR-46-001 | UNRESOLVED pointer(s) at 2e83945: /rooms/:roomId/membership),v08.txt:page 5:L162-L168:page-mismatch,branch+test
CAP-EO-11,V8,Appendix A Capability Catalog,166,"Executive Operating System and Collaboration Publishing and distribution center Approve, deliver, receipt, correct, withdraw, and archive products Executive Operating Officer Audience, classification, and correction drills",,executive-os,partial,passed:harness,branch-only,phase6,P6,apps/api/src/executive/executive.controller.ts (/reports/:packageId/render); apps/api/test/int/phase6-agents.test.ts: renders a report marked agent-produced with SYNTHETIC marks and truth states; refuses a confidential ...,"No publishing/distribution center: audience, classification, channels, delivery receipts, correction/withdrawal of published products, archive (CAP-EO-11, OBJ-39)",Realizes chapter 47; PR-47-001,v08.txt:page 5:L162-L168:page-mismatch,branch+test
CAP-EO-12,V8,Appendix A Capability Catalog,166,"Executive Operating System and Collaboration Mobile and field workspace Continue authorized work through constrained and disconnected operation Executive Operating Officer Offline, revocation, conflict, and sync tests",,ux,missing,unverified,none,omission,P7-E,,"Build mobile/field/offline operation: constrained and disconnected continuation, scoped packages, expiry, queued effects, revocation, conflict and sync (CAP-EO-12, ADR-021, FEX-26/27)",Realizes chapter 48; PR-48-001,v08.txt:page 5:L162-L168:page-mismatch,
CAP-FW-01,V8,Appendix A Capability Catalog,165,"Predict, Detect, and Warn Weak signal workbench Surface emerging patterns with novelty, persistence, evidence, and uncertainty Chief Foresight Officer Seeded-signal and null tests",,prediction,missing,unverified,none,omission,P4,,"Build weak-signal workbench: nomination, novelty/persistence tests, baseline deviation, evidence, uncertainty, analyst disposition and learning (CAP-FW-01, JRN-06, OBJ-17/18)",Realizes chapter 25; PR-25-001,v08.txt:page 165:L10315-L10502,
CAP-FW-02,V8,Appendix A Capability Catalog,165,"Predict, Detect, and Warn Indicator registry Govern indicator definition, owner, data, threshold, coverage, and lifecycle Chief Foresight Officer Lineage, sensitivity, and expiry evidence",,prediction,partial,passed:harness,branch-only,phase4,P4,"apps/api/src/prediction/prediction.controller.ts (/warnings/*, /indicators/*); apps/api/migrations/0029_prediction_forecasts_scenarios_warnings_outcomes.sql (warnings_current: consequence, confidence, response_window, routed_to); apps/web/app/prediction/warnings/page.tsx; apps/api/test/int/phase4-acceptance.test.ts: D5/D6 · an indicator breach FLIPS the branch with a receipt and raises a warning to a named owner; D6 · a warning nobody acknowledged before its window closed is recorded as EXPIRED; e2e/phase4-prediction.demo.spec.ts: ACTION/STATE cases",Indicators defined/evaluated with thresholds and owners (prediction.indicators_current); no lineage/sensitivity/expiry governance,Realizes chapter 26; PR-26-001 | release_status merged → branch-only from the evidence at 2e83945,v08.txt:page 165:L10324-L10502,branch+test
CAP-FW-03,V8,Appendix A Capability Catalog,165,"Predict, Detect, and Warn Early Warning System Deliver owned, explainable, severity- appropriate warnings and escalation Chief Foresight Officer Trigger, latency, receipt, and escalation drills",,prediction,partial,passed:harness,branch-only,phase4,P4,"apps/api/src/prediction/prediction.controller.ts (/warnings/*, /indicators/*); apps/api/migrations/0029_prediction_forecasts_scenarios_warnings_outcomes.sql (warnings_current: consequence, confidence, response_window, routed_to); apps/web/app/prediction/warnings/page.tsx; apps/api/test/int/phase4-acceptance.test.ts: D5/D6 · an indicator breach FLIPS the branch with a receipt and raises a warning to a named owner; D6 · a warning nobody acknowledged before its window closed is recorded as EXPIRED; e2e/phase4-prediction.demo.spec.ts: ACTION/STATE cases","No severity classes, policy-path approval, delivery channels or receipts, deduplication across warnings, suppression (OBJ-21), escalation drills or delivery/acknowledgment latency measurement; warnings arise only from indicator breaches",Realizes chapter 26; PR-26-001 | release_status merged → branch-only from the evidence at 2e83945,v08.txt:page 165:L10335-L10502,branch+test
CAP-FW-04,V8,Appendix A Capability Catalog,165,"Predict, Detect, and Warn Risk intelligence workspace Manage risks, exposure, appetite, controls, mitigation, and outcomes Chief Foresight Officer Aggregation, appetite, and owner acceptance",,prediction,missing,unverified,none,omission,P4,,"Build risk intelligence: risk register with exposure, appetite, controls, mitigation, owner, residual exposure, aggregation rules and outcomes (CAP-FW-04, JRN-08, OBJ-22)",Realizes chapter 27; PR-27-001,v08.txt:page 165:L10344-L10502,
CAP-FW-05,V8,Appendix A Capability Catalog,165,"Predict, Detect, and Warn Opportunity intelligence workspace Manage hypotheses, value ranges, timing, options, and sponsorship Chief Foresight Officer Alignment, challenge, and outcome evidence",,prediction,missing,unverified,none,omission,P4,,"Build opportunity intelligence: hypotheses, value ranges, timing, options, challenge, sponsorship and outcome linkage (CAP-FW-05, JRN-09, OBJ-23)",Realizes chapter 28; PR-28-001,,
CAP-FW-06,V8,Appendix A Capability Catalog,165,"Predict, Detect, and Warn Competitor intelligence workspace Maintain temporal competitor profiles and comparative assessments Chief Foresight Officer Identity, comparability, and source-diversity tests",,prediction,missing,unverified,none,omission,P4,,"Build competitor intelligence workspace: temporal competitor profiles, comparative assessments, identity resolution of competitors, source diversity, alerts and replay (CAP-FW-06, JRN-10)",Realizes chapter 29; PR-29-001,,
CAP-FW-07,V8,Appendix A Capability Catalog,165,"Predict, Detect, and Warn Supply-chain intelligence workspace Map multi-tier networks, constraints, disruptions, and alternatives Chief Foresight Officer Coverage, disruption replay, and feasibility tests",,prediction,partial,passed:harness,branch-only,phase5,P4,apps/api/src/twin/models/supply-flow.ts; apps/api/migrations/0032_twin_registry.sql ('supply-chain' kind); apps/api/test/unit/phase5-supply-flow.test.ts; e2e/phase4-prediction.demo.spec.ts: TWINS: the NORDWERK twin shows its synthetic world,"No multi-tier network mapping, disruption detection, coverage limits or alternatives workspace; supply chain exists only as the single twin kind and its flow model on a synthetic company (docs/phase1/SYNTHETIC_COMPANY_SPEC.md)",Realizes chapter 30; PR-30-001 | release_status merged → branch-only from the evidence at 2e83945,,branch+test
CAP-FW-08,V8,Appendix A Capability Catalog,165,"Predict, Detect, and Warn Geopolitical intelligence package Extend sources, ontology, indicators, assessments, and scenarios Chief Foresight Officer Domain conformance and authority acceptance",,prediction,missing,unverified,none,omission,P4,,"Build the geopolitical, technology, cyber and financial intelligence packages (sources, ontology, indicators, assessments, scenarios) on a governed domain-package mechanism that does not exist (CAP-FW-08..11, ENT-13)",Realizes chapter 31; PR-31-001,,
CAP-FW-09,V8,Appendix A Capability Catalog,165,"Predict, Detect, and Warn Technology intelligence package Track research, patents, capabilities, adoption, and discontinuities Chief Foresight Officer Evidence diversity and horizon evaluation",,prediction,missing,unverified,none,omission,P4,,"Build the geopolitical, technology, cyber and financial intelligence packages (sources, ontology, indicators, assessments, scenarios) on a governed domain-package mechanism that does not exist (CAP-FW-08..11, ENT-13)",Realizes chapter 31; PR-31-001,,
CAP-FW-10,V8,Appendix A Capability Catalog,165,"Predict, Detect, and Warn Cyber intelligence package Connect threats, vulnerabilities, assets, campaigns, and strategic exposure Chief Foresight Officer Security scope and false- positive analysis",,prediction,missing,unverified,none,omission,P4,,"Build the geopolitical, technology, cyber and financial intelligence packages (sources, ontology, indicators, assessments, scenarios) on a governed domain-package mechanism that does not exist (CAP-FW-08..11, ENT-13)",Realizes chapter 31; PR-31-001,v08.txt:page 165:L10413-L10502,
CAP-FW-11,V8,Appendix A Capability Catalog,165,"Predict, Detect, and Warn Financial intelligence package Connect markets, entities, filings, instruments, and exposures Chief Foresight Officer Entitlement, timing, and calculation evidence",,prediction,missing,unverified,none,omission,P4,,"Build the geopolitical, technology, cyber and financial intelligence packages (sources, ontology, indicators, assessments, scenarios) on a governed domain-package mechanism that does not exist (CAP-FW-08..11, ENT-13)",Realizes chapter 31; PR-31-001,,
CAP-FW-12,V8,Appendix A Capability Catalog,165,"Predict, Detect, and Warn Forecast portfolio Govern multi-method forecasts across six canonical horizons Chief Foresight Officer Backtest, calibration, leakage, and scoring proof",,prediction,partial,passed:harness,branch-only,phase4,P4,"apps/api/src/prediction/forecasting/forecasting.service.ts (30d/90d/180d/1y/3y/5y); apps/api/src/prediction/models/models.ts (seasonal naive, Holt-Winters, pinball); apps/web/app/prediction/forecasts/page.tsx; apps/web/app/prediction/calibration/page.tsx; apps/api/test/int/phase4-acceptance.test.ts: D1 · a forecast names distribution, horizon, drivers, assumptions and evidence — or is refused; D4 · an outcome is scored from the observation known at the target; e2e/phase4-prediction.demo.spec.ts: the calibration screen labels every backtest with its knowledge mode","Model families are seasonal naive and Holt-Winters only; no event/causal/judgmental methods, no per-target/horizon/domain validation beyond the demo series; ECB retrospective validation unverified (publisher unreachable, FULL_PRODUCT_DELIVERY_REGISTER.md §7)",Realizes chapter 32; PR-32-001 | UNRESOLVED pointer(s) at 2e83945: D3/D4 · a backtest scores the learned model AGAINST seasonal naive | release_status merged → branch-only from the evidence at 2e83945,v08.txt:page 165:L10436-L10502,branch+test
CAP-OB-01,V8,Appendix A Capability Catalog,164,"Observe and Collect Source registry Register source authority, rights, purpose, coverage, cost, and lifecycle Chief Intelligence Officer Source-owner approval and revocation tests",,observation,partial,passed:harness,branch-only,phase1,P1,"apps/api/src/observation/observation.controller.ts (/sources/register, approve, transition, rights, evaluate, readiness); apps/api/src/observation/sources/source-contract.ts; apps/api/migrations/0022_observation_registry_and_evidence.sql; 0028_phase4_source_contract_v2.sql; apps/web/app/observation/sources/**; apps/api/test/int/phase1-acceptance.test.ts: A1 — source contract: the full §7 field set and every fail-closed case; e2e/phase1-observation.spec.ts: 1.–3.","Connector kinds are RSS, REST poll and file upload only; no enterprise, database/CDC, stream/IoT, media, scientific or commercial source families; no credential binding, cost or budget on the source; no source evaluation scoring beyond readiness",Realizes chapter 9; PR-09-001 | release_status merged → branch-only from the evidence at 2e83945,v08.txt:page 164:L10079-L10185,branch+main+test
CAP-OB-02,V8,Appendix A Capability Catalog,164,"Observe and Collect Collection contract manager Version endpoint, schedule, schema, rate, freshness, and withdrawal terms Chief Intelligence Officer Contract and consumer- impact evidence",,observation,partial,passed:harness,branch-only,phase1,P1,"apps/api/src/observation/observation.controller.ts (/sources/register, approve, transition, rights, evaluate, readiness); apps/api/src/observation/sources/source-contract.ts; apps/api/migrations/0022_observation_registry_and_evidence.sql; 0028_phase4_source_contract_v2.sql; apps/web/app/observation/sources/**; apps/api/test/int/phase1-acceptance.test.ts: A1 — source contract: the full §7 field set and every fail-closed case; e2e/phase1-observation.spec.ts: 1.–3.",Contract versioning (SRC@v2 supersedes v1; apps/api/test/int/phase4-acceptance.test.ts) exists; consumer-impact evidence on contract change absent,Realizes chapter 9; PR-09-001 | release_status merged → branch-only from the evidence at 2e83945,v08.txt:page 164:L10086-L10185,branch+main+test
CAP-OB-03,V8,Appendix A Capability Catalog,164,"Observe and Collect Observation operations center Operate coverage, source health, blind spots, priorities, and incidents Chief Intelligence Officer Coverage SLO and blind- spot exercises",,observation,partial,passed:harness,branch-only,phase1,P1,"apps/api/src/observation/coverage/coverage.service.ts; apps/api/src/observation/scheduling/scheduler.service.ts; apps/api/migrations/0038_scheduled_collection.sql; 0040_scheduled_attempt_faults.sql; apps/web/app/observation/page.tsx (Collection status, Source health, Needs attention); apps/api/test/int/phase1-acceptance.test.ts: A6 — coverage, health, and the honesty of unknown; apps/api/test/int/phase6-scheduled-collection.test.ts: RESTART RECOVERY","Blind spots, authenticity and degraded regions are STRUCTURALLY_UNKNOWN (declared, not measured); no incident workflow, priorities or coverage SLOs; scheduled collection (0038–0040) is branch-only on scheduling/automatic-collection-2026-09 (#44)",Realizes chapter 10; PR-10-001 | release_status merged → branch-only from the evidence at 2e83945,v08.txt:page 164:L10093-L10185,branch+main+test
CAP-OB-04,V8,Appendix A Capability Catalog,164,Observe and Collect Research and discovery workspace Search internal and external evidence with reproducible scope Chief Intelligence Officer Golden queries and permission trimming,,observation,partial,passed:harness,merged,phase3,P3,"apps/api/src/graph/search/search.service.ts; apps/web/app/graph/search/page.tsx; apps/api/test/int/phase3-acceptance.test.ts: C4 — search is permission-aware, and absence is not an oracle; search reads METADATA — it never returns evidence bytes","Metadata search only (no semantic/hybrid retrieval, no external discovery); no saved research state, query snapshot, cutoff-bound reproduction or research workspace (CAP-OB-04, MET-015)",Realizes chapter 11; PR-11-001,v08.txt:page 164:L10102-L10185,main+test
CAP-OB-05,V8,Appendix A Capability Catalog,164,"Observe and Collect Saved search and watchlist service Persist governed queries, entities, triggers, owners, and expiry Chief Intelligence Officer Trigger, ownership, and expiry evidence",,observation,missing,unverified,none,omission,P1,,"Build collection plans, watchlists, saved searches, priorities and budgets linked to objectives and coverage gaps with owners and expiry (CAP-OB-05, OB-10); nothing named plan or watchlist exists",Realizes chapter 15; PR-15-001,v08.txt:page 164:L10111-L10185,
CAP-OB-06,V8,Appendix A Capability Catalog,164,"Observe and Collect Document intelligence viewer Compare originals with aligned extraction, translation, and annotation Chief Intelligence Officer Format, alignment, and citation tests",,intelligence,missing,unverified,none,omission,P2,,"Build document and media intelligence: parsing/OCR/chunking, aligned extraction, translation with provenance, annotation, original-vs-extraction viewer, image/audio/video/geospatial/scientific viewers (CAP-OB-06/07); PDFs are stored opaque today",Realizes chapter 12; PR-12-001,v08.txt:page 164:L10120-L10185,
CAP-OB-07,V8,Appendix A Capability Catalog,164,"Observe and Collect Media intelligence viewer Inspect image, audio, video, geospatial, and scientific evidence Chief Intelligence Officer Segment fidelity and accessible alternatives",,intelligence,missing,unverified,none,omission,P2,,No media intelligence viewer (image/audio/video/geospatial/scientific),Realizes chapter 12; PR-12-001,v08.txt:page 164:L10129-L10185,
CAP-OB-08,V8,Appendix A Capability Catalog,164,"Observe and Collect Live event and telemetry console Show sequence, time, trust, gaps, latency, and correlations Chief Intelligence Officer Burst, replay, gap, and device-trust tests",,observation,missing,unverified,none,omission,P1,,"Build live event/stream/IoT/telemetry ingestion and console: sequence, time, device trust, gaps, latency, correlation, burst/replay handling (CAP-OB-08)",Realizes chapter 13; PR-13-001,v08.txt:page 164:L10136-L10185,
CAP-OB-09,V8,Appendix A Capability Catalog,164,"Observe and Collect Enterprise integration manager Configure ERP, CRM, databases, documents, APIs, and files Chief Intelligence Officer Least privilege and reconciliation evidence",,observation,missing,unverified,none,omission,P1,,"Build enterprise systems integration (ERP, CRM, databases/CDC, documents, APIs, files) with least-privilege connections and reconciliation (CAP-OB-09)",Realizes chapter 14; PR-14-001,v08.txt:page 164:L10145-L10185,
CAP-OB-10,V8,Appendix A Capability Catalog,164,"Observe and Collect Collection-plan manager Translate objectives and gaps into priorities, budgets, and source plans Chief Intelligence Officer Objective linkage and sponsor acceptance",,observation,missing,unverified,none,omission,P1,,"Build collection plans, watchlists, saved searches, priorities and budgets linked to objectives and coverage gaps with owners and expiry (CAP-OB-05, OB-10); nothing named plan or watchlist exists",Realizes chapter 15; PR-15-001,v08.txt:page 164:L10154-L10185,
CAP-OB-11,V8,Appendix A Capability Catalog,164,"Observe and Collect Intake review queue Review integrity, rights, quality, classification, and duplicate state Chief Intelligence Officer Positive, negative, and reviewer tests",,observation,partial,passed:harness,merged,phase1,P1,apps/api/src/observation/quarantine/quarantine.service.ts; apps/api/src/observation/acquisition/lifecycle.service.ts; apps/web/app/observation/quarantine/page.tsx; apps/api/test/int/phase1-acceptance.test.ts: QUARANTINE AND EVIDENCE ARE SEPARATE VOLUMES; e2e/phase1-observation.spec.ts: 4. collection admits evidence and quarantines the drifted row; 8. quarantine shows the refusal and requires a reason and a second operator,"Quarantine dispositions cover integrity, schema_drift, malformed_archive, classification_ceiling; no rights, duplicate or quality review reasons; no anti-malware/sandbox processing (content-controls is explicitly not malware detection); no intake review queue beyond quarantine",Realizes chapter 16; PR-16-001,v08.txt:page 164:L10161-L10185,main+test
CAP-OB-12,V8,Appendix A Capability Catalog,164,Observe and Collect Quarantine and evidence- release service Isolate unsafe evidence and govern release or rejection Chief Intelligence Officer Escape prevention and custody closure,,observation,partial,passed:harness,merged,phase1,P1,apps/api/src/observation/quarantine/quarantine.service.ts; apps/api/src/observation/acquisition/lifecycle.service.ts; apps/web/app/observation/quarantine/page.tsx; apps/api/test/int/phase1-acceptance.test.ts: QUARANTINE AND EVIDENCE ARE SEPARATE VOLUMES; e2e/phase1-observation.spec.ts: 4. collection admits evidence and quarantines the drifted row; 8. quarantine shows the refusal and requires a reason and a second operator,"Quarantine dispositions cover integrity, schema_drift, malformed_archive, classification_ceiling; no rights, duplicate or quality review reasons; no anti-malware/sandbox processing (content-controls is explicitly not malware detection); no intake review queue beyond quarantine",Realizes chapter 16; PR-16-001,v08.txt:page 164:L10168-L10185,main+test
CAP-TR-01,V8,Appendix A Capability Catalog,167,"Trust, Governance, Administration, and Operations Trust and provenance inspector Verify source-to-product evidence, signatures, versions, and corrections Chief Trust Officer Tamper, substitution, and offline verification",,identity-policy,partial,passed:harness,merged,phase0,P7-D,"apps/web/app/observation/evidence/[evdId]/page.tsx (authenticity, custody, history); apps/web/app/admin/audit/page.tsx (chain-integrity status); apps/api/test/int/gate22-audit-verify.test.ts: a byte-level rewrite that preserves the parsed JSON is caught; e2e/phase0.spec.ts: 8. audit viewer shows events and chain-integrity status; packages/contracts (JCS/RFC 8785 digests)","No end-to-end trust inspector from source to product (signatures, versions, corrections) with tamper/substitution/offline verification (CAP-TR-01); no signed artefacts for briefings/reports; no receipts",Realizes chapter 57; PR-57-001,v08.txt:page 6:L186-L200:page-mismatch,main+test
CAP-TR-02,V8,Appendix A Capability Catalog,167,"Trust, Governance, Administration, and Operations Identity federation and lifecycle Provision and revoke workforce, partner, customer, and workload identity Chief Trust Officer Federation, lifecycle, and assurance tests",,identity-policy,partial,passed:harness,merged,phase0,P7-D,"apps/api/src/pipeline/auth.controller.ts (/login, /rotate, /refresh); apps/api/src/pipeline/admin.controllers.ts (/tenants/:tenantId/principals); apps/api/src/identity/*.ts; apps/web/app/admin/principals/page.tsx; apps/web/app/admin/tenants/page.tsx; apps/api/test/acceptance/acceptance.test.ts: rotates on every successful refresh; detects replay; revokes on reuse; apps/api/test/int/gate22-identity-mutators.test.ts; apps/api/test/int/domain-isolation.test.ts","No SSO/OIDC/SAML federation, MFA, partner/customer identity, access recertification or delegated emergency-access workflow (break-glass exists only as a DB grant); principal status history not recorded (PHASE6_REPORT.md §12.5)",Realizes chapter 58; PR-58-001,v08.txt:page 6:L186-L200:page-mismatch,main+test
CAP-TR-03,V8,Appendix A Capability Catalog,167,"Trust, Governance, Administration, and Operations Access and tenant administration Govern least privilege, domains, separation, recertification, and emergency access Chief Trust Officer Cross-tenant and privileged- access negatives",,identity-policy,partial,passed:harness,merged,phase0,P7-D,"apps/api/src/pipeline/auth.controller.ts (/login, /rotate, /refresh); apps/api/src/pipeline/admin.controllers.ts (/tenants/:tenantId/principals); apps/api/src/identity/*.ts; apps/web/app/admin/principals/page.tsx; apps/web/app/admin/tenants/page.tsx; apps/api/test/acceptance/acceptance.test.ts: rotates on every successful refresh; detects replay; revokes on reuse; apps/api/test/int/gate22-identity-mutators.test.ts; apps/api/test/int/domain-isolation.test.ts",Least privilege and tenant/domain separation proven (domain-isolation.test.ts); no recertification or emergency-access workflow,Realizes chapter 58; PR-58-001,v08.txt:page 6:L186-L200:page-mismatch,main+test
CAP-TR-04,V8,Appendix A Capability Catalog,167,"Trust, Governance, Administration, and Operations Policy and purpose console Govern classification, rights, purpose, consent, residency, and obligations Chief Trust Officer Policy, consent, and transfer fixtures",,identity-policy,partial,passed:harness,merged,phase0,P7-D,"apps/api/src/policy/pdp.service.ts; apps/api/migrations/0003_policy.sql; apps/api/test/acceptance/acceptance.test.ts: missing purpose on a protected operation → deny; audit.read returns allow_with_obligations and the mask is EXECUTED; apps/api/src/observation/observation.controller.ts (/sources/:sourceId/rights); apps/api/migrations/0006_objects.sql (classification, purpose_scope, rights_profile, residency_profile, retention_profile)","No policy/purpose console, consent records, privacy-rights workspace (access/correction/restriction/export/deletion requests; CAP-TR-05), residency enforcement or cross-border transfer fixtures; retention profiles are labels without execution",Realizes chapter 59; PR-59-001,v08.txt:page 6:L186-L200:page-mismatch,main+test
CAP-TR-05,V8,Appendix A Capability Catalog,167,"Trust, Governance, Administration, and Operations Privacy rights workspace Execute access, correction, restriction, export, and deletion requests Chief Trust Officer Identity, scope, dependency, and closure evidence",,identity-policy,missing,unverified,none,phase0,P7-D,,No privacy-rights workspace,Realizes chapter 59; PR-59-001,v08.txt:page 6:L186-L200:page-mismatch,
CAP-TR-06,V8,Appendix A Capability Catalog,167,"Trust, Governance, Administration, and Operations Security operations workspace Detect, investigate, contain, communicate, recover, and learn Chief Trust Officer Attack and incident exercises",,infrastructure,partial,passed:harness,merged,phase0,P7-D,"apps/api/src/health/degraded-reconciliation.service.ts; apps/api/src/observation/connectors/redaction.ts; apps/api/src/observation/connectors/content-controls.ts; apps/api/test/int/audit-chain.test.ts: detects tampering, freezes + records the incident ATOMICALLY; apps/api/test/acceptance/acceptance.test.ts: bad credentials are rejected and captured by the sanitized security intake; apps/api/test/int/phase1-hostile-input.test.ts; .github/workflows/ci.yml: supply-chain","No security operations workspace (detect, investigate, contain, communicate, recover, learn; CAP-TR-06), no incident-commander journey (JRN-22), no attack/incident exercises beyond the harness and CI gates",Realizes chapter 60; PR-60-001,v08.txt:page 6:L186-L200:page-mismatch,main+test
CAP-TR-07,V8,Appendix A Capability Catalog,167,"Trust, Governance, Administration, and Operations Governance console Govern model, agent, data, prompt, tool, ontology, and package lifecycle Chief Trust Officer Inventory, gate, drift, rollback, and expiry tests",,learning-evaluation,partial,passed:harness,branch-only,phase7,P7-B,"apps/api/src/intelligence/methods/methods.service.ts (/methods/register, approve, transition); apps/web/app/intelligence/methods/page.tsx; apps/web/app/intelligence/gateway/page.tsx; apps/api/test/int/phase2-acceptance.test.ts: each call carries mode, model, versions and an outcome; the call log is append-only; apps/api/src/executive/agents/agents.service.ts (agent registry)","No governance console spanning model, agent, data, prompt, tool, ontology and package lifecycle with inventory, evaluation gates, drift, rollback and expiry (CAP-TR-07); governed release of prompts/models/thresholds (Phase 7) absent",Realizes chapter 61; PR-61-001 | release_status merged → branch-only from the evidence at 2e83945,v08.txt:page 6:L186-L200:page-mismatch,branch+main+test
CAP-TR-08,V8,Appendix A Capability Catalog,167,"Trust, Governance, Administration, and Operations Audit and investigation workspace Search, preserve, correlate, export, and attest non-repudiable evidence Chief Trust Officer Custody, temporal, legal- hold, and export proof",,identity-policy,partial,passed:harness,merged,phase0,P7-D,"apps/api/src/pipeline/admin.controllers.ts (/tenants/:tenantId/audit/query, /platform/audit/query, /platform/audit/verify); apps/web/app/admin/audit/page.tsx; apps/api/migrations/0004_audit.sql; apps/api/test/int/audit-chain.test.ts: 16 parallel writers ... verifiable chain; apps/api/test/int/gate22-audit-verify.test.ts; scripts/gate/package-c17-evidence.mjs","No investigation workspace (search, preserve, correlate, legal hold, export with attestation; CAP-TR-08) for auditors; legal_hold is an evidence flag only; no compliance mapping",Realizes chapter 62; PR-62-001,v08.txt:page 6:L186-L200:page-mismatch,main+test
