id,volume,chapter,page,clause,family_seed,capability_area,impl_status,verif_status,release_status,phase_origin,package,evidence,remaining_work,notes,source_ref,evidence_scope,cap_alias
V03-T-197,V3,"21 Trust, Provenance, and Chain of Custody",52,"Provenance minimum evidence — Recommendation / decision: evidence set, alternatives, uncertainty, criteria, rationale, dissent, human authority, policy, and time. Correction / withdrawal: affected object, reason, authority, replacement or tombstone, propagation scope, completion, and unresolved consumers.",V03-F012,data-platform,implemented,unverified,branch-only,phase6,P3,"migrations/0041:195,242; migrations/0042:164; migrations/0022:1528 (correction cases)",Correction propagation scope/completion/unresolved consumers not recorded,tracking id: normative table row(s) quoted | passed:harness lacked a resolved test/CI pointer → unverified,,branch+main,
V03-T-198,V3,"21 Trust, Provenance, and Chain of Custody",53,Canonical evidence is content-addressed or equivalently integrity-protected and immutable by version.,V03-F012,data-platform,implemented,passed:harness,merged,phase1,done,packages/contracts/src/jcs.ts (contentDigest); migrations/0022:360 (checksums); test/int/rfc8785-crosslang.test.ts,,tracking id: normative bullet without source identifier,v03.txt:page 53:L1823-L1835,main+test,
V03-T-199,V3,"21 Trust, Provenance, and Chain of Custody",53,"Derived artifacts link to exact input versions and relevant fragments, not merely to a document title or search result.",V03-F012,data-platform,implemented,passed:harness,merged,phase2,done,migrations/0023:286-323 (claim_lineage to evidence + method version); test/int/phase2-acceptance.test.ts:339,,tracking id: normative bullet without source identifier,v03.txt:page 53:L1825-L1835,main+test,
V03-T-200,V3,"21 Trust, Provenance, and Chain of Custody",53,Administrative access and material transformations generate tamper-evident audit evidence.,V03-F012,data-platform,implemented,passed:harness,merged,phase0,done,apps/api/src/audit/audit.service.ts; test/int/audit-chain.test.ts; test/int/gate22-identity-mutators.test.ts,,tracking id: normative bullet without source identifier,v03.txt:page 53:L1827-L1835,main+test,
V03-T-201,V3,"21 Trust, Provenance, and Chain of Custody",53,Explanation paths are policy-filtered without fabricating continuity where a viewer lacks access.,V03-F012,data-platform,implemented,passed:harness,merged,phase3,done,"apps/api/src/graph/graph.controller.ts:417,500,561 (completeness disclosure); test/int/phase3-acceptance.test.ts:657",,tracking id: normative bullet without source identifier,v03.txt:page 53:L1828-L1835,main+test,
V03-T-202,V3,"21 Trust, Provenance, and Chain of Custody",53,"Missing, disputed, stale, or withdrawn evidence remains visible in product quality and decision completeness.",V03-F012,data-platform,partial,unverified,branch-only,phase4,P6,migrations/0042:186 (stale context blocks approval); migrations/0029 (attention_state),Not surfaced as product quality/decision completeness fields,tracking id: normative bullet without source identifier | passed:harness lacked a resolved test/CI pointer → unverified,v03.txt:page 53:L1829-L1835,branch,
V03-T-203,V3,"21 Trust, Provenance, and Chain of Custody",53,"Trust Rule: The platform must be able to say not only why a conclusion was produced, but which conclusions may no longer be safe when an input is corrected or withdrawn.",V03-F012,data-platform,partial,passed:harness,merged,phase3,P3,"migrations/0024:555-573; apps/api/src/graph/strategy/impact.service.ts; test/int/phase3-acceptance.test.ts:996,1016","Impact set incomplete (warnings, briefings, commitments)",tracking id: boxed rule,,main+test,
V03-T-204,V3,"22 Identity, Access, and Policy Enforcement",54,"Deny by default and grant the smallest action, object scope, purpose, duration, and environment required.",V03-F012,identity-policy,implemented,passed:harness,merged,phase0,P7-D,apps/api/src/policy/pdp.service.ts; test/unit/pdp.test.ts; test/int/gate22-authority-matrix.test.ts,Duration/environment scoping absent,tracking id: normative bullet without source identifier,v03.txt:page 54:L1856-L1866,main+test,
V03-T-205,V3,"22 Identity, Access, and Policy Enforcement",54,"Separate strategic authority, content stewardship, platform administration, security operations, and audit review.",V03-F012,identity-policy,partial,passed:harness,branch-only,phase0,P7-D,migrations/0042:190 (SoD); apps/api/src/tenancy/tenancy.controller.ts (platform admin); test/int/gate22-bootstrap.test.ts,Security operations and audit review are not separate roles,tracking id: normative bullet without source identifier | release_status merged → branch-only from the evidence at 2e83945,v03.txt:page 54:L1858-L1866,branch+main+test,
V03-T-206,V3,"22 Identity, Access, and Policy Enforcement",54,Record policy revision and decision result for material actions so later replay is meaningful.,V03-F012,identity-policy,partial,unverified,merged,phase0,P6,apps/api/src/audit/audit.service.ts,Policy revision identifier is not recorded with decisions,tracking id: normative bullet without source identifier | passed:harness lacked a resolved test/CI pointer → unverified,v03.txt:page 54:L1860-L1866,main,
V03-T-207,V3,"22 Identity, Access, and Policy Enforcement",54,"Re-evaluate long-running workflows and agent executions when identity, policy, classification, or threat state changes.",V03-F012,identity-policy,partial,unverified,branch-only,phase6,P7-A,migrations/0042:186 (stale-context approval),Agent executions are not re-evaluated on policy change,tracking id: normative bullet without source identifier | UNRESOLVED pointer(s) at 2e83945: revocation-epoch RLS (migrations/0048) | passed:harness lacked a resolved test/CI pointer → unverified,v03.txt:page 54:L1861-L1866,branch,
V03-T-208,V3,"22 Identity, Access, and Policy Enforcement",54,"Emergency access is time-bound, conspicuous, independently reviewed, and never erases the audit path.",V03-F012,identity-policy,missing,unverified,none,omission,P7-D,,No break-glass,tracking id: normative bullet without source identifier,v03.txt:page 54:L1863-L1866,,
V03-T-209,V3,"22 Identity, Access, and Policy Enforcement",54,"Authorization decision context: Principal (verified identity, role, organization, workload or agent owner, assurance level, session, device posture); Purpose (declared purpose, legal basis, requested outcome, allowed secondary use); Object (tenant, domain, owner, classification, residency, truth state, lifecycle, sensitivity, subject rights); Action; Environment (deployment cell, network, region,",V03-F012,identity-policy,partial,unverified,merged,phase0,P7-D,"apps/api/src/policy/pdp.service.ts:14-49 (principal, object, action, purposeId, obligations)","No assurance level/device posture, environment, subject-rights or residency dimensions",tracking id: normative table row(s) quoted | passed:harness lacked a resolved test/CI pointer → unverified,,main,
V03-T-210,V3,"22 Identity, Access, and Policy Enforcement",54,"Policy enforcement occurs at ingress, object access, search, graph traversal, context assembly, model invocation, agent tool use, workflow transition, approval, export, external execution, administration, and deletion. A front-end visibility rule is not an access control. Service and data boundaries independently enforce the same decision.",V03-F012,identity-policy,partial,passed:harness,branch-only,phase0,P7-D,apps/api/src/pipeline/pipeline.service.ts; apps/api/src/graph/search/search.service.ts; apps/api/src/decision/clearance.ts; RLS policies; test/int/gate22-authority-matrix.test.ts,"Not enforced at model invocation, agent tool use, export or external execution (surfaces absent)",tracking id: normative table row(s) quoted | release_status merged → branch-only from the evidence at 2e83945,v03.txt:page 54:L1852-L1866,branch+main+test,
V03-T-211,V3,23 Multi-Agent Orchestration,55,"Agent execution contract: Identity and owner (unique agent and version, accountable owner, tenant, deployment domain); Purpose and plan (declared objective, permitted decomposition, expected products, stop conditions, escalation path); Capability grant (explicit tools, data classes, object scopes, models, networks, side effects, time window); Budgets (token, compute, cost, latency, recursion, conc",V03-F013,agents,partial,unverified,branch-only,phase6,P7-A,migrations/0046:16; migrations/0049:487 (register_agent); apps/api/src/observation/agents/agents.service.ts (version-specific principal); apps/api/src/executive/agents/agents.service.ts:76 (Meter),"No plan/stop conditions/escalation, capability grant or enforced budgets",tracking id: normative table row(s) quoted | passed:harness lacked a resolved test/CI pointer → unverified,,branch+main,
V03-T-212,V3,23 Multi-Agent Orchestration,55,"Agent execution contract: Evidence and state (immutable inputs, working-state boundary, source citations, produced objects, truth-state constraints); Evaluation (pre-release tests, runtime monitors, product-specific quality checks, policy checks, post-run assessment); Supervision (planner, supervisor, workflow, human review thresholds, interruption, quarantine, rollback, audit).",V03-F013,agents,partial,passed:harness,branch-only,phase6,P7-A,"apps/api/src/executive/agents/agents.service.ts (provenance on outputs, redactRun); test/int/phase6-agents.test.ts",No evaluation or supervision,tracking id: normative table row(s) quoted,,branch+test,
V03-T-213,V3,23 Multi-Agent Orchestration,55,"The Planner decomposes work; the Workflow service persists and constrains state; the Supervisor evaluates progress, policy, product quality, and budget; specialized agents execute bounded tasks; human gates authorize consequential promotion or action. No agent can approve its own expanded authority or silently modify its governing prompt, tools, policy, model, evaluation, or release state.",V03-F013,agents,missing,unverified,none,phase7,P7-A,,No planner/supervisor/workflow agents; three fixed decision agents only,tracking id: normative table row(s) quoted,v03.txt:page 55:L1894-L1898,,
V03-T-214,V3,23 Multi-Agent Orchestration,56,"Treat retrieved content and external instructions as untrusted data, not authority.",V03-F013,agents,partial,unverified,merged,phase2,P7-A,apps/api/src/intelligence/gateway/model-gateway.service.ts (schema-bound outputs),"No agent tool loop, so retrieved instructions cannot yet expand authority; no explicit control",tracking id: normative bullet without source identifier | passed:harness lacked a resolved test/CI pointer → unverified,v03.txt:page 56:L1902-L1912,main,
V03-T-215,V3,23 Multi-Agent Orchestration,56,Use capability-scoped tool brokers; do not expose ambient credentials or unrestricted network access.,V03-F013,agents,missing,unverified,none,phase7,P7-A,,No tool broker,tracking id: normative bullet without source identifier,v03.txt:page 56:L1903-L1912,,
V03-T-216,V3,23 Multi-Agent Orchestration,56,"Persist intermediate claims and evidence links so a supervisor can challenge, resume, or reproduce the work.",V03-F013,agents,partial,passed:harness,branch-only,phase6,P7-A,migrations/0046:16 (agent_runs outputs); test/int/phase6-agents.test.ts,No resumable intermediate state,tracking id: normative bullet without source identifier,v03.txt:page 56:L1905-L1912,branch+test,
V03-T-217,V3,23 Multi-Agent Orchestration,56,"Stop, abstain, or route to a human when evidence, policy, evaluation, budget, or authority is insufficient.",V03-F013,agents,partial,unverified,branch-only,phase6,P7-A,apps/api/src/executive/agents/agents.service.ts:76 (Meter records budget),Budget exhaustion does not stop or escalate (Phase 7 acceptance),tracking id: normative bullet without source identifier | passed:harness lacked a resolved test/CI pointer → unverified,v03.txt:page 56:L1907-L1912,branch,
V03-T-218,V3,23 Multi-Agent Orchestration,56,"Quarantine anomalous executions and invalidate dependent outputs when a model, package, source, or agent version is withdrawn.",V03-F013,agents,missing,unverified,none,phase7,P7-A,,No quarantine/invalidation on agent or model withdrawal,tracking id: normative bullet without source identifier,v03.txt:page 56:L1909-L1912,,
V03-T-219,V3,24 Model Gateway and Model Pluralism,57,"Resolve an approved model and version by task, domain, risk, deployment, data boundary, language, cost, latency, and quality policy.",V03-F013,intelligence,partial,unverified,merged,phase2,P2,"apps/api/src/intelligence/gateway/model-gateway.service.ts:14-15,396,555",Replay/loopback only; no resolution by task/domain/risk/deployment,tracking id: normative bullet without source identifier | passed:harness lacked a resolved test/CI pointer → unverified,v03.txt:page 57:L1920-L1947,main,
V03-T-220,V3,24 Model Gateway and Model Pluralism,57,"Apply input minimization, classification, routing, encryption, regional and provider restrictions, and retention controls.",V03-F013,intelligence,missing,unverified,none,omission,P2,apps/api/src/observation/connectors/redaction.ts (intake redaction only),No gateway minimisation/classification/regional restrictions,tracking id: normative bullet without source identifier,v03.txt:page 57:L1922-L1947,main,
V03-T-221,V3,24 Model Gateway and Model Pluralism,57,"Bind prompts, tools, retrieval context, parameters, safety policy, and output schema to a versioned invocation plan.",V03-F013,intelligence,partial,unverified,merged,phase2,P2,"migrations/0023:72 (methods_current with prompt version), :140 (recorded_responses)",No tools/retrieval context/safety policy binding,tracking id: normative bullet without source identifier | passed:harness lacked a resolved test/CI pointer → unverified,v03.txt:page 57:L1924-L1947,main,
V03-T-222,V3,24 Model Gateway and Model Pluralism,57,"Capture invocation lineage, usage, latency, evaluation, failure, abstention, and provider-specific evidence without exposing sensitive content to global telemetry.",V03-F013,intelligence,implemented,passed:harness,merged,phase2,done,migrations/0023:158 (gateway_calls); apps/web/app/intelligence/gateway; test/int/phase2-acceptance.test.ts:363,,tracking id: normative bullet without source identifier,v03.txt:page 57:L1926-L1947,main+test,
V03-T-223,V3,24 Model Gateway and Model Pluralism,57,"Support deterministic, statistical, symbolic, optimization, domain, open-weight, customer-provided, and foundation models behind one governed contract.",V03-F013,intelligence,missing,unverified,none,omission,P2,,Single gateway contract for extraction only; no provider adapters,tracking id: normative bullet without source identifier,v03.txt:page 57:L1928-L1947,,
V03-T-224,V3,24 Model Gateway and Model Pluralism,57,"Architecture Rule: A model substitution is not equivalent merely because its interface accepts the same payload. It must preserve task semantics, data controls, evaluation thresholds, explanation evidence, and failure behavior.",V03-F013,intelligence,missing,unverified,none,omission,P2,,No fallback/drift/provider-change policy,tracking id: boxed rule,,,
V03-T-225,V3,24 Model Gateway and Model Pluralism,57,"Primary unavailable: use only a pre-approved equivalent route; otherwise abstain or queue. Never silently weaken residency, privacy, or quality policy.",V03-F013,intelligence,partial,unverified,merged,phase2,P2,apps/api/src/intelligence/gateway/model-gateway.service.ts:117-123 (abstain),No pre-approved equivalent route or queue,tracking id: normative table row(s) quoted | passed:harness lacked a resolved test/CI pointer → unverified,,main,
V03-T-226,V3,24 Model Gateway and Model Pluralism,57,"Quality threshold missed: try a declared ensemble, deterministic method, alternate model, or human review path; retain disagreement.",V03-F013,intelligence,missing,unverified,none,omission,P2,,No fallback/drift/provider-change policy,tracking id: normative table row(s) quoted,,,
V03-T-227,V3,24 Model Gateway and Model Pluralism,57,"Drift or incident: quarantine the affected version, identify dependent objects, activate rollback, and initiate re-evaluation.",V03-F013,intelligence,missing,unverified,none,omission,P2,,No fallback/drift/provider-change policy,tracking id: normative table row(s) quoted,,,
V03-T-228,V3,24 Model Gateway and Model Pluralism,57,On-Premise / disconnected: resolve locally available approved models and make reduced capability explicit in product state.,V03-F013,intelligence,missing,unverified,none,omission,P2,,No fallback/drift/provider-change policy,tracking id: normative table row(s) quoted,,,
V03-T-229,V3,24 Model Gateway and Model Pluralism,57,"Provider change: require compatibility, regression, safety, cost, latency, and explanation evaluation before promotion.",V03-F013,intelligence,missing,unverified,none,omission,P2,,No fallback/drift/provider-change policy,tracking id: normative table row(s) quoted,,,
V03-T-230,V3,"25 Workflow, State, and Human Gates",58,"The gate identifies accountable role, delegated authority, required independence, information package, permitted actions, deadline, and escalation.",V03-F010,decision,partial,unverified,branch-only,phase6,P6,"migrations/0042:100,118 (eligibility, quorum)",No deadline/escalation/information package on gates,tracking id: normative bullet without source identifier | passed:harness lacked a resolved test/CI pointer → unverified,v03.txt:page 58:L1968-L1983,branch,
V03-T-231,V3,"25 Workflow, State, and Human Gates",58,"Approval records the exact object versions, policy revision, rationale, conditions, dissent, overrides, and authenticated actor.",V03-F010,decision,implemented,passed:harness,branch-only,phase6,done,"migrations/0042:164,186; test/int/phase6-approvals.test.ts",,tracking id: normative bullet without source identifier,v03.txt:page 58:L1970-L1983,branch+test,
V03-T-232,V3,"25 Workflow, State, and Human Gates",58,A later correction reopens or invalidates affected work through a new transition; it never rewrites the earlier approval.,V03-F010,decision,partial,unverified,branch-only,phase6,P6,migrations/0042:186; migrations/0043:103,No reopen transition,tracking id: normative bullet without source identifier | passed:harness lacked a resolved test/CI pointer → unverified,v03.txt:page 58:L1972-L1983,branch,
V03-T-233,V3,"25 Workflow, State, and Human Gates",58,No timeout converts silence into approval for a consequential decision or external side effect.,V03-F010,decision,implemented,passed:harness,branch-only,phase6,done,migrations/0042 (approval only by explicit record_approval); test/int/phase6-approvals.test.ts,,tracking id: normative bullet without source identifier,v03.txt:page 58:L1974-L1983,branch+test,
V03-T-234,V3,"25 Workflow, State, and Human Gates",58,Workflow definitions are versioned release artifacts; in-flight instances retain or deliberately migrate their semantics.,V03-F010,decision,missing,unverified,none,phase7,P7-A,,No workflow definitions,tracking id: normative bullet without source identifier,v03.txt:page 58:L1975-L1983,,
V03-T-235,V3,"25 Workflow, State, and Human Gates",58,"Workflow state model: Draft / planned; Active / waiting; Challenged / remediating (revision while preserving earlier state); Approved / committed (a named authority has accepted the package and activated obligations); Rejected / cancelled (reason, actor, affected outputs, cleanup or compensation recorded); Completed / archived.",V03-F010,decision,partial,unverified,branch-only,phase6,P7-A,migrations/0041:45-92 (draft/proposed/approved/committed/closed),"No challenged/remediating, waiting or cancelled-with-compensation states",tracking id: normative table row(s) quoted | passed:harness lacked a resolved test/CI pointer → unverified,,branch,
V03-T-236,V3,"25 Workflow, State, and Human Gates",58,"The architecture assumes retries, duplicates, partial failures, delayed events, and human latency. Commands use stable idempotency keys where reissue is possible. Transitions commit with causation and audit evidence. External side effects use a governed outbox, callback, or reconciliation pattern so The Eye can prove intent, execution, rejection, and residual uncertainty.",V03-F010,decision,partial,passed:harness,merged,phase0,R0,migrations/0015; apps/api/src/objects/outbox.publisher.ts:74-96; migrations/0022:322-347; test/int/gate22-outbox-hardening.test.ts,Envelope idempotency_key unused; no callback/reconciliation pattern for external effects,tracking id: normative table row(s) quoted,v03.txt:page 58:L1978-L1983,main+test,
V03-T-237,V3,26 Evaluation and Continuous Learning,59,No interaction is silently converted into training data or shared improvement without authority and policy.,V03-F014,learning-evaluation,implemented,unverified,branch-only,phase2,P7-B,"apps/api/src/executive/agents/agents.service.ts:14 (""Nothing learns.""); apps/api/src/intelligence/gateway/model-gateway.service.ts (no training path)","verification evidence of the required class (harness, browser, CI or deployment) for the released artefact",tracking id: normative bullet without source identifier; trivially satisfied: no training path exists | release_status merged → branch-only from the evidence at 2e83945 | passed:harness lacked a resolved test/CI pointer → unverified,v03.txt:page 59:L2012-L2022,branch+main,
V03-T-238,V3,26 Evaluation and Continuous Learning,59,"Offline benchmarks, adversarial tests, replay, shadow evaluation, and controlled production metrics are used together.",V03-F014,learning-evaluation,missing,unverified,none,phase7,P7-B,"migrations/0045:221 (close_package lessons text); apps/api/src/prediction/forecasting/forecasting.service.ts:276,457 (backtest/calibration)","No evaluation portfolio, Lesson Proposal, versioned evaluation sets, regression gates or governed release of learned changes",tracking id: normative bullet without source identifier,v03.txt:page 59:L2014-L2022,branch,
V03-T-239,V3,26 Evaluation and Continuous Learning,59,"Evaluation sets are versioned, representative, protected from contamination, and segmented by domain and risk.",V03-F014,learning-evaluation,missing,unverified,none,phase7,P7-B,"migrations/0045:221 (close_package lessons text); apps/api/src/prediction/forecasting/forecasting.service.ts:276,457 (backtest/calibration)","No evaluation portfolio, Lesson Proposal, versioned evaluation sets, regression gates or governed release of learned changes",tracking id: normative bullet without source identifier,v03.txt:page 59:L2016-L2022,branch,
V03-T-240,V3,26 Evaluation and Continuous Learning,59,Material regressions block release or activate rollback even when aggregate scores improve.,V03-F014,learning-evaluation,missing,unverified,none,phase7,P7-B,"migrations/0045:221 (close_package lessons text); apps/api/src/prediction/forecasting/forecasting.service.ts:276,457 (backtest/calibration)","No evaluation portfolio, Lesson Proposal, versioned evaluation sets, regression gates or governed release of learned changes",tracking id: normative bullet without source identifier,v03.txt:page 59:L2018-L2022,branch,
V03-T-241,V3,26 Evaluation and Continuous Learning,59,Institutional lessons remain explainable and reversible; they do not become unreviewed memory or policy.,V03-F014,learning-evaluation,missing,unverified,none,phase7,P7-B,"migrations/0045:221 (close_package lessons text); apps/api/src/prediction/forecasting/forecasting.service.ts:276,457 (backtest/calibration)","No evaluation portfolio, Lesson Proposal, versioned evaluation sets, regression gates or governed release of learned changes",tracking id: normative bullet without source identifier,v03.txt:page 59:L2019-L2022,branch,
V03-T-242,V3,26 Evaluation and Continuous Learning,59,"Evaluation portfolio: sources and collection (coverage, freshness, authenticity, latency, correction rate, blind spots, rights compliance); extraction and graph (precision, recall, calibration, identity accuracy, contradiction retention, ontology conformance, orphan rate); retrieval and explanation (relevance, evidence coverage, permission correctness, citation validity, temporal correctness).",V03-F014,learning-evaluation,partial,unverified,branch-only,phase4,P7-B,"apps/api/src/prediction/forecasting/forecasting.service.ts:276,457; migrations/0029:161,203; apps/api/src/observation/coverage/coverage.service.ts:49",Only forecast calibration and source coverage are measured,tracking id: normative table row(s) quoted | passed:harness lacked a resolved test/CI pointer → unverified,,branch+main,
V03-T-243,V3,26 Evaluation and Continuous Learning,59,"Evaluation portfolio: forecast and scenario (proper scoring rules, calibration, sharpness, bias, scenario diversity, coherence, signpost utility, drift); simulation and decision (reproducibility, stability, sensitivity coverage, decision completeness, alternative coverage, outcome linkage); agents and workflows; institutional outcomes (decision latency, warning precision, commitment delivery, less",V03-F014,learning-evaluation,partial,unverified,branch-only,phase4,P7-B,"apps/api/src/prediction/forecasting/forecasting.service.ts:276,457; migrations/0029:161,203; apps/api/src/observation/coverage/coverage.service.ts:49",Only forecast calibration and source coverage are measured,tracking id: normative table row(s) quoted | passed:harness lacked a resolved test/CI pointer → unverified,,branch+main,
V03-T-244,V3,26 Evaluation and Continuous Learning,59,"An outcome, incident, drift signal, challenge, or evaluation result may create a Lesson Proposal. The proposal identifies evidence, affected components and products, expected benefit, risks, validation plan, owner, approval path, deployment scope, monitoring, and rollback. Approved changes are released through the same configuration, schema, model, agent, workflow, ontology, and policy controls as",V03-F014,learning-evaluation,missing,unverified,none,phase7,P7-B,"migrations/0045:221 (close_package lessons text); apps/api/src/prediction/forecasting/forecasting.service.ts:276,457 (backtest/calibration)","No evaluation portfolio, Lesson Proposal, versioned evaluation sets, regression gates or governed release of learned changes",tracking id: normative table row(s) quoted,v03.txt:page 59:L2007-L2022,branch,
V03-T-245,V3,"27 Search, Retrieval, and Context Assembly",60,"Search indexes are projections; canonical objects remain the authority for content, policy, and version history.",V03-F005,memory-graph,implemented,unverified,merged,phase3,P3,apps/api/src/graph/search/search.service.ts (queries canonical tables),"verification evidence of the required class (harness, browser, CI or deployment) for the released artefact",tracking id: normative bullet without source identifier | passed:harness lacked a resolved test/CI pointer → unverified,v03.txt:page 60:L2044-L2053,main,
V03-T-246,V3,"27 Search, Retrieval, and Context Assembly",60,"Security trimming is enforced before model context, not repaired after generation.",V03-F005,memory-graph,implemented,passed:harness,merged,phase3,done,"apps/api/src/graph/search/search.service.ts (permission-aware); test/int/phase3-acceptance.test.ts:762,774",,tracking id: normative bullet without source identifier,v03.txt:page 60:L2046-L2053,main+test,
V03-T-247,V3,"27 Search, Retrieval, and Context Assembly",60,Retrieved instructions are treated as evidence content and cannot expand agent authority.,V03-F005,memory-graph,missing,unverified,none,phase7,P7-A,,No agent retrieval loop,tracking id: normative bullet without source identifier,v03.txt:page 60:L2047-L2053,,
V03-T-248,V3,"27 Search, Retrieval, and Context Assembly",60,Temporal queries distinguish what is currently believed from what was knowable at an earlier decision time.,V03-F005,memory-graph,implemented,passed:harness,merged,phase3,done,"apps/api/src/graph/graph.controller.ts:48-58; test/int/phase3-acceptance.test.ts:839,850",,tracking id: normative bullet without source identifier,v03.txt:page 60:L2048-L2053,main+test,
V03-T-249,V3,"27 Search, Retrieval, and Context Assembly",60,A low-coverage result declares insufficiency and may request acquisition or human input instead of fabricating completeness.,V03-F005,memory-graph,partial,unverified,merged,phase3,P3,apps/api/src/graph/graph.controller.ts:417 (traversal truncation disclosed),Search does not declare insufficiency or request acquisition,tracking id: normative bullet without source identifier | passed:harness lacked a resolved test/CI pointer → unverified,v03.txt:page 60:L2050-L2053,main,
V03-T-250,V3,"27 Search, Retrieval, and Context Assembly",60,"The Context Assembly service translates a user, workflow, model, or agent request into a policy-filtered retrieval plan combining lexical and semantic document retrieval, graph traversal, temporal filters, structured queries, twin state, decision history, and source reacquisition. Results are ranked after authorization and carry exact object versions and evidence fragments.",V03-F005,memory-graph,missing,unverified,none,omission,P3,apps/api/src/graph/search/search.service.ts (lexical only),No context-assembly plan,tracking id: normative table row(s) quoted,v03.txt:page 60:L2030-L2053,main,
V03-T-251,V3,"27 Search, Retrieval, and Context Assembly",60,"Retrieval stages: Interpret (purpose, actor, question, scope, time, truth state, quality, expected output explicit); Authorize (candidate object access evaluated before content reaches ranking, model, or agent context); Retrieve (stable references and revision metadata); Assemble (deduplicate, diversify, resolve contradictions, allocate budget, preserve coverage gaps); Explain (citations, paths, e",V03-F005,memory-graph,missing,unverified,none,omission,P3,apps/api/src/graph/search/search.service.ts (lexical only),No context-assembly plan,tracking id: normative table row(s) quoted,,main,
V03-T-252,V3,28 Marketplace Package Architecture,61,"Ingest into quarantine; verify signature, provenance, licence, malware, dependencies, policy, and declared behavior.",V03-F015,marketplace,missing,unverified,none,phase7,P7-C,,No marketplace package architecture,tracking id: normative bullet without source identifier,v03.txt:page 61:L2070-L2083,,
V03-T-253,V3,28 Marketplace Package Architecture,61,Evaluate with representative fixtures and adversarial tests inside an isolated sandbox.,V03-F015,marketplace,missing,unverified,none,phase7,P7-C,,No marketplace package architecture,tracking id: normative bullet without source identifier,v03.txt:page 61:L2072-L2083,,
V03-T-254,V3,28 Marketplace Package Architecture,61,Approve for a customer domain with explicit capability grants; installation alone grants no access.,V03-F015,marketplace,missing,unverified,none,phase7,P7-C,,No marketplace package architecture,tracking id: normative bullet without source identifier,v03.txt:page 61:L2073-L2083,,
V03-T-255,V3,28 Marketplace Package Architecture,61,"Monitor package behavior, output quality, dependency health, publisher status, and discovered vulnerabilities.",V03-F015,marketplace,missing,unverified,none,phase7,P7-C,,No marketplace package architecture,tracking id: normative bullet without source identifier,v03.txt:page 61:L2074-L2083,,
V03-T-256,V3,28 Marketplace Package Architecture,61,"Suspend, revoke, or remove a package while preserving affected executions, decisions, and replay evidence.",V03-F015,marketplace,missing,unverified,none,phase7,P7-C,,No marketplace package architecture,tracking id: normative bullet without source identifier,v03.txt:page 61:L2076-L2083,,
V03-T-257,V3,28 Marketplace Package Architecture,61,"Marketplace Rule: Portability of capability never implies portability of authority. Every installed package remains subordinate to customer policy, deployment boundaries, human decision rights, and local evaluation.",V03-F015,marketplace,missing,unverified,none,phase7,P7-C,,No marketplace package architecture,tracking id: boxed rule,,,
V03-T-258,V3,28 Marketplace Package Architecture,61,"Signed package manifest: Identity (publisher, package, semantic version, signature, provenance, licence, support, end-of-life); Purpose; Dependencies (ontology, schema, agent, model, connector, workflow, policy, twin, data class, runtime compatibility); Capabilities (tools, networks, object scopes, external effects, secrets, budgets, human gates requested); Quality and safety (evaluation results,",V03-F015,marketplace,missing,unverified,none,phase7,P7-C,,No marketplace package architecture,tracking id: normative table row(s) quoted,,,
V03-T-259,V3,29 Proactive Intelligence and Early Warning,62,"Warning product contract: Change (what changed, when, where, relative to which baseline); Evidence (supporting and contradicting evidence, source health, provenance, freshness, coverage gaps); Assessment (confidence, uncertainty, mechanism, weak-signal status, novelty, alternative explanations); Consequence (affected objectives, assets, obligations, twins, scenarios, forecasts, commitments, respon",V03-F011,prediction,partial,passed:harness,branch-only,phase4,P4,"migrations/0029:353-401; apps/api/src/prediction/scenarios/scenarios.service.ts:269-278; test/int/phase4-acceptance.test.ts:573,628","Change/evidence/consequence/owner/window present; assessment, dedup key, acknowledgement, suppression, escalation, outcome missing",tracking id: normative table row(s) quoted,,branch+test,
V03-T-260,V3,29 Proactive Intelligence and Early Warning,62,"Weak Signal Detection combines novelty, acceleration, relationship change, diffusion, source diversity, contradiction, anomaly, emerging vocabulary, graph centrality, and strategic relevance. A weak signal is promoted when the platform can show a plausible mechanism connecting the change to an objective, exposure, capability, scenario, or decision window.",V03-F011,prediction,missing,unverified,none,omission,P4,,No weak-signal detection,tracking id: normative table row(s) quoted,v03.txt:page 62:L2103-L2107,,
V03-T-261,V3,29 Proactive Intelligence and Early Warning,63,Deduplicate related signals into one evolving intelligence product.,V03-F011,prediction,partial,unverified,branch-only,phase4,P4,apps/api/src/prediction/scenarios/scenarios.service.ts:219-226 (once-per-flip),No deduplication key,tracking id: normative bullet without source identifier | passed:harness lacked a resolved test/CI pointer → unverified,v03.txt:page 63:L2111-L2120,branch,
V03-T-262,V3,29 Proactive Intelligence and Early Warning,63,"Prioritize consequence, urgency, confidence, reversibility, and information value under role-specific attention policy.",V03-F011,prediction,missing,unverified,none,omission,P6,,No prioritisation/attention policy,tracking id: normative bullet without source identifier,v03.txt:page 63:L2112-L2120,,
V03-T-263,V3,29 Proactive Intelligence and Early Warning,63,"Suppress through governed rules with visible rationale, duration, owner, and audit—not through silent model filtering.",V03-F011,prediction,missing,unverified,none,omission,P6,,No suppression,tracking id: normative bullet without source identifier,v03.txt:page 63:L2114-L2120,,
