id,volume,chapter,page,clause,family_seed,capability_area,impl_status,verif_status,release_status,phase_origin,package,evidence,remaining_work,notes
V02-T-123,V2,Connected world model,20,Twin contract: material state remains grounded in evidence and graph identity.,V02-F004,twin-simulation,implemented,passed:harness,merged,phase5,done,apps/api/migrations/0032 (material_keys; citations); apps/api/test/int/phase5-twins.test.ts: a MATERIAL key substantiated only by an entity is refused,,tracking id assigned (slides carry no requirement ids)
V02-T-124,V2,Connected world model,20,"Twin contract: time travel, branching, replay, comparison, and reconciliation are native.",V02-F004,twin-simulation,implemented,passed:harness,merged,phase5,done,"apps/api/migrations/0035_twin_cutoffs_scenario_binding_reconciliation.sql; apps/api/migrations/0034 (twin.reconciliations); apps/api/migrations/0032 (branches); apps/api/test/int/phase5-twins.test.ts: WORLD time: after the record time, observed_through cuts the observations; apps/api/test/int/phase5-propagation.test.ts: a simulated element citing a run is reconciled against a later observation of the same key; apps/api/test/int/phase5-simulations.test.ts: the same process reproduces the digest",,tracking id assigned (slides carry no requirement ids); V00-F019
V02-T-125,V2,Connected world model,20,Twin contract: decision fitness is evaluated inside a declared operating envelope.,V02-F004,twin-simulation,implemented,unverified,merged,phase5,done,apps/api/migrations/0032 (behaviour_models.operating_envelope); apps/api/src/twin/simulations/simulation.service.ts (outside_envelope),,tracking id assigned (slides carry no requirement ids); no named harness case for envelope breach
V02-T-126,V2,Connected world model,20,Twin contract: simulations preserve the exact twin version used.,V02-F004,twin-simulation,implemented,passed:harness,merged,phase5,done,"apps/api/migrations/0033 (runs_current FK twin_id,twin_version; immutable); apps/api/test/int/phase5-simulations.test.ts: a completed run is immutable; a run on an incomplete twin version is refused",,tracking id assigned (slides carry no requirement ids)
V02-T-127,V2,Connected world model,20,A twin is valuable because its approximation is inspectable—not because it claims perfect replication.,V02-F004,governance-docs,implemented,not-applicable,merged,not-applicable,done,apps/api/migrations/0032 (validation_notes: 'unvalidated (synthetic grounding) — no claim of accuracy against real outcomes'),,tracking id assigned (slides carry no requirement ids); explanatory; limitations are declared on the model
V02-T-128,V2,Connected world model,21,Backward explanation: decision → chosen option → simulated impact → scenario → evidence answers why a recommendation was reasonable at the time.,V02-F007,decision,implemented,passed:browser,branch-only,phase6,done,apps/api/migrations/0043_decision_replay.sql; apps/api/migrations/0047_replay_prior_dissent.sql (replay_layers known/believed/tested/decided/observed); apps/api/src/decision/replay/replay.service.ts; apps/api/test/int/phase6-replay.test.ts: known / believed / tested hold only what was recorded under the cut-offs; e2e/phase6-decisions.demo.spec.ts: REPLAY: five layers under their cut-offs,,tracking id assigned (slides carry no requirement ids); V00-F025
V02-T-129,V2,Connected world model,21,Forward impact: corrected source → claims → models → briefings → decisions answers what downstream objects and choices may now be affected.,V02-F007,memory-graph,partial,passed:harness,branch-only,phase6,P3,"apps/api/test/int/phase3-corrections.test.ts: an EVIDENCE correction reaches the claims derived from it; apps/api/test/int/phase4-acceptance.test.ts: D7; apps/api/test/int/phase5-propagation.test.ts: a correction case applied to cited evidence shows on the twin as PROPAGATION PENDING before any walk; apps/api/test/int/phase6-monitoring.test.ts: an invalidated input reaches the package through the operator-initiated walk, via its DEC; apps/api/test/int/phase6-briefings.test.ts: historical contract state (0049)","Propagation is operator-initiated, not continuous; behaviour/forecast models are not marked; briefings are not re-flagged on a correction that lands after composition.",tracking id assigned (slides carry no requirement ids)
V02-T-130,V2,Connected world model,21,Bidirectional provenance turns trust from a compliance label into an operational capability.,V02-F007,governance-docs,implemented,not-applicable,merged,not-applicable,done,,,tracking id assigned (slides carry no requirement ids); explanatory
V02-T-131,V2,AI & agent system,22,"AI may recommend, forecast, simulate, reason, and explain; humans retain purpose, policy, risk appetite, strategy, and final commitment.",V02-F007,identity-policy,implemented,passed:harness,branch-only,phase6,done,"apps/api/migrations/0041 (decision_agent: drafts only; can never propose, approve, dissent or commit); apps/api/test/int/phase6-agents.test.ts: approve, dissent and commit are refused at the PDP with no grant — and at the port by principal kind even when the API is bypassed; apps/api/test/int/phase6-agents.test.ts: drafts option cards into a DRAFT version, marked agent-produced",,tracking id assigned (slides carry no requirement ids); risk appetite is not a governed object (V00-F026); the boundary itself is enforced
V02-T-132,V2,AI & agent system,22,"Human authority is enforced through identity, workflow, approvals, policy, audit, interface design, and explicit decision records.",V02-F007,identity-policy,implemented,passed:browser,branch-only,phase6,done,apps/api/src/decision/clearance.ts; apps/api/src/pipeline/pipeline.service.ts (human gate EYE-WFL-002); apps/api/migrations/0042; apps/api/migrations/0004; e2e/phase6-decisions.demo.spec.ts: DECISIONS: ... approvals and the C3 commitment; apps/api/test/int/phase6-approvals.test.ts,,"tracking id assigned (slides carry no requirement ids); V00-F004, V00-F036"
V02-T-133,V2,AI & agent system,23,"A supervised society of specialized agents operates under common contracts: observation, data preparation, semantic intelligence, analytical intelligence, domain intelligence, communication, control & assurance, orchestration.",V02-F006,agents,partial,passed:harness,branch-only,phase6,P7-A,"apps/api/migrations/0022 (collection_agent registry, budgets, revocation); apps/api/migrations/0023 (extraction_agent); apps/api/migrations/0024 (resolution_agent); apps/api/migrations/0029 (forecast_agent); apps/api/migrations/0044/0046 (decision, briefing, reporting agents); apps/api/test/int/phase1-acceptance.test.ts: an agent is re-authorized PER RUN against the registry; apps/api/test/int/phase6-agents.test.ts","No data-preparation, domain-intelligence, communication, control/assurance or orchestration agents; no single common agent contract/runtime (each family has its own registry shape).",tracking id assigned (slides carry no requirement ids); V00-F028
V02-T-134,V2,AI & agent system,24,"Planner, Supervisor, and Workflow agents separate intent, evaluation, and control: human objective → planner → specialist agents → supervisor → workflow → human approval.",V02-F006,agents,missing,unverified,none,phase7,P7-A,apps/api/src/executive/agents/agent-worker.service.ts ('THE PLANNER' is only the briefing-cadence scheduler); apps/api/migrations/0046 (workflow contract read from decision events),"Build the Planner/Supervisor/Workflow runtime: task graphs, checkpoints, inter-agent contracts, human approval at the end of every consequential chain.",tracking id assigned (slides carry no requirement ids); V00-F029
V02-T-135,V2,AI & agent system,24,Planner decomposes intent: objectives into work; dependencies and sequencing; required evidence and tools.,V02-F006,agents,missing,unverified,none,phase7,P7-A,,"No planner: no task decomposition from objectives, dependency/sequencing of agent work, or declaration of required evidence and tools.",tracking id assigned (slides carry no requirement ids)
V02-T-136,V2,AI & agent system,24,Supervisor evaluates and routes: quality and policy checks; retries and escalation; competing results and dissent.,V02-F006,agents,missing,unverified,none,phase7,P7-A,apps/api/migrations/0046 (run close: stopped/refused/faulted escalate to the named human); apps/api/migrations/0022 (collection run retries under budget),"No supervisor agent: no quality/policy evaluation of agent outputs, no routing between competing results, no agent-level dissent; only per-run stop/escalate primitives exist.",tracking id assigned (slides carry no requirement ids)
V02-T-137,V2,AI & agent system,24,"Workflow enforces state: approval gates; idempotency and recovery; audit, containment, rollback.",V02-F006,agents,partial,passed:harness,branch-only,phase6,P7-A,apps/api/migrations/0042 (approval gates); apps/api/test/int/phase2-acceptance.test.ts: repeating the same identity is idempotent and calls no model; apps/api/test/int/phase6-scheduled-collection.test.ts: RESTART RECOVERY; apps/api/migrations/0046 (workflow contract); apps/api/test/int/audit-chain.test.ts,No generic workflow engine for agent chains; no containment or rollback of agent side effects (agents have no side effects today beyond drafts/briefings/reports).,tracking id assigned (slides carry no requirement ids)
V02-T-138,V2,AI & agent system,25,Agent identity: purpose and owner; version and publisher; accountable authority.,V02-F006,agents,partial,passed:harness,branch-only,phase6,P7-C,"apps/api/migrations/0044 (executive.agents: agent_kind, agent_version, code_digest, owner_principal_id human, escalation_principal_id); apps/api/test/int/phase1-acceptance.test.ts: an agent is owned by an ACCOUNTABLE HUMAN, never by another agent; apps/api/test/int/phase6-agents.test.ts: registration is the tenant administrator's",No publisher identity (no marketplace/package origin) and no declared purpose text per agent beyond its kind.,tracking id assigned (slides carry no requirement ids)
V02-T-139,V2,AI & agent system,25,Agent authority: tools and models; data scope and permissions; side-effect policy.,V02-F006,agents,partial,passed:harness,branch-only,phase6,P7-A,apps/api/src/policy/pdp.service.ts (agent roles at DOMAIN scope; agents excluded from approve/decide/retrieve actions); apps/api/test/int/phase3-acceptance.test.ts: an AGENT cannot decide a resolution — the policy bundle grants it no such action,No tool registry or per-agent tool/model allow-list; no side-effect policy declaration (agents cannot act on the world yet).,tracking id assigned (slides carry no requirement ids)
V02-T-140,V2,AI & agent system,25,Agent control: budgets and timeouts; prohibited actions; escalation and stopping.,V02-F006,agents,implemented,passed:harness,branch-only,phase6,done,"apps/api/migrations/0046 (budgets max_reads/max_gateway_calls/max_elapsed_ms, stop_conditions, escalation); apps/api/test/int/phase6-agents.test.ts: a budget of three reads: the run stops ... and escalates to the named human; apps/api/test/int/phase1-acceptance.test.ts: a BUDGET BREACH stops the run; apps/api/test/int/phase2-acceptance.test.ts: a run that exceeds its call budget stops and says so; apps/api/test/int/phase6-scheduled-collection.test.ts: a REFUSED run: the agent is revoked",,tracking id assigned (slides carry no requirement ids)
V02-T-141,V2,AI & agent system,25,Agent evidence: evaluation suite; required provenance; monitoring and rollback.,V02-F006,agents,partial,passed:harness,branch-only,phase6,P7-B,apps/api/test/int/phase6-agents.test.ts: renders a report marked agent-produced with SYNTHETIC marks and truth states; apps/api/migrations/0046 (agent_runs append-only with spent/refusals/outputs),"No per-agent evaluation suite, no monitoring of agent quality over time, no rollback/retirement of an agent version.",tracking id assigned (slides carry no requirement ids)
V02-T-142,V2,AI & agent system,25,"An agent cannot grant itself permission, approve its own exception, or convert a recommendation into final authority.",V02-F006,identity-policy,implemented,passed:harness,merged,phase2,done,"apps/api/test/int/domain-isolation.test.ts: the application role cannot mint ANY capability; apps/api/test/int/phase2-acceptance.test.ts: the agent that produced the output may not decide its review; apps/api/test/int/phase3-acceptance.test.ts: the proposer may not decide its own proposal, even holding the action; apps/api/test/int/phase6-agents.test.ts: its attempt to propose is refused at the PDP and recorded on the run and in the audit",,"tracking id assigned (slides carry no requirement ids); Phase 6 case is branch-only; Phases 2-3 cases on main; V00-F028, V00-F031"
V02-T-143,V2,AI & agent system,26,"The platform may support deterministic rules, statistical models, graph algorithms, foundation models, causal models, optimization, and specialist engines behind governed interfaces.",V02-F006,intelligence,partial,passed:harness,merged,phase2,P2,apps/api/src/graph/entities/resolver.service.ts (deterministic rules); apps/api/src/prediction/models/models.ts (statistical); apps/api/src/intelligence/gateway/model-gateway.service.ts (local open-weights model); apps/api/src/twin/models/supply-flow.ts (specialist engine),"No graph-algorithm, causal, optimization or hosted foundation-model families; no common model interface/registry across them.",tracking id assigned (slides carry no requirement ids); V00-F030
V02-T-144,V2,AI & agent system,26,Model gateway flow: task + policy → model gateway → candidate models → evaluation → versioned result.,V02-F006,intelligence,partial,passed:harness,merged,phase2,P2,"apps/api/src/intelligence/gateway/model-gateway.service.ts; apps/api/test/int/phase2-acceptance.test.ts: each call carries mode, model, versions and an outcome; apps/api/test/int/phase2-acceptance.test.ts: replay returns byte-identical responses for the same request",No candidate-model set or routing per task/policy and no evaluation step; the gateway executes the single method pin it is given.,tracking id assigned (slides carry no requirement ids)
V02-T-145,V2,AI & agent system,26,"Selection — fitness is contextual: cost, latency, sovereignty, performance; domain, horizon, risk, and evidence regime; customer-controlled approved model set.",V02-F006,intelligence,missing,unverified,none,omission,P2,,Build model routing with fitness criteria and a tenant-controlled approved-model set enforced at the gateway.,tracking id assigned (slides carry no requirement ids)
V02-T-146,V2,AI & agent system,26,"Accountability — every result remains attributable: model and prompt version; evaluation and validation status; fallback, abstention, and failure conditions.",V02-F006,intelligence,partial,passed:harness,merged,phase2,P7-B,"apps/api/test/int/phase2-acceptance.test.ts: each call carries mode, model, versions and an outcome; apps/api/test/int/phase2-acceptance.test.ts: an abstention is its own outcome, with no claim attached; apps/api/migrations/0024 (res_model_lineage_complete); gateway header: a replay miss is a FAILURE with a named reason",No evaluation/validation status per model version (no model registry with evaluation records); fallback chains are not defined.,tracking id assigned (slides carry no requirement ids)
V02-T-147,V2,AI & agent system,27,Continuous learning is a governed release process: outcome → diagnose → propose → evaluate → approve → release → monitor — not silent self-modification.,V02-F009,learning-evaluation,missing,unverified,none,phase7,P7-B,"apps/api/migrations/0045 (lessons text at closure); apps/api/migrations/0029 (backtests, outcome scoring)","Build the release pipeline for learned changes with evaluation gates, human approval records, release, monitoring and rollback.","tracking id assigned (slides carry no requirement ids); V00-F031, V00-F044"
V02-T-148,V2,AI & agent system,27,"Changes to prompts, models, tools, agents, ontologies, thresholds, workflows, and policy remain versioned proposals until every control is satisfied.",V02-F009,learning-evaluation,partial,passed:harness,merged,phase2,P7-B,apps/api/test/int/phase1-acceptance.test.ts: approval requires the collection_manager role (source contracts register→approve→activate); apps/api/src/intelligence/methods/methods.service.ts (method pins approved by a person); apps/api/migrations/0003_policy.sql (versioned bundles); apps/api/migrations/0017_identity_mutator_governance.sql,"Prompts, models, thresholds, ontologies, workflows and policy bundles change only by code/migration; no in-product proposal→approval path for them.",tracking id assigned (slides carry no requirement ids)
V02-T-149,V2,AI & agent system,27,Rollback is part of the release contract. History is preserved; production behavior never rewrites itself outside governance.,V02-F009,learning-evaluation,partial,passed:harness,merged,phase0,P7-B,"apps/api/test/int/audit-chain.test.ts: the application role cannot UPDATE or DELETE audit evidence; append-only triggers across schemas (0029, 0033, 0041-0046); apps/api/test/int/phase2-acceptance.test.ts: the attempts table is append-only",No rollback mechanism for a released model/prompt/threshold change (no release object to roll back).,tracking id assigned (slides carry no requirement ids)
V02-T-150,V2,AI & agent system,28,"Agent marketplace — deploy bounded capabilities: publisher, purpose, and permissions; model dependencies and data use; evaluation evidence and limitations; licensing, update, and revocation.",V02-F009,marketplace,missing,unverified,none,omission,P7-C,,"No package manifest, publisher identity, admission/testing, installation, licensing, update or revocation for agent packages.",tracking id assigned (slides carry no requirement ids); V00-F046; not in the phase plan
V02-T-151,V2,AI & agent system,28,"Scenario marketplace — reuse strategic methods: frameworks, indicators, and models; assumptions and actor structures; local calibration and validation; private customer instance and memory.",V02-F009,marketplace,missing,unverified,none,omission,P7-C,,"No scenario/method package format, catalog, local calibration or private-instance installation.",tracking id assigned (slides carry no requirement ids)
V02-T-152,V2,AI & agent system,28,"Marketplace packages are signed, versioned, licensed, permission-scoped, evaluated, sandboxed, revocable.",V02-F009,marketplace,missing,unverified,none,omission,P7-C,".github/workflows/ci.yml: supply-chain; scripts/gate/supply-chain.mjs (signing/attestation exists for the product's own images, not for packages)",Define the signed package contract and sandbox permissions; none exists.,tracking id assigned (slides carry no requirement ids)
V02-T-153,V2,Foresight & decision,29,"Prediction changes method and confidence language by horizon across 30 days, 90 days, 180 days, 1 year, 3 years, 5 years — from current signals, commitments and constraints to structural drivers, path dependence and scenario uncertainty.",V02-F004,prediction,partial,passed:harness,merged,phase4,P4,apps/api/migrations/0029 (horizon_code); apps/api/src/prediction/models/models.ts; apps/api/test/int/phase4-acceptance.test.ts: D1,Method does not change by horizon (same two series methods); long horizons (3y/5y) have no measured validation and no scenario-uncertainty language.,tracking id assigned (slides carry no requirement ids); PHASE4_REPORT.md: T3 unmeasured
V02-T-154,V2,Foresight & decision,29,Every forecast declares outcome and horizon; distribution and confidence; drivers and assumptions.,V02-F004,prediction,implemented,passed:harness,merged,phase4,done,"apps/api/migrations/0029 (fct_names_drivers, fct_names_assumptions, quantiles); apps/api/test/int/phase4-acceptance.test.ts: D1",,tracking id assigned (slides carry no requirement ids); V00-F021
V02-T-155,V2,Foresight & decision,29,Every model exposes calibration and fitness; sensitivity and failure conditions; refresh cadence and lineage.,V02-F004,prediction,partial,passed:harness,merged,phase4,P4,"apps/api/migrations/0029 (backtests, refresh_cadence, method/method_version); apps/api/test/int/phase4-acceptance.test.ts: D3/D4",Sensitivity and declared failure conditions missing (see slide 11 rows).,tracking id assigned (slides carry no requirement ids)
V02-T-156,V2,Foresight & decision,29,Every user can inspect alternative models; evidence and missing information; what would change the view.,V02-F004,prediction,partial,passed:browser,merged,phase4,P4,"apps/web/app/prediction/calibration/page.tsx; apps/web/app/prediction/forecasts/page.tsx; e2e/phase4-prediction.demo.spec.ts: a forecast shows VALIDATED RETROSPECTIVELY, never VALIDATED, and the controls it inherited",No 'what would change the view' (counterfactual/threshold) exposure and no explicit missing-information statement per forecast beyond coverage gaps of its series.,tracking id assigned (slides carry no requirement ids)
V02-T-157,V2,Foresight & decision,30,Weak signals remain uncertain evidence until corroboration changes their status: observations → related entities + potential mechanisms → corroboration + scenario relevance → material signal.,V02-F010,prediction,missing,unverified,none,omission,P4,,"No weak-signal object, corroboration workflow or materiality status; warnings originate only from indicator threshold breaches.","tracking id assigned (slides carry no requirement ids); V00-F032, V01-F009; not in the phase plan"
V02-T-158,V2,Foresight & decision,30,The system records what would strengthen or falsify the signal and never rewrites uncertainty as certainty merely because a pattern is novel.,V02-F010,prediction,missing,unverified,none,omission,P4,,Requires the weak-signal object with strengthen/falsify conditions and a status that changes only by corroboration events.,tracking id assigned (slides carry no requirement ids)
V02-T-159,V2,Foresight & decision,31,"An early warning combines evidence, consequence, confidence, and a response window: source events → weak signals → graph impact → forecast revision → threshold breach → warning product.",V02-F010,prediction,partial,passed:harness,merged,phase4,P4,"apps/api/migrations/0029 (warnings_current: evidence, consequence, confidence, response_window_opens/closes_at, routed_to); apps/api/test/int/phase4-acceptance.test.ts: D5/D6; e2e/phase4-prediction.demo.spec.ts: a replayed warning is dated in the replay, audited now, and timely against its deadline",Warnings are raised only from indicator breaches; no weak-signal or graph-impact originated warnings and no deduplication across sources of the same warning.,tracking id assigned (slides carry no requirement ids); V00-F033
V02-T-160,V2,Foresight & decision,31,Warning context — what changed: observed condition; supporting and contradicting evidence; affected objectives and assets.,V02-F010,prediction,partial,passed:harness,merged,phase4,P4,"apps/api/migrations/0029 (warnings_current.evidence, branch_id, indicator_id); apps/api/migrations/0045 (breach routed to package condition owner)",No contradicting-evidence set and no affected objectives/assets on the warning itself.,tracking id assigned (slides carry no requirement ids)
V02-T-161,V2,Foresight & decision,31,Warning assessment — why it matters: confidence and consequence; scenario and forecast movement; conditions that could falsify the view.,V02-F010,prediction,partial,passed:harness,merged,phase4,P4,"apps/api/migrations/0029 (confidence, consequence, branch flip)",No falsification conditions on the warning; forecast movement is not summarised on it.,tracking id assigned (slides carry no requirement ids)
V02-T-162,V2,Foresight & decision,31,Warning response — what remains possible: owner and response window; verification or simulation playbook; escalation and closure criteria.,V02-F010,prediction,partial,passed:harness,merged,phase4,P4,"apps/api/migrations/0029 (routed_to, response window, acknowledgement, EXPIRED state); apps/api/test/int/phase4-acceptance.test.ts: D6 · a warning nobody acknowledged before its window closed is recorded as EXPIRED; e2e/phase4-prediction.demo.spec.ts: ACTION: a response AFTER the window is recorded as LATE","No verification/simulation playbook link, no escalation path on expiry, no closure criteria beyond acknowledgement.",tracking id assigned (slides carry no requirement ids)
V02-T-163,V2,Foresight & decision,32,Scenarios are living branches with monitored indicators — baseline → branch point → upside / base case / downside → indicators + signposts — not narrative documents.,V02-F004,prediction,implemented,passed:browser,merged,phase4,done,"apps/api/migrations/0029 (branches kind baseline/upside/downside, signpost, indicator_id); apps/api/test/int/phase4-acceptance.test.ts: D5/D6; e2e/phase4-prediction.demo.spec.ts: the scenario tree shows the flipped branch",,tracking id assigned (slides carry no requirement ids)
V02-T-164,V2,Foresight & decision,32,"Every branch declares assumptions, actors, drivers, uncertainties, interventions, impacts, owners, and review cadence.",V02-F004,prediction,partial,passed:harness,merged,phase4,P4,"apps/api/migrations/0029 (branches_current: consequence, owner_principal_id, review_cadence, response_window_hours)","Add declared actors, drivers, uncertainties and interventions per branch; assumptions reach a branch only through the tree's forecast.",tracking id assigned (slides carry no requirement ids)
V02-T-165,V2,Foresight & decision,33,Simulation pipeline: versioned twin → scenario → intervention → simulation run → impacts → sensitivity.,V02-F004,twin-simulation,implemented,passed:harness,merged,phase5,done,"apps/api/migrations/0035 (scenario branch binding); apps/api/migrations/0037 (branch verified under both clocks at open_run); apps/api/migrations/0033; apps/api/test/int/phase5-simulations.test.ts; apps/api/test/int/phase5-corrections.test.ts: an unresolved scenario, a branch of another tree, or a shock the branch state contradicts is refused",,tracking id assigned (slides carry no requirement ids)
V02-T-166,V2,Foresight & decision,33,"Run contract — every experiment can be reproduced: initial state and time; twin and model versions; assumptions, constraints, and seeds; outputs and validation status.",V02-F004,twin-simulation,implemented,passed:harness,merged,phase5,done,apps/api/migrations/0033 (known_at/observed_through copied from the twin version; digests); apps/api/test/int/phase5-simulations.test.ts: a COLD process re-executes the stored contract,,tracking id assigned (slides carry no requirement ids); duplicate of the slide 13 run-record row
V02-T-167,V2,Foresight & decision,33,Decision value — every result can be challenged: direct and second-order effects; timing and distributional consequence; hidden dependencies and nonlinear response; information that would improve the decision.,V02-F004,twin-simulation,partial,passed:harness,merged,phase5,P5,"apps/api/src/twin/simulations/simulation.service.ts (comparison deltas, one-at-a-time sensitivity, envelope breaches); apps/api/migrations/0041 (second_order declared)","No second-order propagation, distributional/timing analysis, nonlinear-response detection or value-of-information output from the engine.",tracking id assigned (slides carry no requirement ids)
V02-T-168,V2,Foresight & decision,34,"Decision packages retain alternatives, dissent, approvals, and monitoring conditions: objectives → options → consequences → uncertainty → approvals → commitment. A recommendation is not the product; the complete decision environment is.",V02-F005,decision,implemented,passed:browser,branch-only,phase6,done,"apps/api/migrations/0041; apps/api/migrations/0042; apps/api/test/int/phase6-decisions.test.ts; apps/api/test/int/phase6-approvals.test.ts; e2e/phase6-decisions.demo.spec.ts: DECISIONS: the committed package shows its state, SYNTHETIC consequences, the choice, dissent, approvals and the C3 commitment",,tracking id assigned (slides carry no requirement ids); V00-F024
V02-T-169,V2,Foresight & decision,34,"Retained decision context: evidence and assumptions; forecasts, scenarios, simulations; criteria and stakeholder obligations.",V02-F005,decision,partial,passed:harness,branch-only,phase6,P6,apps/api/migrations/0041 (options.consequences cite runs/forecasts/claims; choice.outcome_criteria; dependencies to the DEC); apps/api/test/int/phase6-decisions.test.ts: refuses a citation that names nothing readable,No stakeholder obligations object or citation kind.,tracking id assigned (slides carry no requirement ids)
V02-T-170,V2,Foresight & decision,34,"Explicit human authority: accountable decision-maker; required reviewers; approval, dissent, and override.",V02-F005,decision,partial,passed:harness,branch-only,phase6,P6,"apps/api/migrations/0041 (approver_policy; dissent humans only); apps/api/migrations/0042 (approvals, revocation, decision_authority commit); apps/api/test/int/phase6-approvals.test.ts: refuses ... self-approval by the author",No override record: an authority cannot commit against a rejected/insufficient approval with a recorded override rationale; the C3 path requires quorum.,tracking id assigned (slides carry no requirement ids)
V02-T-171,V2,Foresight & decision,34,Monitoring contract: expected outcome; indicators and triggers; review date and closure criteria.,V02-F005,decision,implemented,passed:harness,branch-only,phase6,done,"apps/api/migrations/0041 (choice.outcome_criteria, decision_deadline, monitoring_conditions naming indicators/warnings/branches); apps/api/migrations/0045 (evaluate_conditions, close_package); apps/api/migrations/0044 (review cadence); apps/api/test/int/phase6-monitoring.test.ts: the indicator breaches, the branch flips, a warning is raised: the breach is recorded once per condition, routed to the condition's owner",,tracking id assigned (slides carry no requirement ids); conditional approvals gap recorded at the decision-completeness row
V02-T-172,V2,Foresight & decision,35,Decision Replay reconstructs known (evidence and context) → believed (forecasts and assumptions) → tested (scenarios and simulations) → decided (authority and rationale) → observed (actions and outcomes).,V02-F005,decision,implemented,passed:browser,branch-only,phase6,done,"apps/api/migrations/0043_decision_replay.sql; apps/api/migrations/0047_replay_prior_dissent.sql; apps/api/test/int/phase6-replay.test.ts: known / believed / tested hold only what was recorded under the cut-offs; decided holds the version, dissent, approval, commitment; e2e/phase6-decisions.demo.spec.ts: REPLAY: five layers under their cut-offs; nothing observed appears in the earlier layers",,tracking id assigned (slides carry no requirement ids); V00-F025
V02-T-173,V2,Foresight & decision,35,"Replay asks whether the process was sound: calibration and assumptions; scenario and simulation coverage; information use and timing; policy, approval, and execution.",V02-F005,learning-evaluation,partial,passed:harness,branch-only,phase6,P7-B,"apps/api/migrations/0047 (assumption verification_at_known_at, branch state_as_of, twin verification_at_decided_at, approvals, commitment); apps/api/test/int/phase6-replay.test.ts","Replay reconstructs the record but produces no process-quality assessment (calibration at decision time, coverage score, timing analysis).",tracking id assigned (slides carry no requirement ids)
V02-T-174,V2,Foresight & decision,35,Replay avoids hindsight distortion: outcome luck mistaken for quality; later evidence injected into the record; dissent or override erased; one lesson hardened into universal truth.,V02-F005,decision,partial,passed:harness,branch-only,phase6,P7-B,"apps/api/test/int/phase6-replay.test.ts: an earlier as_of excludes what came after it; apps/api/test/int/phase6-replay.test.ts: the world moves after the decision: a correction stays history, a withdrawal becomes unavailable; apps/api/migrations/0047 (prior_dissent carried); apps/api/test/int/phase6-replay.test.ts: the same cut-offs and as_of by two other readers: the same content digest","Luck-vs-quality separation and lesson generalisation controls are not implemented (no process scoring, no governed lesson object).",tracking id assigned (slides carry no requirement ids)
V02-T-175,V2,Enterprise operation,36,"Public-world sources under explicit contracts: governments and regulation; news and social signals; markets and company filings; research, papers, and patents; climate and geopolitical events.",V02-F002,observation,partial,passed:harness,merged,phase1,P1,"L1_CONNECTOR_COVERAGE.md (governments, regulations, markets, research, papers, patents, filings, climate, geopolitics, social: Not implemented); SOURCE_INTEGRATION_STATUS.md §3 (eu-sanctions live, ecb-eurusd live, worldbank live, gdelt replay); apps/api/src/observation/connectors/rss.connector.ts","Add governed connectors for government/regulatory publications, market and filings data, research/patent sources, climate and geopolitical event feeds, and lawful social-signal collection.",tracking id assigned (slides carry no requirement ids); V00-F013
V02-T-176,V2,Enterprise operation,36,Operational-world sources: supply chains and logistics; IoT and telemetry; satellites and geospatial data; infrastructure and climate sensors; customer-defined feeds and APIs.,V02-F002,observation,partial,passed:harness,merged,phase1,P1,"apps/api/src/observation/connectors/rest.connector.ts (generic REST poller); SOURCE_INTEGRATION_STATUS.md (imf-portwatch BLOCKED — RIGHTS); L1_CONNECTOR_COVERAGE.md (IoT, satellites, climate: Not implemented)","Add streaming/event/IoT ingestion, geospatial/satellite pipelines and sensor feeds; resolve PortWatch rights.",tracking id assigned (slides carry no requirement ids)
V02-T-177,V2,Enterprise operation,36,Enterprise-world sources: ERP and CRM; internal documents; business processes; operational and financial records; custom sources and RSS.,V02-F002,observation,partial,passed:browser,merged,phase1,P1,"apps/api/src/observation/connectors/upload.connector.ts (PDF/DOCX/CSV); rss.connector.ts; e2e/phase1-observation.spec.ts: the registrar registers a source through the four-step form; L1_CONNECTOR_COVERAGE.md (ERP, CRM: Not implemented)","Add enterprise application/database CDC connectors, document repository integration and process/financial record ingestion.",tracking id assigned (slides carry no requirement ids)
V02-T-178,V2,Enterprise operation,36,"Every source contract declares authority, rights, purpose, structure, latency, quality, authenticity, and correction behavior.",V02-F002,observation,implemented,passed:harness,merged,phase1,done,"apps/api/src/observation/sources/source-contract.ts (authority_class, authority_and_rights, purposes, expected_schema, freshness_expectation, coverage_expectations, authenticity_method, correction_channel); apps/api/migrations/0028_phase4_source_contract_v2.sql; apps/api/test/int/phase1-acceptance.test.ts: the registered contract carries the complete §7 field set",,tracking id assigned (slides carry no requirement ids); V00-F014
V02-T-179,V2,Enterprise operation,37,Integration pipeline: source contract → connector → raw preservation → transform → policy + quality → intelligence object.,V02-F002,observation,implemented,passed:harness,merged,phase2,done,"apps/api/src/observation/acquisition/lifecycle.service.ts; apps/api/src/observation/quarantine/quarantine.service.ts; apps/api/src/intelligence/extraction/orchestrator.service.ts; apps/api/test/int/phase1-acceptance.test.ts: the contract is revalidated at THREE points; apps/api/test/int/phase2-acceptance.test.ts: the run produced claims, and every one resolves back to the evidence bytes",,tracking id assigned (slides carry no requirement ids)
